time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
87.0,965.015156,13.25,91.4,478.59,964.6,12.1,89.4,964.367031
88.0,964.167812,13.17,91.7,485.26,963.8,12.0,90.0,963.519687
93.0,960.937968,12.93,92.8,478.36,960.2,11.7,90.2,960.2898429999999
94.0,959.878125,12.84,93.0,486.07,959.5,11.7,90.6,959.2299999999999
95.0,959.22,12.79,93.3,488.82,958.8,11.6,91.2,958.571875
96.0,958.572031,12.74,93.6,500.24,958.1,11.6,91.8,957.923906
97.0,957.765,12.67,93.9,507.97,957.3,11.5,92.3,957.1168749999999
98.0,957.196406,12.63,94.1,511.88,956.6,11.4,92.6,956.548281
99.0,956.292656,12.58,94.2,515.87,955.9,11.4,92.7,955.6445309999999
100.0,955.405156,12.52,94.3,527.01,955.1,11.3,92.8,954.757031
101.0,954.470312,12.45,94.5,537.61,954.4,11.3,93.1,953.822187
102.0,953.968437,12.41,94.6,544.71,953.6,11.2,93.2,953.320312
103.0,953.241093,12.35,94.8,546.37,952.8,11.1,93.1,952.5929679999999
104.0,952.538125,12.29,94.9,553.25,952.1,11.1,93.4,951.89
105.0,951.794843,12.25,95.1,556.2,951.3,11.0,93.8,951.146718
106.0,950.837968,12.18,95.3,565.08,950.6,11.0,94.0,950.189843
107.0,950.386718,12.14,95.5,573.88,949.9,10.9,94.2,949.7385929999999
108.0,949.456406,12.09,95.6,580.14,949.2,10.9,94.3,948.808281
109.0,948.717343,12.03,95.7,581.79,948.5,10.8,94.4,948.069218
110.0,948.203906,11.97,95.9,584.14,947.7,10.8,94.7,947.5557809999999
111.0,947.20625,11.91,96.1,608.43,947.0,10.7,94.9,946.5581249999999
112.0,946.664843,11.85,96.3,621.45,946.3,10.6,95.3,946.016718
113.0,946.022109,11.8,96.6,623.37,945.6,10.6,95.6,945.373984
114.0,945.330468,11.75,96.7,631.4,944.9,10.5,95.6,944.682343
115.0,944.676171,11.68,96.9,632.81,944.2,10.5,95.7,944.0280459999999
116.0,944.034609,11.64,97.1,633.11,943.6,10.4,95.9,943.386484
117.0,943.364453,11.59,97.3,636.97,942.9,10.4,96.0,942.716328
119.0,941.976953,11.49,97.6,640.7,941.6,10.3,96.3,941.3288279999999
120.0,941.561328,11.45,97.7,646.98,941.0,10.2,96.2,940.913203
121.0,940.868359,11.39,97.7,651.59,940.3,10.2,95.9,940.220234
122.0,940.285,11.34,97.8,656.56,939.7,10.2,95.9,939.6368749999999
123.0,939.725,11.31,98.0,661.84,939.1,10.1,96.4,939.076875
124.0,939.033906,11.25,98.1,667.72,938.4,10.1,96.8,938.385781
125.0,938.416875,11.22,98.2,674.33,937.8,10.0,97.2,937.76875
126.0,937.618046,11.16,98.4,681.71,937.2,10.0,97.4,936.969921
127.0,936.798906,11.1,98.5,694.7,936.5,9.9,97.3,936.1507809999999
128.0,936.33,11.05,98.6,704.52,935.9,9.9,97.4,935.681875
129.0,935.749218,11.01,98.7,712.08,935.3,9.8,97.5,935.101093
130.0,935.004531,10.95,98.9,720.46,934.6,9.8,97.5,934.356406
131.0,934.512187,10.89,99.1,730.27,934.0,9.8,97.7,933.864062
132.0,934.031718,10.86,99.2,748.76,933.4,9.7,97.9,933.3835929999999
133.0,933.18875,10.8,99.4,751.54,932.7,9.7,97.9,932.540625
134.0,932.469531,10.76,99.5,759.15,932.0,9.6,97.9,931.8214059999999
135.0,931.914609,10.72,99.7,766.05,931.4,9.6,98.0,931.266484
136.0,931.13625,10.67,99.9,772.18,930.7,9.5,98.1,930.488125
137.0,930.237265,10.61,100.0,777.65,930.0,9.5,98.4,929.5891399999999
138.0,929.422968,10.56,100.0,784.69,929.2,9.4,98.8,928.7748429999999
139.0,928.938437,10.5,100.0,790.03,928.5,9.4,98.9,928.290312
140.0,928.26539,10.46,100.0,796.05,927.8,9.3,98.7,927.617265
141.0,927.427812,10.42,100.0,802.89,927.1,9.3,98.5,926.779687
142.0,926.753203,10.35,100.0,813.15,926.4,9.3,98.7,926.1050779999999
143.0,925.976718,10.3,100.0,819.97,925.7,9.2,98.9,925.328593
144.0,925.320156,10.26,100.0,826.99,924.9,9.2,99.0,924.672031
145.0,924.591093,10.22,100.0,830.86,924.2,9.2,99.1,923.942968
146.0,923.744296,10.17,100.0,836.02,923.4,9.1,99.1,923.0961709999999
147.0,922.811562,10.12,100.0,842.71,922.6,9.1,99.2,922.1634369999999
148.0,922.023437,10.05,100.0,851.29,921.9,9.1,99.1,921.3753119999999
149.0,921.4975,10.0,100.0,859.28,921.1,9.0,98.9,920.8493749999999
150.0,920.752968,9.97,100.0,866.36,920.4,9.0,98.5,920.104843
151.0,919.982031,9.95,100.0,872.94,919.7,9.0,98.3,919.333906
152.0,919.306484,9.89,100.0,879.0,919.0,9.0,98.4,918.6583589999999
153.0,918.577265,9.85,100.0,886.67,918.3,8.9,98.5,917.92914
154.0,917.834531,9.82,100.0,892.84,917.6,8.9,98.5,917.1864059999999
155.0,917.3,9.77,100.0,899.62,916.9,8.9,98.4,916.6518749999999
156.0,916.565781,9.74,100.0,907.0,916.2,8.9,98.0,915.917656
157.0,915.770781,9.71,100.0,912.59,915.5,8.9,97.8,915.122656
158.0,915.184062,9.68,100.0,919.16,914.8,8.9,97.9,914.535937
159.0,914.340468,9.64,100.0,925.89,914.1,8.9,97.9,913.6923429999999
160.0,913.829218,9.61,100.0,934.61,913.3,8.8,98.0,913.1810929999999
161.0,913.016328,9.58,100.0,940.09,912.6,8.8,98.0,912.368203
162.0,912.202265,9.54,100.0,947.31,911.9,8.8,98.2,911.55414
163.0,911.392812,9.52,100.0,955.03,911.1,8.7,98.4,910.744687
164.0,910.567578,9.48,100.0,964.11,910.4,8.7,98.2,909.919453
165.0,910.053281,9.44,100.0,972.17,909.6,8.8,97.8,909.4051559999999
166.0,909.119765,9.42,100.0,976.4,908.9,8.9,97.3,908.47164
167.0,908.419687,9.41,100.0,984.16,908.1,8.9,97.2,907.7715619999999
168.0,907.795859,9.37,100.0,994.36,907.4,8.8,97.3,907.1477339999999
169.0,906.861953,9.34,100.0,1001.1,906.7,8.8,97.5,906.2138279999999
170.0,906.101875,9.32,100.0,1006.58,905.9,8.7,97.7,905.4537499999999
171.0,905.59914,9.31,100.0,1015.02,905.2,8.7,98.0,904.951015
172.0,904.792734,9.27,100.0,1019.97,904.4,8.7,97.9,904.144609
173.0,903.889062,9.26,100.0,1026.57,903.7,8.6,98.1,903.2409369999999
174.0,903.346953,9.23,100.0,1033.55,903.0,8.6,98.5,902.6988279999999
175.0,902.6875,9.21,100.0,1039.73,902.3,8.6,98.7,902.039375
176.0,901.860703,9.19,100.0,1045.98,901.6,8.5,98.8,901.2125779999999
177.0,901.239218,9.16,100.0,1053.92,900.9,8.5,99.0,900.591093
178.0,900.666015,9.13,100.0,1059.12,900.2,8.4,99.2,900.01789
179.0,900.050781,9.11,100.0,1063.67,899.6,8.4,99.2,899.402656
180.0,899.21914,9.09,100.0,1069.88,898.9,8.3,99.1,898.571015
181.0,898.6873429999999,9.05,100.0,1077.8,898.2,8.3,99.2,898.0392179999999
182.0,897.8125,9.02,100.0,1083.0,897.6,8.3,99.3,897.164375
183.0,897.316953,8.98,100.0,1087.94,896.9,8.3,99.4,896.668828
184.0,896.711718,8.97,100.0,1092.55,896.2,8.2,99.5,896.063593
185.0,895.77539,8.96,100.0,1097.45,895.5,8.2,99.2,895.127265
186.0,895.2810929999999,8.9,100.0,1106.56,894.8,8.2,99.2,894.6329679999999
187.0,894.683515,8.89,100.0,1115.46,894.2,8.2,99.4,894.03539
188.0,893.7671869999999,8.86,100.0,1120.76,893.5,8.2,99.2,893.1190619999999
189.0,893.1507809999999,8.83,100.0,1126.62,892.8,8.2,99.0,892.5026559999999
190.0,892.657031,8.81,100.0,1133.98,892.1,8.2,98.9,892.0089059999999
191.0,891.930156,8.79,100.0,1137.7,891.5,8.2,98.6,891.282031
192.0,891.19625,8.77,100.0,1142.35,890.8,8.2,98.4,890.5481249999999
193.0,890.473125,8.75,100.0,1147.99,890.1,8.3,98.2,889.8249999999999
194.0,889.780937,8.74,100.0,1155.74,889.5,8.3,97.8,889.132812
195.0,889.313593,8.72,100.0,1162.95,888.8,8.4,97.4,888.6654679999999
196.0,888.624687,8.72,100.0,1168.25,888.2,8.4,97.1,887.976562
197.0,888.056875,8.71,100.0,1174.46,887.5,8.4,96.9,887.4087499999999
198.0,887.345156,8.71,100.0,1178.35,886.9,8.5,96.7,886.6970309999999
199.0,886.5725,8.71,100.0,1185.96,886.2,8.7,96.1,885.9243749999999
200.0,886.07914,8.73,100.0,1195.11,885.6,8.9,95.5,885.431015
201.0,885.450625,8.75,100.0,1202.08,885.0,9.0,94.9,884.8024999999999
202.0,884.663906,8.75,100.0,1207.46,884.3,9.0,94.7,884.015781
203.0,884.22,8.78,100.0,1216.58,883.7,9.0,94.9,883.571875
204.0,883.5625,8.8,100.0,1222.11,883.1,9.0,95.0,882.914375
205.0,883.0013280000001,8.82,100.0,1227.1,882.5,9.0,95.0,882.353203
206.0,882.438046,8.83,100.0,1232.89,881.8,9.1,95.0,881.7899209999999
207.0,881.778906,8.84,100.0,1238.4,881.2,9.1,95.1,881.130781
208.0,880.922656,8.86,100.0,1244.2,880.5,9.0,95.4,880.2745309999999
209.0,880.244687,8.87,100.0,1251.12,879.9,9.0,95.7,879.596562
210.0,879.632031,8.87,100.0,1257.28,879.2,9.0,95.9,878.9839059999999
211.0,879.02039,8.89,100.0,1264.16,878.5,9.0,95.7,878.372265
212.0,878.193125,8.9,100.0,1271.68,877.9,8.9,95.6,877.545
213.0,877.461093,8.9,100.0,1280.68,877.2,8.9,95.7,876.812968
214.0,876.759062,8.9,100.0,1286.61,876.5,8.8,95.8,876.1109369999999
215.0,876.300156,8.92,100.0,1293.15,875.9,8.8,95.9,875.652031
216.0,875.761093,8.92,100.0,1297.57,875.2,8.8,96.1,875.1129679999999
217.0,875.13,8.93,100.0,1306.51,874.6,8.7,96.5,874.481875
218.0,874.197578,8.9,100.0,1310.96,873.9,8.7,96.9,873.549453
219.0,873.542343,8.9,100.0,1316.66,873.2,8.6,97.2,872.8942179999999
220.0,872.9985929999999,8.9,100.0,1324.51,872.6,8.6,97.3,872.3504679999999
221.0,872.244687,8.88,100.0,1328.5,871.9,8.5,97.2,871.596562
222.0,871.520312,8.88,100.0,1334.14,871.2,8.5,97.2,870.8721869999999
223.0,870.886875,8.87,100.0,1340.81,870.5,8.4,97.6,870.23875
224.0,870.2778119999999,8.85,100.0,1344.27,869.8,8.4,98.0,869.6296869999999
225.0,869.5853119999999,8.83,100.0,1349.69,869.2,8.3,98.1,868.9371869999999
226.0,868.8748429999999,8.81,100.0,1355.16,868.5,8.3,98.2,868.2267179999999
227.0,868.2039840000001,8.8,100.0,1359.88,867.8,8.3,98.4,867.555859
228.0,867.458515,8.78,100.0,1366.52,867.1,8.3,98.5,866.81039
229.0,866.769375,8.74,100.0,1374.46,866.4,8.2,98.6,866.1212499999999
230.0,866.269375,8.72,100.0,1380.79,865.8,8.2,98.8,865.6212499999999
231.0,865.447578,8.71,100.0,1389.43,865.1,8.1,98.8,864.799453
232.0,864.7860929999999,8.68,100.0,1399.81,864.4,8.1,99.0,864.1379679999999
233.0,864.131718,8.67,100.0,1408.9,863.8,8.1,99.2,863.4835929999999
234.0,863.510781,8.64,100.0,1417.59,863.1,8.1,99.3,862.8626559999999
235.0,862.859062,8.63,100.0,1424.09,862.4,8.0,99.2,862.210937
236.0,862.168125,8.6,100.0,1430.18,861.8,8.0,99.1,861.52
237.0,861.404218,8.59,100.0,1434.96,861.1,8.0,99.1,860.756093
238.0,860.788281,8.55,100.0,1442.73,860.4,8.0,99.3,860.1401559999999
239.0,860.122343,8.53,100.0,1448.51,859.7,7.9,99.5,859.474218
240.0,859.2492179999999,8.5,100.0,1454.71,859.0,7.9,99.5,858.6010929999999
241.0,858.588125,8.48,100.0,1461.96,858.3,7.9,99.6,857.9399999999999
242.0,858.1625,8.47,100.0,1468.61,857.6,7.8,99.5,857.514375
243.0,857.401953,8.44,100.0,1474.1,857.0,7.8,99.3,856.753828
244.0,856.859375,8.41,100.0,1481.58,856.3,7.8,99.3,856.21125
245.0,855.863125,8.38,100.0,1487.15,855.6,7.8,99.4,855.2149999999999
246.0,855.139687,8.35,100.0,1494.76,854.9,7.7,99.3,854.4915619999999
247.0,854.443906,8.31,100.0,1502.11,854.2,7.7,99.2,853.7957809999999
248.0,853.7082809999999,8.31,100.0,1509.97,853.4,7.7,99.2,853.0601559999999
249.0,853.078281,8.28,100.0,1517.36,852.7,7.8,99.4,852.4301559999999
250.0,852.2549210000001,8.26,100.0,1521.37,852.0,7.7,99.4,851.606796
251.0,851.610468,8.25,100.0,1528.33,851.3,7.8,99.6,850.9623429999999
252.0,851.069531,8.23,100.0,1536.59,850.6,7.8,99.7,850.4214059999999
253.0,850.40539,8.21,100.0,1545.83,849.9,7.7,99.5,849.757265
254.0,849.5142179999999,8.2,100.0,1552.05,849.2,7.7,99.5,848.8660929999999
255.0,848.633281,8.18,100.0,1558.31,848.5,7.7,99.8,847.985156
256.0,848.074843,8.14,100.0,1565.97,847.8,7.6,100.0,847.4267179999999
257.0,847.503437,8.13,100.0,1572.91,847.1,7.6,100.0,846.8553119999999
258.0,846.854921,8.11,100.0,1578.59,846.4,7.6,99.7,846.2067959999999
259.0,846.1604679999999,8.1,100.0,1585.4,845.8,7.6,99.5,845.5123429999999
260.0,845.464687,8.08,100.0,1590.65,845.1,7.6,99.5,844.816562
261.0,844.873437,8.06,100.0,1593.75,844.4,7.6,99.7,844.2253119999999
262.0,844.068515,8.06,100.0,1598.39,843.7,7.6,99.7,843.42039
263.0,843.335,8.03,100.0,1605.53,843.1,7.5,99.7,842.686875
264.0,842.898984,8.0,100.0,1613.1,842.4,7.5,99.7,842.250859
265.0,842.169687,7.99,100.0,1618.92,841.7,7.5,99.5,841.5215619999999
266.0,841.4078900000001,7.98,100.0,1625.82,841.0,7.5,99.7,840.759765
267.0,840.856718,7.96,100.0,1633.51,840.3,7.5,99.8,840.208593
268.0,840.0016400000001,7.95,100.0,1638.3,839.7,7.5,99.8,839.353515
269.0,839.272421,7.93,100.0,1644.96,839.0,7.5,99.9,838.624296
270.0,838.686562,7.91,100.0,1652.08,838.3,7.4,100.0,838.0384369999999
271.0,837.926875,7.89,100.0,1658.75,837.6,7.4,100.0,837.27875
272.0,837.167187,7.88,100.0,1665.47,836.9,7.4,100.0,836.519062
273.0,836.448281,7.86,100.0,1673.5,836.2,7.4,100.0,835.8001559999999
274.0,836.0075,7.83,100.0,1684.83,835.6,7.4,99.9,835.359375
275.0,835.323593,7.82,100.0,1689.68,834.9,7.4,99.6,834.6754679999999
276.0,834.599375,7.81,100.0,1695.59,834.2,7.4,99.5,833.95125
277.0,833.884375,7.79,100.0,1704.98,833.6,7.4,99.8,833.2362499999999
278.0,833.3509369999999,7.78,100.0,1713.4,832.9,7.4,100.0,832.7028119999999
279.0,832.675312,7.77,100.0,1719.34,832.3,7.4,100.0,832.0271869999999
280.0,832.217812,7.76,100.0,1725.79,831.6,7.4,99.9,831.5696869999999
281.0,831.546875,7.75,100.0,1732.7,831.0,7.4,99.8,830.89875
282.0,830.7575780000001,7.74,100.0,1737.81,830.4,7.4,99.7,830.109453
283.0,830.279531,7.73,100.0,1744.92,829.7,7.4,99.9,829.631406
284.0,829.591718,7.74,100.0,1750.02,829.1,7.4,100.0,828.943593
285.0,828.900703,7.74,100.0,1757.97,828.5,7.4,99.9,828.252578
286.0,828.3296869999999,7.74,100.0,1764.61,827.8,7.4,99.7,827.6815619999999
287.0,827.6846869999999,7.73,100.0,1770.38,827.2,7.4,99.6,827.0365619999999
288.0,826.975,7.71,100.0,1775.77,826.5,7.4,99.7,826.326875
289.0,826.083593,7.71,100.0,1782.77,825.8,7.4,99.9,825.4354679999999
290.0,825.3196869999999,7.7,100.0,1788.63,825.1,7.4,100.0,824.6715619999999
291.0,824.727187,7.69,100.0,1799.08,824.4,7.5,100.0,824.0790619999999
292.0,823.788671,7.71,100.0,1805.12,823.6,7.6,100.0,823.140546
293.0,823.162187,7.74,100.0,1811.86,822.9,7.7,100.0,822.514062
294.0,822.608437,7.77,100.0,1821.45,822.2,8.0,100.0,821.9603119999999
295.0,821.687656,7.81,100.0,1826.5,821.5,8.3,100.0,821.0395309999999
296.0,821.158125,7.86,100.0,1834.31,820.9,8.3,100.0,820.51
297.0,820.5521090000001,7.92,100.0,1840.4,820.2,8.4,99.9,819.903984
298.0,820.187187,7.98,100.0,1845.86,819.6,8.5,99.7,819.539062
299.0,819.423906,8.04,100.0,1849.46,818.9,8.5,99.4,818.7757809999999
300.0,818.579609,8.1,100.0,1856.31,818.3,8.5,99.5,817.931484
301.0,817.995937,8.14,100.0,1863.76,817.6,8.5,99.7,817.347812
302.0,817.156875,8.19,100.0,1869.01,816.9,8.5,99.8,816.50875
303.0,816.38539,8.23,100.0,1877.42,816.2,8.4,99.9,815.737265
304.0,815.915156,8.27,100.0,1884.86,815.5,8.4,100.0,815.267031
305.0,814.981406,8.29,100.0,1891.23,814.8,8.4,100.0,814.3332809999999
306.0,814.506093,8.33,100.0,1898.95,814.1,8.5,100.0,813.8579679999999
307.0,813.805937,8.37,100.0,1906.18,813.4,8.5,99.9,813.1578119999999
308.0,812.9044530000001,8.4,100.0,1913.52,812.7,8.6,99.7,812.256328
309.0,812.032031,8.44,100.0,1922.08,811.9,8.7,99.6,811.3839059999999
310.0,811.354062,8.48,100.0,1932.66,811.2,8.7,99.5,810.705937
311.0,810.86875,8.51,100.0,1940.75,810.5,8.7,99.4,810.2206249999999
312.0,810.207812,8.53,100.0,1950.39,809.8,8.7,99.2,809.5596869999999
313.0,809.352187,8.56,100.0,1956.54,809.1,8.7,99.2,808.7040619999999
314.0,808.846875,8.59,100.0,1963.61,808.4,8.7,99.5,808.1987499999999
315.0,808.042343,8.62,100.0,1969.57,807.7,8.7,99.6,807.3942179999999
316.0,807.320781,8.63,100.0,1977.92,807.1,8.7,99.7,806.672656
317.0,806.708906,8.66,100.0,1985.71,806.4,8.7,99.8,806.0607809999999
318.0,806.058281,8.67,100.0,1991.19,805.7,8.7,99.5,805.4101559999999
319.0,805.299531,8.69,100.0,1997.75,805.0,8.7,99.4,804.651406
320.0,804.777265,8.7,100.0,2003.28,804.3,8.8,99.6,804.12914
321.0,803.99125,8.74,100.0,2009.41,803.7,8.8,99.6,803.343125
322.0,803.283593,8.77,100.0,2015.93,803.0,8.9,99.7,802.635468
323.0,802.50125,8.79,100.0,2025.18,802.2,8.9,99.8,801.853125
324.0,801.676875,8.82,100.0,2031.3,801.5,9.0,99.8,801.02875
325.0,800.868125,8.83,100.0,2039.4,800.8,9.0,99.5,800.2199999999999
326.0,800.573593,8.85,100.0,2047.37,800.1,8.9,99.4,799.9254679999999
327.0,799.948281,8.87,100.0,2051.11,799.4,8.9,99.5,799.3001559999999
328.0,799.1425,8.88,100.0,2057.49,798.8,8.9,99.4,798.494375
329.0,798.512031,8.93,100.0,2066.65,798.1,9.0,99.6,797.8639059999999
330.0,797.486093,8.96,100.0,2074.31,797.4,9.1,99.5,796.8379679999999
331.0,796.9775,8.99,100.0,2082.33,796.7,9.2,99.5,796.3293749999999
332.0,796.247734,9.03,100.0,2089.0,796.0,9.3,99.4,795.599609
333.0,795.6249210000001,9.07,100.0,2095.5,795.4,9.4,99.1,794.976796
334.0,795.016796,9.12,100.0,2102.15,794.7,9.5,98.7,794.368671
335.0,794.4895309999999,9.15,100.0,2108.53,794.0,9.6,98.1,793.8414059999999
336.0,793.865781,9.21,100.0,2115.17,793.4,9.6,97.7,793.2176559999999
337.0,793.289843,9.25,100.0,2120.87,792.7,9.7,97.5,792.641718
338.0,792.548906,9.3,100.0,2124.79,792.1,9.7,97.7,791.9007809999999
339.0,791.716875,9.36,100.0,2131.82,791.4,9.7,98.0,791.0687499999999
340.0,790.893125,9.39,100.0,2141.12,790.8,9.8,98.1,790.245
341.0,790.498906,9.42,100.0,2149.08,790.2,9.8,97.9,789.850781
342.0,789.95375,9.45,100.0,2150.97,789.6,9.7,97.4,789.305625
343.0,789.475781,9.47,100.0,2154.74,789.0,9.7,97.2,788.8276559999999
344.0,788.990781,9.48,100.0,2160.53,788.4,9.7,97.5,788.3426559999999
345.0,788.428281,9.52,100.0,2166.39,787.9,9.6,97.8,787.7801559999999
346.0,787.919531,9.53,100.0,2172.26,787.4,9.6,98.0,787.271406
347.0,787.298125,9.54,100.0,2178.66,786.8,9.6,98.0,786.65
348.0,786.9653119999999,9.54,100.0,2183.93,786.3,9.5,97.9,786.3171869999999
349.0,786.394062,9.53,100.0,2190.7,785.7,9.5,97.8,785.7459369999999
