time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
0.0,999.808359,28.11,85.8,64.79,997.7,26.4,95.0,997.7
1.0,999.825937,28.12,85.9,65.03,996.9,26.5,95.4,997.717578
2.0,999.765234,28.12,86.2,63.82,996.0,26.7,93.6,997.656875
4.0,998.68914,28.07,85.9,66.93,995.0,26.9,89.9,996.580781
5.0,998.072421,28.06,85.1,66.7,994.5,26.9,89.2,995.964062
6.0,997.616171,28.04,84.6,67.65,994.1,26.9,89.0,995.5078120000001
7.0,996.978593,28.01,84.3,69.0,993.6,26.9,89.1,994.8702340000001
8.0,996.634843,27.98,84.2,72.98,993.0,26.9,89.3,994.5264840000001
9.0,996.024375,27.96,84.3,77.81,992.5,26.9,89.4,993.916016
10.0,995.678437,27.93,84.4,81.57,992.0,26.8,89.5,993.5700780000001
11.0,995.098906,27.91,84.7,86.65,991.4,26.8,89.6,992.9905470000001
12.0,994.453125,27.88,84.9,90.76,990.9,26.8,89.7,992.344766
13.0,993.762187,27.86,85.0,94.13,990.4,26.7,90.0,991.6538280000001
14.0,993.184531,27.82,85.2,98.73,989.8,26.7,90.2,991.076172
15.0,992.779843,27.79,85.3,101.95,989.3,26.6,90.4,990.6714840000001
16.0,992.294531,27.77,85.4,102.06,988.8,26.6,90.6,990.186172
17.0,991.796562,27.75,85.5,105.36,988.3,26.6,90.7,989.688203
18.0,991.299062,27.72,85.6,108.12,987.8,26.6,90.8,989.1907030000001
19.0,990.940156,27.7,85.8,110.06,987.3,26.6,90.8,988.831797
20.0,990.290156,27.66,86.0,113.27,986.8,26.5,90.7,988.1817970000001
21.0,989.606484,27.63,86.1,115.4,986.3,26.5,90.8,987.4981250000001
22.0,989.139062,27.61,86.2,114.86,985.8,26.4,91.0,987.030703
23.0,988.746875,27.58,86.2,115.68,985.3,26.4,91.0,986.6385160000001
24.0,988.358125,27.56,86.3,118.26,984.8,26.4,90.9,986.249766
25.0,987.961875,27.52,86.4,123.72,984.3,26.4,90.9,985.853516
26.0,987.363125,27.49,86.5,132.11,983.8,26.4,91.0,985.254766
27.0,986.912656,27.48,86.4,139.33,983.3,26.4,91.2,984.804297
28.0,986.260312,27.44,86.5,144.94,982.8,26.3,91.3,984.151953
29.0,985.725234,27.43,86.6,151.9,982.3,26.3,91.4,983.616875
30.0,985.118593,27.41,86.6,161.92,981.8,26.2,91.5,983.0102340000001
31.0,984.751562,27.36,86.7,165.14,981.3,26.2,91.6,982.6432030000001
32.0,984.334296,27.35,86.8,169.13,980.9,26.2,91.8,982.225937
33.0,983.782656,27.32,86.8,181.55,980.4,26.1,91.9,981.674297
34.0,983.447109,27.3,86.9,192.2,979.9,26.1,92.1,981.33875
35.0,982.908906,27.28,87.0,199.0,979.4,26.1,92.3,980.800547
36.0,982.387734,27.26,87.1,205.21,978.9,26.0,92.5,980.2793750000001
37.0,981.956093,27.23,87.1,209.45,978.4,26.0,92.6,979.8477340000001
38.0,981.441796,27.19,87.2,214.92,977.9,26.0,92.3,979.333437
39.0,980.914453,27.17,87.2,223.01,977.4,26.0,91.9,978.806094
40.0,980.429218,27.13,87.4,226.43,976.8,26.0,91.7,978.320859
41.0,979.866562,27.11,87.3,229.12,976.3,25.9,91.7,977.7582030000001
42.0,979.3775,27.08,87.0,231.84,975.8,25.9,91.3,977.2691410000001
43.0,978.839921,27.05,86.9,233.72,975.4,25.9,90.6,976.731562
44.0,978.378906,27.01,86.9,238.03,974.9,25.9,89.9,976.2705470000001
45.0,977.880625,27.0,86.9,240.21,974.4,25.9,89.4,975.7722660000001
46.0,977.345156,26.97,86.6,244.28,974.0,25.9,89.3,975.236797
47.0,976.941562,26.94,86.3,247.97,973.6,25.9,89.3,974.833203
48.0,976.418593,26.91,85.9,247.91,973.1,26.0,89.2,974.310234
49.0,976.111093,26.89,85.8,248.17,972.7,26.0,89.0,974.002734
50.0,975.755,26.87,85.8,251.95,972.2,25.9,89.1,973.646641
51.0,975.272968,26.86,85.6,258.11,971.7,25.9,89.3,973.164609
52.0,974.797343,26.83,85.4,261.58,971.2,25.9,89.5,972.688984
53.0,974.292343,26.82,85.4,267.01,970.7,25.8,89.6,972.183984
54.0,973.754218,26.79,85.4,270.06,970.2,25.8,89.5,971.6458590000001
55.0,973.199218,26.77,85.4,277.04,969.7,25.8,89.0,971.090859
56.0,972.570937,26.75,85.5,282.64,969.1,25.8,88.8,970.462578
57.0,972.264296,26.73,85.5,287.48,968.6,25.8,89.0,970.155937
58.0,971.801093,26.73,85.4,290.77,968.0,25.8,89.2,969.6927340000001
59.0,971.119687,26.7,85.3,295.58,967.5,25.7,89.3,969.011328
60.0,970.390859,26.69,85.4,303.12,967.0,25.7,89.4,968.2825
61.0,969.783281,26.65,85.3,309.28,966.4,25.6,89.6,967.674922
62.0,969.282656,26.63,85.3,313.59,965.9,25.6,89.9,967.174297
63.0,968.921718,26.62,85.4,317.55,965.4,25.6,90.1,966.8133590000001
64.0,968.492031,26.6,85.5,321.26,964.9,25.6,90.2,966.383672
65.0,967.992656,26.58,85.6,326.28,964.4,25.5,90.4,965.8842970000001
66.0,967.497343,26.58,85.6,330.33,963.9,25.5,90.7,965.388984
67.0,966.982812,26.54,85.7,334.16,963.4,25.4,90.9,964.874453
68.0,966.392187,26.52,85.8,339.44,962.9,25.4,91.0,964.2838280000001
69.0,965.851562,26.5,85.9,344.17,962.4,25.4,90.8,963.743203
70.0,965.390937,26.48,86.0,348.86,961.9,25.4,90.5,963.2825780000001
71.0,964.872968,26.45,86.1,353.64,961.4,25.5,90.2,962.7646090000001
72.0,964.49375,26.44,86.2,357.37,960.9,25.5,90.1,962.385391
74.0,963.287421,26.39,86.3,368.13,960.0,25.4,90.1,961.179062
75.0,962.819531,26.38,86.3,371.0,959.5,25.4,90.5,960.711172
76.0,962.398828,26.35,86.3,374.56,959.0,25.3,90.8,960.290469
77.0,961.905156,26.34,86.3,378.11,958.6,25.3,91.0,959.7967970000001
78.0,961.425625,26.33,86.4,381.79,958.1,25.3,91.2,959.317266
79.0,961.118906,26.3,86.4,384.95,957.6,25.2,91.4,959.0105470000001
80.0,960.629843,26.29,86.5,389.25,957.1,25.2,91.4,958.5214840000001
81.0,960.1175,26.26,86.5,391.99,956.6,25.2,91.4,958.009141
82.0,959.590234,26.25,86.6,396.5,956.1,25.1,91.4,957.4818750000001
83.0,959.091406,26.23,86.6,402.78,955.5,25.1,91.5,956.983047
