time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
0.0,1016.232421,20.26,96.4,0.0,1015.8,18.9,99.0,1015.8
1.0,1015.4675,20.22,96.1,1.46,1014.8,18.7,99.4,1015.0350789999999
2.0,1014.931093,20.18,95.9,10.08,1014.1,18.7,99.4,1014.4986719999999
3.0,1014.363125,20.12,95.9,22.61,1013.3,18.6,99.0,1013.9307039999999
4.0,1014.034375,20.08,96.0,29.15,1012.7,18.6,98.5,1013.6019539999999
5.0,1013.669531,20.02,96.0,36.74,1012.4,18.5,98.1,1013.2371099999999
6.0,1013.208906,19.96,96.2,37.38,1011.9,18.5,97.7,1012.7764849999999
7.0,1012.459687,19.92,96.3,49.08,1011.4,18.5,97.5,1012.0272659999999
8.0,1011.91625,19.86,96.5,55.49,1010.9,18.4,97.4,1011.4838289999999
9.0,1011.770625,19.79,96.6,62.32,1010.4,18.3,97.2,1011.3382039999999
10.0,1010.920859,19.76,96.8,63.54,1009.8,18.3,97.1,1010.4884379999999
11.0,1010.253671,19.7,96.7,62.79,1009.3,18.3,97.0,1009.82125
12.0,1009.847968,19.65,96.8,63.73,1008.8,18.2,97.1,1009.415547
13.0,1009.313593,19.6,97.0,77.71,1008.2,18.2,97.3,1008.8811719999999
14.0,1008.711796,19.53,97.2,83.74,1007.7,18.2,97.5,1008.279375
15.0,1008.20789,19.49,97.4,90.77,1007.2,18.1,97.5,1007.7754689999999
16.0,1007.618125,19.45,97.6,90.26,1006.6,18.1,97.4,1007.1857039999999
17.0,1007.186093,19.38,97.6,93.17,1006.1,18.1,97.1,1006.7536719999999
18.0,1006.48789,19.36,97.7,101.76,1005.6,18.1,96.7,1006.0554689999999
19.0,1006.042421,19.31,97.8,122.13,1005.0,18.1,96.7,1005.6099999999999
20.0,1005.432812,19.27,97.9,126.15,1004.5,18.0,97.0,1005.0003909999999
21.0,1004.925781,19.22,98.0,139.9,1003.9,18.0,97.2,1004.4933599999999
22.0,1004.512187,19.18,98.2,142.07,1003.4,18.0,97.4,1004.079766
23.0,1003.847031,19.15,98.4,146.08,1002.9,17.9,97.5,1003.4146099999999
24.0,1003.433203,19.1,98.5,153.06,1002.3,17.9,97.6,1003.000782
25.0,1002.852109,19.07,98.6,162.11,1001.8,17.8,97.9,1002.419688
26.0,1002.180781,19.03,98.8,166.06,1001.2,17.8,98.1,1001.7483599999999
27.0,1001.753906,18.99,99.0,170.68,1000.6,17.8,98.4,1001.3214849999999
28.0,1001.088906,18.96,99.1,177.23,1000.1,17.8,98.6,1000.6564849999999
29.0,1000.473281,18.91,99.3,184.36,999.5,17.8,98.9,1000.04086
30.0,999.8275,18.88,99.5,189.42,998.9,17.7,99.2,999.3950789999999
31.0,999.090312,18.84,99.7,195.86,998.3,17.7,99.2,998.657891
32.0,998.71125,18.81,99.8,204.17,997.7,17.7,99.0,998.2788289999999
33.0,998.144531,18.78,100.0,208.76,997.1,17.7,98.6,997.7121099999999
34.0,997.510234,18.75,100.0,211.42,996.5,17.7,98.3,997.0778129999999
35.0,997.040625,18.72,100.0,214.9,995.9,17.7,98.4,996.6082039999999
36.0,996.310312,18.7,100.0,220.16,995.4,17.8,98.1,995.8778909999999
37.0,995.698593,18.65,100.0,224.46,994.8,17.9,97.6,995.2661719999999
38.0,995.196796,18.64,100.0,231.16,994.2,17.9,97.3,994.7643749999999
39.0,994.530156,18.61,100.0,235.32,993.6,17.9,97.0,994.097735
40.0,994.029062,18.59,100.0,240.24,993.0,17.9,97.1,993.5966409999999
41.0,993.475,18.57,100.0,246.35,992.5,17.9,97.2,993.0425789999999
42.0,992.857031,18.55,100.0,251.38,991.9,18.0,97.1,992.4246099999999
43.0,992.323984,18.53,100.0,255.24,991.3,18.0,96.9,991.8915629999999
44.0,991.875937,18.51,100.0,257.08,990.7,17.9,96.7,991.4435159999999
45.0,991.175156,18.48,100.0,260.01,990.2,17.9,96.5,990.7427349999999
46.0,990.527187,18.46,100.0,264.4,989.6,17.9,96.4,990.0947659999999
47.0,990.105625,18.44,100.0,270.92,989.0,17.9,96.5,989.6732039999999
48.0,989.487812,18.43,100.0,272.82,988.4,17.9,96.3,989.0553909999999
49.0,988.901562,18.41,100.0,277.31,987.9,17.9,95.9,988.4691409999999
50.0,988.456406,18.4,100.0,281.83,987.3,17.9,95.7,988.0239849999999
