time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
203.0,885.972265,23.18,82.3,1163.72,883.0,20.7,86.3,883.689297
203.0,886.9526559999999,23.24,82.0,1151.42,883.0,20.7,86.3,884.669688
204.0,885.4467179999999,23.16,82.4,1167.91,882.4,20.6,86.4,883.1637499999999
205.0,884.756015,23.1,82.3,1173.55,881.8,20.6,86.6,882.4730470000001
208.0,884.101406,23.07,82.4,1179.34,880.1,20.5,86.7,881.818438
208.0,883.01125,23.03,82.5,1188.05,880.1,20.5,86.7,880.728282
209.0,882.41125,23.0,82.6,1194.1,879.5,20.5,86.9,880.128282
209.0,883.538593,23.05,82.4,1184.93,879.5,20.5,86.9,881.255625
210.0,881.8516400000001,22.98,82.6,1200.08,878.9,20.5,87.0,879.5686720000001
211.0,881.292343,22.97,82.6,1206.08,878.3,20.4,87.2,879.009375
212.0,880.7925,22.92,82.6,1216.11,877.7,20.3,87.4,878.509532
215.0,878.809218,22.8,82.9,1234.17,875.8,20.2,88.1,876.52625
215.0,879.938125,22.9,82.7,1223.06,875.8,20.2,88.1,877.655157
216.0,878.2602340000001,22.77,83.1,1240.38,875.2,20.1,88.6,875.9772660000001
216.0,879.2651559999999,22.84,82.8,1230.21,875.2,20.1,88.6,876.982188
218.0,876.924687,22.65,83.4,1250.88,874.0,20.0,89.7,874.641719
219.0,876.326875,22.65,83.6,1255.72,873.3,19.9,90.2,874.043907
219.0,877.5482030000001,22.71,83.2,1246.49,873.3,19.9,90.2,875.2652350000001
222.0,875.5966400000001,22.6,83.8,1264.05,871.5,19.8,90.4,873.3136720000001
223.0,873.90125,22.49,84.5,1280.19,870.9,19.7,90.5,871.618282
223.0,875.008984,22.57,84.1,1269.61,870.9,19.7,90.5,872.7260160000001
224.0,873.27125,22.43,84.7,1286.13,870.2,19.7,90.9,870.988282
224.0,874.438125,22.54,84.4,1275.38,870.2,19.7,90.9,872.155157
225.0,872.451406,22.36,84.8,1293.34,869.6,19.6,91.2,870.168438
226.0,871.825,22.33,84.9,1300.2,869.0,19.6,91.2,869.5420320000001
228.0,870.73789,22.26,85.2,1311.44,867.7,19.5,91.8,868.454922
229.0,870.192968,22.23,85.4,1317.95,867.1,19.4,92.4,867.91
229.0,871.356093,22.3,85.0,1305.44,867.1,19.4,92.4,869.073125
230.0,869.3485929999999,22.13,85.6,1324.88,866.5,19.4,92.9,867.065625
231.0,868.766875,22.09,86.2,1331.42,866.0,19.3,93.1,866.483907
232.0,868.247421,22.01,86.5,1337.88,865.4,19.3,93.2,865.964453
233.0,867.688906,21.98,86.8,1344.1,864.8,19.3,93.4,865.405938
234.0,867.1644530000001,21.96,87.0,1348.8,864.2,19.2,93.6,864.8814850000001
235.0,866.719375,21.94,87.0,1354.02,863.7,19.2,93.7,864.436407
236.0,866.064375,21.88,87.1,1360.58,863.1,19.2,93.6,863.7814070000001
237.0,865.4822650000001,21.86,87.2,1366.45,862.5,19.2,93.2,863.1992970000001
238.0,864.792187,21.83,87.2,1373.19,861.9,19.1,92.9,862.509219
240.0,863.756796,21.75,87.2,1383.99,860.8,19.1,93.0,861.473828
241.0,863.1853900000001,21.71,87.2,1389.17,860.2,19.1,93.4,860.9024220000001
241.0,864.2153119999999,21.79,87.2,1378.9,860.2,19.1,93.4,861.932344
242.0,862.370468,21.67,87.4,1395.63,859.6,19.0,93.5,860.0875
243.0,861.876875,21.61,87.6,1401.36,859.0,19.0,93.2,859.5939070000001
244.0,861.255,21.58,87.6,1408.54,858.4,19.0,93.0,858.972032
246.0,859.991875,21.5,87.6,1420.28,857.1,18.9,93.1,857.7089070000001
247.0,859.4426559999999,21.45,87.6,1426.0,856.5,18.9,93.4,857.159688
247.0,860.570234,21.54,87.5,1414.5,856.5,18.9,93.4,858.287266
248.0,858.790312,21.41,87.7,1432.79,856.0,18.9,93.6,856.507344
249.0,858.188281,21.4,87.8,1437.55,855.4,18.8,93.6,855.905313
252.0,856.5035929999999,21.29,87.9,1454.37,853.6,18.7,92.9,854.2206249999999
252.0,857.696171,21.37,88.1,1441.78,853.6,18.7,92.9,855.4132030000001
253.0,855.82164,21.24,87.9,1460.68,853.0,18.7,93.2,853.538672
253.0,857.0697650000001,21.35,88.0,1448.23,853.0,18.7,93.2,854.7867970000001
254.0,855.3114840000001,21.22,87.9,1466.05,852.5,18.7,93.4,853.0285160000001
255.0,854.75375,21.2,87.9,1471.85,851.9,18.6,93.7,852.470782
256.0,854.23125,21.16,88.0,1475.7,851.3,18.6,94.0,851.9482820000001
258.0,853.0850780000001,21.1,88.3,1487.62,850.1,18.5,94.5,850.8021100000001
259.0,852.549375,21.09,88.5,1493.27,849.5,18.5,94.3,850.2664070000001
259.0,853.564843,21.13,88.2,1482.22,849.5,18.5,94.3,851.281875
260.0,851.823515,21.06,88.7,1499.55,848.9,18.5,93.5,849.5405470000001
261.0,851.003359,20.99,88.6,1506.7,848.3,18.4,92.6,848.7203910000001
262.0,850.4044530000001,20.94,88.1,1513.64,847.7,18.4,92.3,848.1214850000001
263.0,849.908281,20.93,87.9,1519.06,847.1,18.4,92.5,847.625313
264.0,849.445859,20.92,87.8,1523.91,846.5,18.4,93.0,847.1628910000001
265.0,848.8176559999999,20.88,87.8,1529.53,845.9,18.3,93.7,846.534688
266.0,848.149531,20.84,87.8,1537.19,845.3,18.3,94.2,845.866563
267.0,847.619921,20.81,87.9,1542.83,844.7,18.2,94.9,845.336953
270.0,845.8333590000001,20.73,88.9,1563.38,843.0,18.1,94.9,843.5503910000001
270.0,846.9529679999999,20.8,88.1,1549.28,843.0,18.1,94.9,844.67
271.0,845.339687,20.7,89.0,1568.16,842.4,18.1,95.0,843.056719
271.0,846.285937,20.76,88.6,1556.74,842.4,18.1,95.0,844.002969
272.0,844.791718,20.67,89.1,1573.49,841.8,18.0,95.5,842.50875
273.0,844.130937,20.62,89.2,1579.23,841.2,18.0,96.1,841.847969
275.0,842.911718,20.56,89.5,1590.83,840.0,17.9,96.1,840.62875
276.0,842.1714840000001,20.51,89.5,1597.48,839.4,17.8,95.9,839.8885160000001
276.0,843.417031,20.56,89.4,1585.69,839.4,17.8,95.9,841.134063
277.0,841.545234,20.48,89.6,1605.89,838.8,17.8,95.5,839.2622660000001
278.0,841.095234,20.44,89.5,1610.07,838.2,17.7,95.5,838.812266
280.0,839.982187,20.34,89.6,1620.48,837.0,17.6,96.9,837.699219
281.0,839.31789,20.31,89.7,1626.78,836.4,17.6,97.6,837.034922
281.0,840.564218,20.4,89.5,1614.95,836.4,17.6,97.6,838.28125
282.0,838.737031,20.27,89.9,1632.82,835.8,17.5,98.1,836.454063
283.0,838.167031,20.26,90.1,1638.57,835.2,17.5,98.5,835.884063
284.0,837.3307030000001,20.21,90.5,1645.77,834.6,17.5,98.7,835.0477350000001
285.0,836.678906,20.14,91.0,1654.33,834.0,17.4,98.6,834.395938
287.0,835.732656,20.09,91.5,1665.25,832.8,17.4,99.2,833.449688
288.0,835.106875,20.03,91.8,1670.97,832.2,17.3,99.6,832.823907
288.0,836.246718,20.12,91.3,1659.32,832.2,17.3,99.6,833.96375
290.0,833.662031,19.93,92.2,1684.24,831.0,17.3,99.4,831.379063
291.0,833.094062,19.91,92.3,1690.56,830.5,17.3,98.9,830.811094
291.0,834.4190619999999,19.99,92.0,1677.92,830.5,17.3,98.9,832.136094
292.0,832.654375,19.91,92.4,1696.56,829.9,17.3,98.7,830.371407
293.0,832.0667179999999,19.88,92.4,1702.75,829.3,17.3,98.5,829.7837499999999
296.0,831.533906,19.83,92.4,1708.13,827.7,17.3,96.9,829.250938
297.0,829.874062,19.76,92.1,1724.08,827.1,17.4,96.2,827.591094
297.0,831.115,19.82,92.4,1712.46,827.1,17.4,96.2,828.832032
298.0,829.3413280000001,19.73,92.0,1729.47,826.6,17.4,95.5,827.0583600000001
298.0,830.440937,19.8,92.2,1717.86,826.6,17.4,95.5,828.157969
299.0,828.872343,19.73,91.8,1734.68,826.0,17.4,94.8,826.589375
300.0,828.334218,19.7,91.5,1740.3,825.5,17.5,94.3,826.05125
301.0,827.8848429999999,19.7,91.1,1745.96,825.0,17.5,93.9,825.601875
302.0,827.272968,19.69,90.8,1752.65,824.4,17.5,93.6,824.99
303.0,826.568437,19.68,90.6,1761.51,823.8,17.5,93.3,824.285469
304.0,825.9533590000001,19.67,90.4,1768.41,823.3,17.5,92.9,823.6703910000001
305.0,825.4288280000001,19.66,90.2,1773.63,822.7,17.5,92.7,823.1458600000001
306.0,824.9842179999999,19.66,89.9,1777.51,822.2,17.5,92.7,822.70125
307.0,824.399062,19.65,89.8,1783.41,821.6,17.5,92.6,822.116094
310.0,822.64875,19.64,89.3,1802.71,819.8,17.5,90.2,820.365782
310.0,823.777031,19.64,89.7,1790.43,819.8,17.5,90.2,821.494063
311.0,821.884375,19.63,88.9,1810.11,819.2,17.5,89.5,819.601407
311.0,823.221562,19.64,89.6,1796.04,819.2,17.5,89.5,820.938594
312.0,821.3425,19.6,88.6,1816.94,818.6,17.5,88.8,819.059532
313.0,820.848281,19.6,88.2,1824.0,818.0,17.6,88.4,818.5653130000001
314.0,820.2445309999999,19.61,87.7,1831.09,817.4,17.5,88.4,817.961563
315.0,819.54375,19.6,87.3,1838.12,816.8,17.5,88.6,817.2607820000001
316.0,818.981718,19.58,87.0,1845.43,816.2,17.5,88.6,816.69875
317.0,818.460937,19.58,86.8,1851.13,815.6,17.4,88.1,816.177969
318.0,817.586718,19.57,86.5,1858.75,815.0,17.4,87.6,815.30375
319.0,817.021406,19.54,86.2,1864.15,814.4,17.4,87.2,814.738438
320.0,816.5983590000001,19.55,86.0,1869.35,813.8,17.4,87.3,814.3153910000001
321.0,816.0321090000001,19.54,85.8,1873.5,813.3,17.4,87.7,813.7491410000001
322.0,815.38375,19.5,85.8,1880.51,812.8,17.3,88.0,813.100782
323.0,814.96125,19.5,85.7,1884.94,812.2,17.3,88.2,812.678282
324.0,814.5384369999999,19.51,85.7,1889.52,811.7,17.2,88.6,812.255469
326.0,813.348281,19.48,85.6,1898.34,810.6,17.1,89.3,811.0653130000001
327.0,812.85375,19.47,85.6,1903.39,810.1,17.1,89.5,810.570782
327.0,813.884687,19.51,85.6,1894.08,810.1,17.1,89.5,811.601719
328.0,812.3477340000001,19.47,85.5,1909.96,809.5,17.1,89.7,810.0647660000001
329.0,811.76875,19.44,85.5,1916.53,808.9,17.0,89.9,809.485782
330.0,811.183906,19.43,85.5,1924.2,808.4,17.0,90.0,808.900938
332.0,810.06789,19.42,85.5,1934.57,807.2,16.8,90.3,807.784922
333.0,809.373906,19.39,85.4,1941.89,806.6,16.8,90.4,807.090938
333.0,810.589218,19.43,85.5,1930.04,806.6,16.8,90.4,808.30625
334.0,808.7542960000001,19.35,85.5,1948.45,806.1,16.7,90.4,806.4713280000001
335.0,808.2728119999999,19.33,85.5,1953.73,805.5,16.7,90.6,805.989844
336.0,807.65,19.31,85.6,1959.53,804.9,16.6,90.9,805.367032
337.0,807.079375,19.27,85.7,1966.23,804.4,16.6,91.3,804.796407
338.0,806.4313280000001,19.22,85.7,1971.02,803.8,16.5,91.5,804.1483600000001
339.0,805.955937,19.22,85.8,1978.02,803.3,16.5,91.7,803.672969
342.0,805.445312,19.21,85.9,1983.25,801.6,16.3,92.3,803.162344
343.0,803.86,19.13,86.0,2000.72,801.0,16.3,92.7,801.577032
343.0,804.904062,19.18,85.9,1990.0,801.0,16.3,92.7,802.621094
344.0,803.16039,19.08,86.2,2006.77,800.4,16.2,93.2,800.877422
344.0,804.361718,19.16,86.0,1995.82,800.4,16.2,93.2,802.07875
346.0,801.904687,18.99,86.5,2022.11,799.3,16.1,93.3,799.621719
347.0,801.5394530000001,18.99,86.6,2026.97,798.7,16.1,93.5,799.2564850000001
347.0,802.4075,19.02,86.3,2015.64,798.7,16.1,93.5,800.124532
348.0,800.978281,18.93,86.7,2031.91,798.2,16.0,94.0,798.695313
