time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
0.0,1001.459609,27.83,93.9,52.39,999.7,26.4,96.0,999.7
1.0,1000.827656,27.82,93.5,54.42,999.1,26.9,95.3,999.0680470000001
2.0,1000.298281,27.82,93.1,57.01,998.5,27.0,94.8,998.538672
3.0,999.83039,27.8,92.6,59.61,998.0,27.0,93.9,998.070781
4.0,999.136328,27.8,92.3,61.57,997.7,27.1,92.7,997.3767190000001
5.0,998.538671,27.78,92.5,63.91,996.9,27.0,92.0,996.7790620000001
6.0,998.165312,27.78,92.5,69.96,996.4,27.0,91.7,996.405703
7.0,997.6625,27.76,91.9,64.06,995.9,26.9,91.2,995.9028910000001
8.0,996.94289,27.74,91.6,67.64,995.3,26.9,90.4,995.1832810000001
9.0,996.516562,27.73,91.4,75.46,994.8,26.9,90.0,994.7569530000001
10.0,996.042421,27.7,91.4,69.73,994.3,26.9,90.1,994.282812
11.0,995.575312,27.7,91.4,69.96,993.8,26.8,90.2,993.8157030000001
12.0,994.948125,27.67,91.2,76.59,993.2,26.8,90.4,993.188516
13.0,994.393125,27.64,91.1,84.79,992.7,26.7,90.4,992.6335160000001
14.0,993.931796,27.63,91.1,90.25,992.1,26.7,90.2,992.172187
15.0,993.40414,27.62,90.7,93.01,991.6,26.7,89.7,991.644531
16.0,992.614531,27.6,90.5,100.73,991.0,26.7,89.2,990.8549220000001
17.0,992.005468,27.58,90.4,105.96,990.5,26.7,89.1,990.245859
18.0,991.541562,27.56,90.4,111.75,989.9,26.6,89.2,989.781953
19.0,991.165625,27.55,90.3,113.62,989.4,26.6,89.3,989.406016
20.0,990.653046,27.5,90.4,122.63,988.9,26.6,89.5,988.8934370000001
21.0,990.154765,27.49,90.6,130.13,988.4,26.6,89.7,988.395156
22.0,989.812968,27.46,90.5,131.93,988.0,26.5,89.8,988.053359
23.0,989.315,27.44,90.5,136.97,987.5,26.5,89.5,987.5553910000001
24.0,988.905937,27.43,90.6,140.75,987.1,26.5,89.2,987.146328
25.0,988.44625,27.39,90.2,145.22,986.6,26.4,88.7,986.686641
26.0,987.791562,27.36,89.8,153.14,986.1,26.4,88.0,986.031953
27.0,987.350156,27.35,90.1,160.19,985.7,26.4,88.0,985.590547
28.0,987.109687,27.33,90.0,167.16,985.2,26.4,88.4,985.350078
29.0,986.705468,27.31,90.3,179.56,984.8,26.3,88.6,984.945859
31.0,985.975156,27.27,90.7,198.63,984.0,26.3,89.4,984.215547
32.0,985.621562,27.26,89.9,198.77,983.5,26.3,88.8,983.8619530000001
33.0,985.153437,27.21,89.3,195.25,983.1,26.3,87.8,983.3938280000001
34.0,984.556093,27.2,88.9,200.48,982.7,26.3,87.4,982.7964840000001
35.0,984.079765,27.17,89.0,205.28,982.3,26.3,87.7,982.320156
36.0,983.746484,27.14,89.1,208.65,981.8,26.2,88.1,981.986875
