time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
0.0,1004.982187,27.34,86.8,60.3,1002.7,26.9,81.0,1002.7
1.0,1004.97039,27.33,87.2,60.25,1001.8,26.8,85.9,1002.688203
2.0,1005.006718,27.35,87.5,59.49,1001.1,26.7,85.6,1002.7245310000001
3.0,1004.788515,27.35,87.5,59.2,1000.4,26.7,84.9,1002.506328
4.0,1004.069687,27.36,86.3,58.46,999.6,26.6,84.3,1001.7875000000001
5.0,1003.257968,27.35,85.7,57.99,998.8,26.6,84.1,1000.9757810000001
6.0,1002.654687,27.34,84.7,57.5,998.4,26.6,83.8,1000.3725000000001
7.0,1001.8975,27.31,84.1,61.36,997.8,26.5,83.5,999.6153130000001
8.0,1001.184375,27.31,83.8,63.89,997.2,26.5,83.6,998.9021880000001
9.0,1000.497968,27.26,83.4,67.55,996.6,26.5,83.6,998.2157810000001
10.0,1000.393593,27.24,83.3,71.7,996.0,26.5,83.3,998.1114060000001
11.0,999.728125,27.22,83.3,74.94,995.5,26.4,83.6,997.4459380000001
12.0,999.096406,27.2,83.6,79.88,994.9,26.4,83.8,996.8142190000001
13.0,998.332656,27.16,82.8,83.66,994.3,26.3,83.5,996.0504690000001
14.0,997.859531,27.14,82.7,88.02,993.8,26.2,83.6,995.577344
15.0,997.102968,27.12,83.3,95.75,993.2,26.2,83.9,994.8207810000001
16.0,996.514375,27.08,83.0,104.77,992.7,26.2,83.7,994.2321880000001
17.0,996.053203,27.05,83.2,111.37,992.2,26.1,83.5,993.7710160000001
18.0,995.381718,27.03,83.5,117.93,991.6,26.0,83.6,993.0995310000001
19.0,994.961015,26.99,83.4,123.04,991.2,26.0,83.6,992.6788280000001
20.0,994.56875,26.96,83.1,130.05,990.7,26.0,83.5,992.2865630000001
21.0,993.83875,26.92,82.9,131.98,990.2,26.0,83.6,991.5565630000001
22.0,993.669375,26.89,83.0,136.47,989.6,25.9,84.0,991.387188
23.0,993.068593,26.84,83.1,139.95,989.1,25.9,84.9,990.786406
24.0,992.874687,26.83,83.1,144.95,988.6,25.8,85.6,990.5925000000001
25.0,992.508437,26.79,83.0,148.96,988.0,25.7,85.8,990.22625
26.0,991.739531,26.76,83.3,153.47,987.5,25.7,85.5,989.4573440000001
27.0,990.956953,26.73,83.7,159.59,986.9,25.6,85.5,988.6747660000001
28.0,990.324843,26.68,84.1,165.33,986.3,25.6,85.9,988.0426560000001
29.0,989.765625,26.65,84.3,169.28,985.8,25.6,86.4,987.4834380000001
30.0,989.402187,26.61,84.4,173.86,985.2,25.5,86.6,987.1200000000001
31.0,988.805859,26.59,84.2,178.26,984.5,25.5,86.8,986.5236720000001
32.0,988.226484,26.56,84.2,180.34,983.9,25.4,86.9,985.9442970000001
33.0,987.708828,26.52,84.3,184.13,983.3,25.3,87.0,985.4266410000001
34.0,986.828281,26.47,84.4,189.44,982.7,25.3,87.3,984.546094
35.0,985.970625,26.43,84.4,195.42,982.1,25.2,87.6,983.6884380000001
36.0,985.688828,26.38,84.5,201.86,981.6,25.2,87.9,983.406641
37.0,984.911718,26.34,84.8,212.08,981.0,25.1,87.9,982.629531
38.0,984.419453,26.29,85.0,220.41,980.5,25.1,87.8,982.1372660000001
39.0,983.636875,26.26,85.2,225.46,980.0,25.1,87.8,981.3546880000001
40.0,983.356406,26.22,85.4,229.26,979.5,25.0,88.0,981.0742190000001
41.0,982.805625,26.18,85.6,231.83,979.0,25.0,88.2,980.523438
42.0,982.458125,26.13,85.6,236.73,978.5,25.0,88.7,980.1759380000001
43.0,981.961093,26.12,85.5,240.96,978.0,24.9,89.3,979.6789060000001
44.0,981.440859,26.08,85.6,247.69,977.5,24.9,89.9,979.1586720000001
45.0,980.922812,26.02,85.6,252.81,976.9,24.8,90.1,978.6406250000001
46.0,980.386328,25.99,85.9,256.35,976.4,24.8,90.0,978.1041410000001
47.0,979.879218,25.94,86.3,260.77,975.8,24.7,90.0,977.5970310000001
48.0,979.190937,25.91,86.6,265.81,975.3,24.7,90.1,976.90875
49.0,978.827968,25.88,86.8,269.69,974.8,24.6,90.0,976.5457810000001
50.0,978.256875,25.84,87.0,275.4,974.2,24.6,89.9,975.9746880000001
51.0,977.644921,25.8,87.1,281.54,973.7,24.6,90.0,975.362734
52.0,977.150937,25.74,87.1,287.32,973.1,24.5,90.2,974.8687500000001
53.0,976.576484,25.72,87.0,292.41,972.6,24.5,90.4,974.2942970000001
54.0,975.942187,25.68,87.0,298.45,972.1,24.4,90.7,973.6600000000001
55.0,975.4725,25.64,87.1,302.7,971.5,24.4,91.0,973.1903130000001
56.0,974.994531,25.6,87.2,307.22,971.0,24.3,91.2,972.7123440000001
57.0,974.541093,25.56,87.4,310.61,970.4,24.3,91.3,972.2589060000001
58.0,973.859843,25.52,87.5,315.66,969.9,24.3,91.1,971.577656
59.0,972.98328125,25.44,87.9,324.32,969.3,24.3,90.8,970.7010942500001
59.0,973.373437,25.48,87.6,320.38,969.3,24.3,90.8,971.0912500000001
61.0,972.259218,25.41,88.0,328.06,968.2,24.3,89.9,969.9770310000001
62.0,971.697421,25.37,88.1,332.5,967.6,24.3,89.6,969.415234
