time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
28.0,991.620937,30.35,70.9,167.18,987.1,29.1,68.9,988.772969
29.0,991.07375,30.31,71.0,170.48,986.6,29.1,69.1,988.225782
30.0,990.47375,30.28,71.1,179.76,986.1,29.1,69.2,987.625782
31.0,990.066875,30.26,71.2,182.85,985.6,29.0,69.4,987.218907
32.0,989.525,30.22,71.4,187.93,985.1,29.0,69.6,986.6770319999999
33.0,989.097187,30.19,71.5,193.78,984.5,28.9,69.9,986.2492189999999
34.0,988.635156,30.15,71.6,193.82,984.0,28.8,70.1,985.787188
35.0,988.203906,30.11,71.6,198.83,983.4,28.8,70.3,985.3559379999999
36.0,987.457031,30.08,71.7,204.12,982.8,28.8,70.4,984.609063
37.0,986.927578,30.03,71.8,208.02,982.2,28.7,70.7,984.07961
38.0,986.388984,30.01,71.9,216.49,981.6,28.6,70.8,983.541016
39.0,985.77039,29.95,72.0,221.57,981.0,28.6,70.9,982.922422
40.0,985.029375,29.93,72.2,227.33,980.4,28.5,71.1,982.1814069999999
41.0,984.481406,29.87,72.2,235.05,979.8,28.5,71.4,981.633438
42.0,983.914375,29.84,72.4,240.36,979.2,28.4,71.7,981.0664069999999
43.0,983.29375,29.8,72.5,245.31,978.5,28.3,72.0,980.445782
44.0,982.676718,29.74,72.6,250.88,977.9,28.3,72.2,979.82875
45.0,982.183828,29.71,72.6,252.99,977.3,28.2,72.3,979.3358599999999
46.0,981.47375,29.67,72.7,256.17,976.6,28.2,72.4,978.625782
47.0,980.975468,29.63,72.8,260.1,975.9,28.1,72.3,978.1274999999999
48.0,980.140625,29.59,73.0,271.95,975.2,28.1,72.6,977.292657
49.0,979.443906,29.54,73.1,277.68,974.6,28.0,73.1,976.5959379999999
50.0,978.92289,29.5,73.3,282.61,973.9,27.9,73.5,976.074922
51.0,978.164375,29.45,73.4,289.83,973.2,27.9,73.6,975.3164069999999
52.0,977.28875,29.39,73.6,297.63,972.6,27.8,73.8,974.440782
53.0,976.672343,29.35,73.8,302.55,972.0,27.8,73.9,973.8243749999999
54.0,976.174765,29.3,73.9,307.85,971.4,27.7,74.1,973.3267969999999
55.0,975.492968,29.26,74.0,313.07,970.8,27.6,74.2,972.645
56.0,974.890937,29.2,74.1,319.26,970.2,27.6,74.4,972.042969
57.0,974.172656,29.16,74.3,325.01,969.5,27.5,74.7,971.3246879999999
58.0,973.674062,29.12,74.4,328.86,968.9,27.5,75.1,970.826094
59.0,973.094531,29.07,74.6,332.99,968.3,27.4,75.5,970.2465629999999
60.0,972.546015,29.03,74.7,338.57,967.7,27.4,75.9,969.698047
61.0,971.987968,28.98,74.9,342.74,967.0,27.3,76.2,969.14
62.0,971.396015,28.93,75.1,347.92,966.4,27.2,76.3,968.548047
63.0,970.571093,28.86,75.3,354.01,965.7,27.2,76.1,967.723125
64.0,969.706406,28.8,75.5,361.74,965.0,27.1,76.0,966.858438
65.0,969.09875,28.76,75.6,367.04,964.4,27.1,76.1,966.250782
66.0,968.475234,28.7,75.8,371.58,963.8,27.0,76.3,965.627266
67.0,967.8075,28.65,76.0,376.84,963.2,27.0,76.6,964.959532
68.0,967.245156,28.6,76.1,382.53,962.5,26.9,76.8,964.3971879999999
69.0,966.703906,28.53,76.2,387.08,961.9,26.8,77.0,963.8559379999999
70.0,966.109531,28.5,76.3,391.99,961.2,26.8,77.2,963.2615629999999
71.0,965.44125,28.45,76.4,397.12,960.6,26.7,77.3,962.5932819999999
72.0,964.738437,28.4,76.6,404.08,959.9,26.7,77.6,961.8904689999999
73.0,964.080937,28.34,76.8,409.49,959.3,26.6,77.9,961.2329689999999
74.0,963.54875,28.3,77.0,415.7,958.6,26.6,78.3,960.700782
74.0,962.89453125,28.24,77.2,421.93,958.6,26.6,78.3,960.04656325
76.0,962.1325,28.19,77.4,428.07,957.3,26.4,78.6,959.284532
77.0,961.399609,28.12,77.6,434.94,956.6,26.4,78.9,958.551641
78.0,960.770625,28.06,77.8,440.48,955.9,26.3,79.3,957.922657
78.0,959.586953,27.97,78.1,451.37,955.9,26.3,79.3,956.738985
79.0,960.085312,28.04,78.0,446.17,955.2,26.3,79.7,957.237344
81.0,958.898437,27.93,78.3,456.55,953.8,26.1,80.4,956.0504689999999
81.0,958.0740625,27.86,78.5,463.75,953.8,26.1,80.4,955.2260944999999
83.0,957.438437,27.8,78.7,469.49,952.4,26.0,80.8,954.590469
84.0,956.606093,27.73,78.9,476.06,951.7,25.9,80.9,953.758125
85.0,955.910312,27.67,79.1,482.1,951.0,25.9,81.0,953.0623439999999
86.0,955.307109,27.63,79.3,487.77,950.3,25.8,81.1,952.4591409999999
87.0,954.590703,27.58,79.5,494.45,949.6,25.8,81.1,951.7427349999999
88.0,953.947031,27.51,79.7,500.99,948.9,25.7,81.3,951.099063
89.0,953.098281,27.46,79.9,509.1,948.1,25.6,81.8,950.250313
90.0,952.652109,27.39,80.0,515.52,947.3,25.5,82.3,949.804141
90.0,951.964296875,27.35,80.0,520.73,947.3,25.5,82.3,949.1163288749999
92.0,951.089218,27.29,80.2,528.44,945.7,25.4,83.1,948.2412499999999
92.0,950.1446875,27.2,80.3,536.95,945.7,25.4,83.1,947.2967195
94.0,949.339062,27.13,80.5,544.98,943.9,25.2,83.7,946.491094
95.0,948.432968,27.05,80.8,554.05,943.0,25.2,84.1,945.5849999999999
96.0,947.620781,26.98,81.1,562.13,942.1,25.1,84.4,944.7728129999999
97.0,946.726093,26.9,81.4,570.05,941.2,25.1,84.4,943.878125
98.0,945.639062,26.82,81.8,578.64,940.2,25.0,84.4,942.7910939999999
99.0,944.742968,26.74,82.1,588.64,939.3,24.9,84.6,941.895
100.0,943.957343,26.68,82.4,596.62,938.3,24.7,84.9,941.109375
101.0,942.829453,26.61,82.7,606.35,937.3,24.6,85.3,939.9814849999999
101.0,940.988046,26.45,83.1,624.48,937.3,24.6,85.3,938.140078
102.0,941.862812,26.52,82.9,615.55,936.4,24.5,85.9,939.0148439999999
104.0,940.031875,26.38,83.4,633.47,934.5,24.4,86.7,937.183907
105.0,938.890468,26.3,83.7,642.57,933.6,24.3,87.1,936.0425
105.0,937.046093,26.14,84.1,663.41,933.6,24.3,87.1,934.198125
105.0,937.995390625,26.19,83.9,652.68,933.6,24.3,87.1,935.147422625
106.0,936.225,26.08,84.4,672.1,932.7,24.2,87.5,933.377032
107.0,935.4325,25.99,84.7,679.75,931.9,24.1,87.9,932.584532
109.0,933.765703,25.87,85.2,695.33,930.2,24.0,88.9,930.917735
110.0,934.575468,25.91,85.0,688.12,929.3,23.9,89.5,931.7275
110.0,933.003593,25.82,85.4,702.46,929.3,23.9,89.5,930.155625
111.0,932.03414,25.76,85.6,712.02,928.5,23.9,89.7,929.1861719999999
113.0,931.23578125,25.68,85.9,721.24,926.8,23.8,89.7,928.3878132499999
115.0,930.442578,25.64,86.2,729.74,925.0,23.6,90.2,927.59461
116.0,929.539453,25.58,86.4,737.31,924.2,23.5,90.5,926.691485
116.0,928.65671875,25.54,86.6,744.37,924.2,23.5,90.5,925.80875075
117.0,926.811406,25.41,87.0,755.37,923.3,23.4,90.9,923.963438
117.0,927.8659375,25.46,86.8,749.35,923.3,23.4,90.9,925.0179694999999
120.0,926.115781,25.36,87.1,764.5,920.6,23.2,92.4,923.2678129999999
120.0,924.182734,25.23,87.6,780.73,920.6,23.2,92.4,921.334766
120.0,925.240703125,25.29,87.3,772.78,920.6,23.2,92.4,922.392735125
122.0,922.422187,25.08,88.1,795.8,918.8,23.0,93.3,919.574219
123.0,923.325625,25.15,87.8,786.52,917.9,23.0,93.6,920.4776569999999
125.0,921.51,24.99,88.4,803.88,916.1,22.8,94.3,918.662032
125.0,920.6096875,24.93,88.7,813.11,916.1,22.8,94.3,917.7617194999999
126.0,918.647031,24.79,89.3,833.81,915.3,22.7,94.2,915.7990629999999
126.0,919.541796875,24.86,89.0,822.71,915.3,22.7,94.2,916.693828875
129.0,917.94375,24.72,89.6,839.88,912.7,22.4,95.1,915.095782
129.0,917.14671875,24.65,89.8,848.15,912.7,22.4,95.1,914.29875075
130.0,915.366406,24.5,90.4,863.75,911.9,22.4,95.6,912.518438
130.0,916.349765625,24.57,90.1,854.8,911.9,22.4,95.6,913.501797625
131.0,914.46289,24.41,90.7,869.56,911.0,22.3,96.0,911.614922
132.0,913.683437,24.34,91.0,877.89,910.2,22.3,96.4,910.835469
133.0,912.946093,24.26,91.3,883.26,909.4,22.2,96.9,910.098125
134.0,912.098828,24.2,91.6,889.73,908.6,22.1,97.4,909.25086
137.0,911.263281,24.13,91.9,897.95,906.2,21.9,98.7,908.415313
137.0,909.705156,24.0,92.4,914.57,906.2,21.9,98.7,906.857188
138.0,910.55125,24.07,92.1,905.71,905.4,21.7,99.2,907.703282
138.0,908.743984,23.92,92.7,924.84,905.4,21.7,99.2,905.8960159999999
139.0,908.043281,23.82,93.0,931.43,904.6,21.6,99.4,905.1953129999999
140.0,907.382968,23.75,93.3,937.15,903.9,21.6,99.8,904.535
141.0,906.577343,23.65,93.7,942.15,903.1,21.5,100.0,903.729375
142.0,905.891406,23.54,94.1,950.3,902.4,21.4,100.0,903.0434379999999
143.0,905.183125,23.47,94.5,957.56,901.7,21.4,100.0,902.335157
144.0,904.516406,23.42,94.8,965.51,900.9,21.4,100.0,901.6684379999999
145.0,903.732343,23.34,95.1,972.59,900.2,21.3,100.0,900.884375
146.0,903.087265,23.28,95.3,981.79,899.5,21.3,100.0,900.239297
147.0,902.343281,23.19,95.6,989.6,898.8,21.3,100.0,899.495313
148.0,901.594375,23.14,95.8,996.53,898.1,21.2,100.0,898.746407
149.0,900.995,23.08,96.0,1003.82,897.3,21.2,100.0,898.147032
152.0,900.201875,23.02,96.2,1010.87,895.0,21.1,100.0,897.3539069999999
152.0,899.40453125,22.97,96.4,1017.95,895.0,21.1,100.0,896.55656325
153.0,898.711484375,22.89,96.6,1026.32,894.2,21.1,100.0,895.863516375
155.0,897.844062,22.84,96.8,1035.49,892.6,21.0,100.0,894.996094
156.0,897.042421,22.76,97.0,1041.87,891.7,21.0,100.0,894.194453
157.0,896.0404679999999,22.7,97.2,1051.21,890.9,21.0,100.0,893.1924999999999
158.0,895.195312,22.62,97.5,1061.4,890.0,20.9,100.0,892.3473439999999
159.0,894.613125,22.59,97.7,1072.32,889.2,20.9,100.0,891.7651569999999
160.0,893.629453,22.54,97.8,1080.96,888.4,20.9,100.0,890.781485
161.0,892.589062,22.46,98.0,1090.98,887.6,20.8,100.0,889.741094
162.0,891.911796,22.43,98.1,1099.81,886.8,20.8,100.0,889.063828
162.0,891.053515625,22.36,98.2,1107.88,886.8,20.8,100.0,888.205547625
164.0,890.0753900000001,22.31,98.4,1116.74,885.2,20.7,100.0,887.227422
164.0,889.3140625,22.26,98.5,1127.26,885.2,20.7,100.0,886.4660944999999
165.0,888.63484375,22.24,98.6,1133.37,884.4,20.7,100.0,885.7868757499999
166.0,887.771953125,22.19,98.6,1139.34,883.7,20.7,100.0,884.923985125
167.0,887.04296875,22.16,98.6,1145.26,883.0,20.6,100.0,884.19500075
168.0,886.39296875,22.12,98.7,1152.27,882.2,20.6,100.0,883.54500075
169.0,885.75734375,22.09,98.7,1159.13,881.5,20.6,100.0,882.90937575
170.0,885.05875,22.05,98.7,1164.39,880.8,20.5,100.0,882.210782
172.0,884.1675,22.03,98.8,1171.78,879.5,20.5,100.0,881.319532
173.0,883.464687,22.0,98.8,1180.63,878.8,20.5,100.0,880.616719
174.0,882.896796,22.0,98.8,1188.78,878.1,20.4,100.0,880.048828
175.0,882.1704679999999,21.99,98.7,1196.28,877.5,20.4,100.0,879.3224999999999
175.0,881.53390625,21.98,98.7,1202.06,877.5,20.4,100.0,878.6859382499999
177.0,880.8819530000001,21.98,98.6,1207.9,876.2,20.4,100.0,878.033985
177.0,880.26640625,21.97,98.5,1215.78,876.2,20.4,100.0,877.41843825
178.0,879.65640625,21.96,98.4,1219.29,875.6,20.3,100.0,876.80843825
180.0,878.97789,21.93,98.4,1226.14,874.3,20.3,100.0,876.129922
180.0,878.42265625,21.94,98.3,1231.74,874.3,20.3,100.0,875.57468825
182.0,877.789843,21.95,98.3,1232.58,873.0,20.2,100.0,874.941875
183.0,877.2282030000001,21.94,98.1,1238.56,872.2,20.2,100.0,874.3802350000001
183.0,876.559765625,21.94,98.0,1244.59,872.2,20.2,100.0,873.7117976249999
185.0,875.95625,21.95,97.8,1252.27,870.8,20.1,100.0,873.1082819999999
186.0,875.09375,21.96,97.6,1259.06,870.0,20.0,100.0,872.245782
187.0,874.1610929999999,21.94,97.4,1267.6,869.3,20.0,100.0,871.3131249999999
188.0,873.5404679999999,21.91,97.2,1274.22,868.6,20.0,100.0,870.6924999999999
189.0,872.7029679999999,21.93,97.1,1279.95,868.0,19.9,100.0,869.8549999999999
190.0,871.8041400000001,21.9,96.9,1286.58,867.4,19.9,100.0,868.956172
191.0,871.318593,21.9,96.8,1287.59,866.7,19.9,100.0,868.4706249999999
192.0,870.71,21.9,96.7,1292.42,866.2,19.9,100.0,867.862032
192.0,870.072890625,21.93,96.5,1296.85,866.2,19.9,100.0,867.224922625
194.0,869.4623429999999,21.91,96.4,1301.64,865.1,19.7,99.7,866.6143749999999
195.0,868.9317179999999,21.95,96.3,1307.07,864.5,19.6,99.7,866.0837499999999
195.0,868.3734375,21.97,96.3,1313.71,864.5,19.6,99.7,865.5254695
197.0,867.8088280000001,21.97,95.6,1319.3,863.5,19.5,100.0,864.96086
198.0,867.344765,21.96,95.0,1325.63,863.0,19.5,100.0,864.496797
198.0,866.9153125,21.98,94.7,1329.83,863.0,19.5,100.0,864.0673445
199.0,866.22984375,21.99,94.1,1336.18,862.5,19.6,100.0,863.38187575
200.0,865.75484375,21.99,94.0,1342.67,862.0,19.6,100.0,862.9068757499999
201.0,865.3040625,22.01,94.2,1347.41,861.5,19.6,100.0,862.4560945
203.0,864.684843,21.99,93.9,1355.37,860.5,19.6,100.0,861.836875
204.0,864.3011710000001,22.01,94.1,1361.52,860.0,19.4,100.0,861.453203
204.0,863.80375,22.02,94.2,1366.96,860.0,19.4,100.0,860.955782
205.0,863.35140625,22.03,94.3,1373.11,859.6,19.2,99.4,860.5034382499999
207.0,862.896562,22.06,93.9,1378.06,858.6,19.0,99.3,860.048594
207.0,862.3071875,22.03,92.6,1383.44,858.6,19.0,99.3,859.4592195
208.0,861.93234375,22.03,91.7,1380.69,858.2,19.0,99.5,859.0843757499999
210.0,861.471093,22.05,91.1,1383.14,857.3,19.1,100.0,858.623125
210.0,860.99,22.08,90.2,1388.3,857.3,19.1,100.0,858.142032
211.0,860.440546875,22.06,90.0,1393.4,856.8,19.1,100.0,857.592578875
212.0,859.72,22.09,91.1,1403.6,856.4,19.1,100.0,856.872032
213.0,860.09414,22.08,90.7,1399.72,855.9,19.1,100.0,857.246172
213.0,859.313906,22.1,91.1,1407.85,855.9,19.1,100.0,856.4659379999999
216.0,858.894531,22.11,91.0,1407.84,854.6,18.9,99.0,856.046563
216.0,858.0278119999999,22.13,90.7,1414.68,854.6,18.9,99.0,855.1798439999999
217.0,858.410625,22.11,90.6,1412.16,854.1,18.8,98.0,855.562657
217.0,857.405937,22.09,90.4,1419.54,854.1,18.8,98.0,854.557969
220.0,856.811953,22.08,89.2,1427.29,852.8,18.7,97.9,853.963985
221.0,856.54375,22.1,87.9,1435.12,852.3,18.7,98.2,853.695782
221.0,855.5676559999999,22.1,87.8,1444.35,852.3,18.7,98.2,852.7196879999999
222.0,856.025156,22.1,88.5,1438.54,851.9,18.7,99.3,853.177188
223.0,855.20015625,22.06,88.0,1451.24,851.5,18.7,100.0,852.3521882499999
225.0,854.6066400000001,22.06,87.9,1455.16,850.7,18.7,100.0,851.758672
226.0,854.306875,22.09,87.9,1460.47,850.2,18.7,100.0,851.458907
227.0,854.0175780000001,22.13,88.4,1465.76,849.9,18.7,100.0,851.16961
227.0,853.51796875,22.13,88.4,1470.66,849.9,18.7,100.0,850.67000075
228.0,853.052578125,22.1,88.6,1475.64,849.5,18.7,100.0,850.2046101249999
229.0,852.686875,22.12,88.8,1472.6,849.1,18.7,100.0,849.838907
230.0,852.265,22.14,88.9,1475.69,848.7,18.6,100.0,849.417032
231.0,852.019296875,22.15,89.1,1478.32,848.3,18.6,100.0,849.171328875
233.0,851.716562,22.16,88.2,1479.69,847.5,18.7,100.0,848.8685939999999
234.0,851.217031,22.16,87.8,1484.46,847.1,18.8,100.0,848.369063
234.0,850.504687,22.13,88.5,1493.18,847.1,18.8,100.0,847.656719
235.0,850.7445309999999,22.14,88.2,1489.18,846.7,19.0,100.0,847.8965629999999
235.0,850.0746869999999,22.13,89.0,1496.74,846.7,19.0,100.0,847.2267189999999
238.0,849.476093,22.1,89.7,1501.41,845.2,19.0,100.0,846.628125
239.0,849.0520309999999,22.08,90.3,1505.09,844.7,18.8,100.0,846.2040629999999
240.0,848.439531,22.09,90.8,1512.27,844.2,18.7,100.0,845.591563
240.0,847.920546875,22.05,90.8,1519.46,844.2,18.7,100.0,845.072578875
241.0,846.93875,22.0,89.8,1533.86,843.7,18.7,100.0,844.090782
242.0,847.318437,22.01,90.4,1527.64,843.3,18.7,100.0,844.470469
242.0,846.509375,21.95,89.6,1539.31,843.3,18.7,100.0,843.6614069999999
243.0,846.023437,21.93,90.8,1543.6,842.9,18.6,100.0,843.1754689999999
244.0,845.658281,21.95,91.2,1550.07,842.4,18.6,100.0,842.810313
246.0,844.923906,21.95,89.7,1563.45,841.6,18.4,98.4,842.075938
246.0,845.2559375,21.94,90.8,1555.67,841.6,18.4,98.4,842.4079694999999
248.0,844.48453125,21.97,88.0,1568.61,840.8,18.3,100.0,841.63656325
249.0,844.036875,21.93,87.7,1574.57,840.3,18.3,100.0,841.188907
250.0,843.5771875,21.9,87.5,1579.4,839.9,18.2,99.4,840.7292195
251.0,843.2140625,21.88,87.4,1581.68,839.5,18.2,98.7,840.3660944999999
252.0,842.71875,21.85,87.1,1585.95,839.0,18.1,98.7,839.870782
253.0,842.341328125,21.88,86.0,1586.93,838.6,18.0,99.4,839.493360125
254.0,841.46875,21.91,85.0,1596.2,838.1,18.0,100.0,838.620782
254.0,841.99296875,21.9,85.3,1591.35,838.1,18.0,100.0,839.14500075
255.0,840.901875,21.89,84.8,1601.1,837.7,17.9,100.0,838.053907
257.0,840.0817179999999,21.9,84.7,1611.85,836.8,17.9,100.0,837.2337499999999
258.0,840.4425,21.89,84.9,1607.4,836.3,17.9,100.0,837.594532
260.0,839.582031,21.87,84.7,1617.38,835.4,17.8,99.0,836.734063
260.0,839.04578125,21.84,85.5,1623.27,835.4,17.8,99.0,836.19781325
261.0,838.612109375,21.8,85.6,1628.34,834.9,17.7,98.6,835.764141375
263.0,838.213906,21.83,85.2,1631.38,834.0,17.7,98.7,835.3659379999999
263.0,837.3529679999999,21.82,84.5,1641.43,834.0,17.7,98.7,834.5049999999999
264.0,837.719218,21.82,84.8,1636.42,833.6,17.7,98.8,834.8712499999999
264.0,836.824296,21.81,84.3,1645.26,833.6,17.7,98.8,833.976328
267.0,836.335859,21.77,84.2,1650.08,832.2,17.6,99.0,833.487891
268.0,835.915937,21.76,84.2,1654.03,831.8,17.6,99.3,833.067969
269.0,835.500937,21.76,84.2,1659.23,831.3,17.6,99.3,832.652969
269.0,835.01421875,21.72,84.2,1664.06,831.3,17.6,99.3,832.16625075
270.0,834.551875,21.69,84.3,1670.4,830.8,17.5,99.4,831.703907
271.0,834.051796875,21.66,84.2,1676.32,830.4,17.5,99.7,831.203828875
272.0,833.594375,21.67,84.2,1681.7,829.9,17.5,100.0,830.746407
273.0,833.11640625,21.66,84.4,1683.66,829.5,17.5,99.7,830.2684382499999
274.0,832.72125,21.68,84.6,1687.76,829.1,17.5,99.1,829.873282
275.0,831.9530460000001,21.71,84.3,1695.18,828.6,17.5,98.9,829.105078
275.0,832.235234375,21.69,84.6,1690.77,828.6,17.5,98.9,829.387266375
277.0,831.481328125,21.73,84.2,1700.74,827.8,17.4,99.0,828.633360125
278.0,830.978984375,21.72,84.0,1707.06,827.4,17.4,99.1,828.131016375
280.0,830.5789840000001,21.74,83.9,1710.72,826.5,17.4,99.4,827.7310160000001
281.0,830.183906,21.74,83.8,1715.7,826.1,17.4,99.5,827.3359379999999
282.0,829.787656,21.75,83.7,1720.17,825.6,17.4,99.5,826.9396879999999
282.0,828.980156,21.77,83.7,1731.27,825.6,17.4,99.5,826.1321879999999
283.0,829.365,21.77,83.6,1726.21,825.2,17.4,99.3,826.517032
283.0,828.534609,21.79,83.6,1735.22,825.2,17.4,99.3,825.686641
285.0,828.06671875,21.8,83.5,1738.54,824.3,17.4,98.6,825.2187507499999
286.0,827.55609375,21.79,83.4,1742.61,823.8,17.3,98.5,824.7081257499999
287.0,826.663281,21.72,83.0,1752.96,823.4,17.3,98.6,823.815313
288.0,827.035625,21.72,83.1,1747.04,822.9,17.3,98.7,824.187657
289.0,826.05796875,21.7,83.0,1758.97,822.5,17.3,98.7,823.21000075
290.0,825.2492179999999,21.69,82.9,1772.08,822.0,17.2,98.5,822.4012499999999
290.0,825.6321875,21.69,83.0,1765.01,822.0,17.2,98.5,822.7842195
293.0,824.730625,21.67,82.8,1777.66,820.8,17.2,98.5,821.882657
293.0,824.28875,21.61,82.8,1782.66,820.8,17.2,98.5,821.440782
294.0,823.633281,21.66,82.6,1790.67,820.4,17.1,98.7,820.785313
295.0,823.915234,21.64,82.7,1789.4,820.0,17.1,99.0,821.067266
295.0,823.224296,21.67,82.5,1794.39,820.0,17.1,99.0,820.376328
297.0,822.3702340000001,21.68,82.3,1798.63,819.2,17.1,99.0,819.5222660000001
298.0,822.841093,21.68,82.4,1795.71,818.8,17.1,98.7,819.993125
299.0,822.07015625,21.69,82.3,1801.32,818.4,17.1,98.1,819.2221882499999
301.0,821.610781,21.7,82.2,1807.21,817.5,17.0,97.5,818.7628129999999
301.0,821.30609375,21.69,82.0,1809.6,817.5,17.0,97.5,818.4581257499999
303.0,820.828515,21.69,81.7,1814.39,816.6,17.0,97.2,817.980547
303.0,820.4665625,21.7,81.4,1820.2,816.6,17.0,97.2,817.6185945
305.0,819.885,21.7,81.2,1825.56,815.8,17.0,96.5,817.037032
305.0,818.807968,21.6,80.9,1838.62,815.8,17.0,96.5,815.9599999999999
306.0,819.1941400000001,21.61,81.0,1833.82,815.3,17.0,96.3,816.346172
306.0,818.487031,21.62,80.8,1842.01,815.3,17.0,96.3,815.639063
308.0,817.6921090000001,21.66,80.3,1848.71,814.5,16.9,96.4,814.844141
308.0,818.07796875,21.64,80.5,1843.76,814.5,16.9,96.4,815.2300007499999
310.0,817.327265625,21.66,80.2,1853.09,813.6,16.9,96.3,814.479297625
312.0,816.8645309999999,21.67,80.0,1857.19,812.7,16.9,96.0,814.0165629999999
312.0,816.38421875,21.68,79.8,1861.83,812.7,16.9,96.0,813.5362507499999
313.0,815.986796875,21.65,79.7,1864.01,812.3,16.9,95.5,813.138828875
314.0,815.49484375,21.61,79.7,1871.07,811.8,16.9,95.0,812.6468757499999
316.0,815.138437,21.56,79.4,1875.59,810.9,16.8,94.2,812.2904689999999
316.0,814.66296875,21.58,79.3,1879.0,810.9,16.8,94.2,811.81500075
317.0,813.5850780000001,21.56,78.8,1886.93,810.5,16.8,93.9,810.73711
317.0,814.12890625,21.56,79.1,1880.4,810.5,16.8,93.9,811.28093825
320.0,813.2203900000001,21.55,78.3,1892.68,809.3,16.8,94.0,810.372422
320.0,812.541562,21.56,78.1,1897.68,809.3,16.8,94.0,809.693594
320.0,812.91109375,21.55,78.2,1895.67,809.3,16.8,94.0,810.0631257499999
321.0,812.2110150000001,21.59,77.9,1900.74,808.9,16.8,94.1,809.363047
324.0,811.777968,21.62,77.9,1904.49,807.7,16.8,94.2,808.93
324.0,811.307578125,21.6,77.7,1910.62,807.7,16.8,94.2,808.4596101249999
325.0,810.532421,21.64,77.6,1922.39,807.3,16.8,94.1,807.684453
326.0,810.941406,21.62,77.7,1916.81,806.9,16.7,94.2,808.093438
328.0,810.1142179999999,21.62,77.6,1927.21,806.1,16.7,94.3,807.2662499999999
329.0,809.7024210000001,21.64,77.6,1932.26,805.6,16.7,94.2,806.854453
330.0,809.266406,21.62,77.5,1936.89,805.2,16.7,94.0,806.4184379999999
330.0,808.7471875,21.59,77.6,1941.68,805.2,16.7,94.0,805.8992195
332.0,808.304921,21.59,77.5,1946.87,804.4,16.7,94.0,805.456953
332.0,808.0134375,21.6,77.4,1952.69,804.4,16.7,94.0,805.1654695
334.0,807.632656,21.61,77.3,1953.85,803.6,16.6,94.0,804.784688
334.0,807.261875,21.6,77.2,1959.01,803.6,16.6,94.0,804.413907
335.0,806.78484375,21.6,77.2,1964.94,803.2,16.6,93.8,803.93687575
337.0,806.266093,21.56,77.2,1971.79,802.3,16.6,93.7,803.4181249999999
338.0,805.883906,21.57,77.1,1977.15,801.9,16.6,94.1,803.035938
339.0,805.5454679999999,21.56,77.1,1982.03,801.5,16.6,94.7,802.6974999999999
340.0,805.095,21.53,77.1,1987.67,801.1,16.6,95.0,802.247032
340.0,804.718203125,21.5,77.1,1992.5,801.1,16.6,95.0,801.8702351249999
341.0,804.37796875,21.51,77.2,1996.35,800.7,16.5,95.0,801.53000075
342.0,803.9634375,21.49,77.5,2000.05,800.3,16.5,94.9,801.1154695
343.0,803.603828125,21.49,77.6,2005.69,799.9,16.5,94.8,800.7558601249999
