time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
87.0,951.246406,25.93,88.6,487.83,949.7,25.2,89.9,949.652344
88.0,950.494218,25.9,88.7,491.71,949.0,25.1,90.2,948.900156
89.0,949.798125,25.87,88.8,497.14,948.4,25.0,90.6,948.204063
90.0,949.14,25.84,88.9,504.51,947.7,25.0,90.8,947.545938
91.0,948.431093,25.8,89.0,510.94,947.0,24.9,90.9,946.837031
92.0,947.855937,25.76,89.1,516.5,946.4,24.9,90.9,946.261875
93.0,947.147812,25.73,89.2,523.92,945.7,24.9,91.0,945.55375
94.0,946.4875,25.69,89.3,528.21,945.0,24.8,91.3,944.893438
95.0,945.774921,25.66,89.4,533.84,944.3,24.8,91.6,944.1808589999999
96.0,945.146328,25.63,89.5,540.39,943.6,24.7,91.9,943.552266
97.0,944.420937,25.6,89.6,546.9,942.9,24.7,92.1,942.826875
98.0,943.566093,25.56,89.7,555.71,942.2,24.6,92.5,941.972031
99.0,942.832031,25.51,89.9,559.75,941.5,24.5,92.8,941.237969
100.0,942.210156,25.46,90.0,569.56,940.8,24.5,92.9,940.616094
101.0,941.469375,25.42,90.0,576.13,940.1,24.4,92.8,939.875313
102.0,940.777656,25.38,90.2,582.65,939.4,24.4,92.9,939.183594
103.0,940.188671,25.32,90.3,588.64,938.7,24.3,93.1,938.594609
104.0,939.503281,25.29,90.4,594.07,938.1,24.3,93.3,937.909219
105.0,938.975312,25.26,90.5,602.09,937.5,24.2,93.4,937.38125
106.0,938.497656,25.22,90.6,609.19,936.9,24.2,93.5,936.903594
107.0,938.057656,25.2,90.7,613.99,936.3,24.1,93.5,936.463594
108.0,937.436875,25.16,90.8,618.43,935.7,24.1,93.7,935.842813
109.0,936.829375,25.13,90.9,622.51,935.2,24.0,94.2,935.235313
110.0,936.271953,25.09,91.1,629.04,934.6,24.0,94.8,934.677891
111.0,935.435937,25.06,91.3,637.36,934.1,23.9,95.4,933.841875
112.0,935.109062,25.01,91.5,643.99,933.5,23.8,95.8,933.515
113.0,934.617187,24.98,91.5,649.75,932.9,23.8,95.7,933.0231249999999
114.0,933.882031,24.94,91.6,655.54,932.3,23.8,95.7,932.287969
115.0,933.060156,24.89,91.8,663.01,931.8,23.8,95.9,931.466094
116.0,932.445312,24.84,91.8,668.23,931.2,23.7,95.9,930.8512499999999
117.0,932.058281,24.8,92.0,673.9,930.6,23.7,95.8,930.464219
118.0,931.650781,24.78,92.2,678.86,930.0,23.6,95.8,930.056719
119.0,930.902031,24.72,92.4,684.27,929.4,23.6,96.1,929.307969
120.0,930.540625,24.68,92.6,687.73,928.9,23.5,96.5,928.946563
121.0,929.985,24.64,92.8,691.63,928.3,23.5,96.8,928.390938
124.0,927.829765,24.48,93.3,709.65,926.5,23.3,97.2,926.235703
125.0,927.393593,24.43,93.3,713.7,925.9,23.3,96.8,925.799531
126.0,926.843593,24.4,93.3,717.92,925.3,23.3,96.2,925.249531
127.0,926.091406,24.35,93.4,724.18,924.6,23.3,96.2,924.497344
128.0,925.546875,24.3,93.6,728.37,924.0,23.3,96.7,923.952813
129.0,924.990156,24.25,93.8,733.33,923.4,23.2,97.1,923.396094
130.0,924.161328,24.21,94.0,738.04,922.8,23.1,97.6,922.567266
131.0,923.388906,24.16,94.2,743.64,922.1,23.1,98.1,921.794844
132.0,922.921562,24.11,94.4,748.52,921.5,23.0,98.4,921.3275
133.0,922.353125,24.07,94.5,754.98,920.8,22.9,98.5,920.759063
134.0,921.651796,24.03,94.7,760.58,920.2,22.9,98.7,920.057734
135.0,920.909218,23.98,94.9,766.42,919.5,22.8,99.2,919.315156
136.0,920.305625,23.93,95.1,774.04,918.9,22.8,99.7,918.711563
137.0,919.759296,23.88,95.4,781.92,918.3,22.7,100.0,918.1652339999999
138.0,919.122031,23.83,95.5,788.15,917.6,22.7,100.0,917.527969
139.0,918.443203,23.77,95.7,794.22,917.0,22.6,100.0,916.849141
140.0,917.769531,23.74,95.8,799.11,916.3,22.6,100.0,916.175469
141.0,917.095859,23.71,96.0,805.67,915.7,22.5,100.0,915.501797
142.0,916.281562,23.65,96.1,810.94,915.0,22.5,100.0,914.6875
143.0,915.579062,23.59,96.3,814.85,914.3,22.5,100.0,913.985
144.0,915.072265,23.53,96.4,821.35,913.6,22.5,100.0,913.478203
145.0,914.301093,23.5,96.5,827.91,912.8,22.4,100.0,912.707031
146.0,913.459765,23.45,96.6,835.49,912.1,22.4,100.0,911.8657029999999
147.0,912.827812,23.41,96.7,842.64,911.4,22.4,100.0,911.23375
148.0,911.986562,23.36,96.9,852.25,910.6,22.3,100.0,910.3925
149.0,910.9375,23.31,97.1,860.11,909.8,22.3,100.0,909.343438
150.0,910.372812,23.25,97.2,866.58,909.1,22.3,100.0,908.77875
151.0,909.494062,23.22,97.3,875.45,908.3,22.3,100.0,907.9
152.0,908.666875,23.18,97.4,882.29,907.5,22.2,100.0,907.072813
153.0,908.093671,23.12,97.5,887.01,906.7,22.2,100.0,906.499609
154.0,907.299218,23.07,97.6,894.0,906.0,22.2,100.0,905.705156
155.0,906.475625,23.04,97.7,903.45,905.2,22.1,100.0,904.881563
156.0,905.626406,23.0,97.8,911.19,904.5,22.1,100.0,904.032344
157.0,905.199062,22.95,97.9,917.29,903.8,22.1,100.0,903.605
158.0,904.526875,22.92,98.0,924.01,903.0,22.1,100.0,902.932813
159.0,903.59,22.89,98.0,932.5,902.3,22.0,100.0,901.995938
160.0,903.003281,22.84,98.1,938.02,901.6,22.0,100.0,901.409219
161.0,902.282968,22.8,98.2,945.55,900.8,22.0,100.0,900.688906
162.0,901.433906,22.77,98.2,952.03,900.1,21.9,100.0,899.839844
163.0,900.513281,22.72,98.1,960.06,899.3,21.9,100.0,898.919219
164.0,899.714765,22.69,98.2,967.45,898.6,21.8,100.0,898.120703
165.0,899.140078,22.65,98.3,972.24,897.9,21.8,100.0,897.546016
166.0,898.399531,22.62,98.3,978.96,897.2,21.8,100.0,896.805469
167.0,897.7752340000001,22.58,98.4,985.02,896.5,21.8,100.0,896.1811720000001
168.0,897.3123429999999,22.55,98.5,986.94,895.9,21.8,100.0,895.7182809999999
169.0,896.885546,22.5,98.6,991.88,895.3,21.8,100.0,895.291484
170.0,896.36125,22.48,98.7,998.6,894.7,21.7,100.0,894.767188
171.0,895.763125,22.46,98.7,1003.8,894.2,21.7,100.0,894.1690629999999
172.0,895.210156,22.41,98.6,1011.02,893.7,21.6,100.0,893.616094
173.0,894.6534369999999,22.38,98.7,1016.93,893.1,21.6,100.0,893.0593749999999
174.0,894.08,22.35,98.8,1021.52,892.6,21.6,100.0,892.485938
175.0,893.594687,22.31,98.9,1023.99,892.1,21.6,100.0,892.000625
176.0,893.308593,22.28,98.9,1027.81,891.7,21.5,100.0,891.714531
177.0,892.8123429999999,22.25,98.9,1032.29,891.2,21.5,100.0,891.2182809999999
178.0,892.276562,22.2,98.9,1037.8,890.7,21.5,100.0,890.6825
179.0,891.797421,22.19,98.9,1042.19,890.2,21.4,100.0,890.203359
180.0,891.19164,22.15,98.9,1047.76,889.7,21.4,100.0,889.597578
181.0,890.756718,22.11,98.9,1051.77,889.2,21.4,100.0,889.162656
182.0,890.150625,22.09,99.1,1056.61,888.7,21.4,100.0,888.556563
183.0,889.583125,22.04,99.3,1062.99,888.2,21.4,100.0,887.989063
184.0,889.033906,22.0,99.3,1064.31,887.7,21.4,100.0,887.439844
185.0,888.698046,21.97,99.4,1065.52,887.3,21.3,100.0,887.103984
186.0,888.4963280000001,21.96,99.6,1069.51,886.8,21.3,100.0,886.902266
187.0,888.2283590000001,21.93,99.8,1072.6,886.4,21.4,100.0,886.6342970000001
188.0,887.611171,21.91,100.0,1076.84,886.0,21.4,99.9,886.017109
189.0,887.3217179999999,21.87,100.0,1081.15,885.6,21.3,100.0,885.7276559999999
190.0,886.959843,21.85,100.0,1086.04,885.2,21.3,100.0,885.365781
191.0,886.3575,21.83,100.0,1091.51,884.8,21.3,100.0,884.763438
192.0,885.96125,21.81,100.0,1096.16,884.3,21.3,100.0,884.3671879999999
193.0,885.53375,21.8,100.0,1102.7,883.9,21.3,100.0,883.939688
194.0,884.9915619999999,21.75,100.0,1107.57,883.4,21.1,100.0,883.3974999999999
195.0,884.313125,21.73,100.0,1113.98,882.9,21.1,100.0,882.719063
196.0,883.959218,21.69,100.0,1118.79,882.4,21.1,100.0,882.365156
197.0,883.6079679999999,21.67,100.0,1122.35,881.9,21.1,100.0,882.0139059999999
198.0,883.100625,21.65,100.0,1128.18,881.4,21.1,100.0,881.506563
199.0,882.3475,21.61,100.0,1133.86,880.9,21.2,100.0,880.753438
201.0,881.303281,21.56,100.0,1146.94,879.8,21.0,100.0,879.709219
202.0,880.662031,21.52,100.0,1153.97,879.3,21.0,100.0,879.067969
203.0,880.100312,21.5,100.0,1159.63,878.7,21.0,100.0,878.50625
204.0,879.604375,21.46,100.0,1166.89,878.1,20.9,100.0,878.010313
205.0,878.917968,21.44,100.0,1173.84,877.5,20.9,100.0,877.323906
206.0,878.2960929999999,21.4,100.0,1177.59,876.9,20.9,100.0,876.7020309999999
207.0,877.63,21.38,100.0,1182.53,876.3,20.9,100.0,876.035938
208.0,877.008906,21.35,100.0,1190.01,875.7,20.9,100.0,875.414844
209.0,876.6185929999999,21.34,100.0,1195.24,875.1,20.8,100.0,875.0245309999999
210.0,875.914218,21.3,100.0,1200.49,874.5,20.8,99.9,874.320156
211.0,875.4746090000001,21.27,100.0,1206.61,874.0,20.8,99.8,873.8805470000001
212.0,874.822187,21.25,100.0,1212.1,873.4,20.7,99.8,873.228125
213.0,874.255937,21.23,100.0,1217.33,872.8,20.6,99.9,872.661875
214.0,873.680312,21.21,100.0,1223.05,872.3,20.5,100.0,872.08625
215.0,873.075937,21.16,99.8,1230.6,871.7,20.4,100.0,871.481875
216.0,872.555312,21.13,99.6,1235.76,871.2,20.4,100.0,870.96125
217.0,872.1392179999999,21.11,99.6,1239.78,870.7,20.4,100.0,870.5451559999999
218.0,871.605312,21.07,99.6,1242.92,870.2,20.4,100.0,870.01125
219.0,871.1092179999999,21.03,99.6,1249.23,869.7,20.3,100.0,869.5151559999999
220.0,870.76625,21.01,99.6,1254.75,869.2,20.3,100.0,869.172188
221.0,870.292656,20.98,99.6,1258.79,868.8,20.3,100.0,868.698594
222.0,869.856406,20.97,99.6,1261.62,868.4,20.3,100.0,868.262344
223.0,869.3745309999999,20.93,99.6,1265.2,867.9,20.3,100.0,867.7804689999999
224.0,869.154062,20.88,99.7,1271.96,867.5,20.2,100.0,867.56
225.0,868.804687,20.86,99.8,1274.33,867.2,20.2,100.0,867.2106249999999
226.0,868.407265,20.84,99.8,1276.98,866.8,20.2,100.0,866.813203
227.0,867.871718,20.8,99.9,1280.71,866.4,20.2,100.0,866.277656
228.0,867.573437,20.79,99.9,1285.67,866.0,20.2,100.0,865.979375
229.0,867.297656,20.76,100.0,1288.35,865.6,20.1,100.0,865.703594
230.0,866.845156,20.72,100.0,1295.26,865.1,20.1,100.0,865.251094
231.0,866.253125,20.69,100.0,1300.36,864.7,20.1,100.0,864.659063
232.0,865.570156,20.66,99.6,1305.99,864.2,19.9,100.0,863.976094
233.0,865.079218,20.63,99.2,1311.33,863.7,19.9,99.9,863.485156
234.0,864.7396090000001,20.6,99.0,1317.08,863.2,19.8,100.0,863.1455470000001
235.0,864.0819530000001,20.56,99.1,1322.46,862.7,19.8,100.0,862.4878910000001
236.0,863.445781,20.53,99.1,1327.9,862.2,19.8,100.0,861.851719
237.0,863.021093,20.49,98.8,1332.61,861.6,19.7,99.4,861.4270309999999
238.0,862.570156,20.46,98.5,1336.7,861.1,19.7,98.8,860.976094
239.0,862.097812,20.43,98.3,1339.64,860.6,19.7,98.8,860.50375
240.0,861.705937,20.4,98.4,1344.37,860.1,19.7,99.3,860.1118749999999
241.0,861.0444530000001,20.39,98.7,1350.4,859.6,19.6,99.9,859.4503910000001
242.0,860.4603119999999,20.34,99.1,1356.35,859.1,19.6,100.0,858.8662499999999
243.0,860.195156,20.31,99.3,1358.61,858.6,19.6,100.0,858.601094
244.0,859.843828,20.28,99.1,1361.95,858.2,19.6,99.1,858.249766
245.0,859.251718,20.25,99.0,1366.5,857.7,19.5,98.6,857.657656
246.0,858.656718,20.22,98.5,1371.26,857.2,19.5,98.7,857.062656
247.0,858.390937,20.21,98.4,1376.74,856.7,19.5,98.8,856.796875
248.0,857.818671,20.18,98.4,1382.36,856.2,19.4,99.0,856.224609
249.0,857.1475,20.17,98.4,1388.94,855.7,19.4,99.4,855.553438
250.0,856.868906,20.12,98.5,1391.46,855.2,19.4,99.9,855.274844
251.0,856.1658590000001,20.09,98.8,1396.8,854.7,19.4,100.0,854.5717970000001
252.0,855.384062,20.07,99.0,1402.47,854.1,19.4,100.0,853.79
253.0,854.885703,20.04,99.2,1408.09,853.6,19.3,100.0,853.291641
254.0,854.3875780000001,19.99,99.3,1415.39,853.0,19.3,100.0,852.7935160000001
255.0,853.681562,19.97,99.3,1422.35,852.4,19.3,99.9,852.0875
256.0,853.10914,19.94,99.2,1427.99,851.9,19.2,99.5,851.515078
257.0,852.682968,19.9,99.1,1432.75,851.3,19.2,99.2,851.088906
258.0,852.27414,19.88,99.0,1437.37,850.8,19.1,98.8,850.680078
259.0,851.758906,19.86,98.7,1441.03,850.2,19.1,98.3,850.164844
260.0,851.089921,19.83,98.2,1447.36,849.7,19.1,97.9,849.495859
261.0,850.5294530000001,19.81,97.9,1453.01,849.2,19.0,97.7,848.9353910000001
262.0,850.0214840000001,19.77,97.4,1459.14,848.7,19.0,97.7,848.4274220000001
263.0,849.6085929999999,19.76,97.3,1463.71,848.2,18.9,97.9,848.0145309999999
264.0,849.227734,19.75,97.1,1467.17,847.7,18.9,97.9,847.633672
265.0,848.797812,19.72,97.0,1471.87,847.2,18.9,98.0,847.20375
266.0,848.4225,19.7,97.0,1475.97,846.8,18.9,98.1,846.828438
267.0,847.7592179999999,19.67,97.1,1482.12,846.3,18.9,98.5,846.1651559999999
268.0,847.0350780000001,19.65,97.3,1489.02,845.8,18.9,99.1,845.4410160000001
269.0,846.577265,19.63,97.5,1494.38,845.3,18.8,99.3,844.983203
270.0,846.192812,19.61,97.6,1498.86,844.8,18.8,98.8,844.59875
271.0,845.641718,19.58,97.6,1504.23,844.3,18.8,98.2,844.047656
272.0,845.1860929999999,19.57,97.5,1508.73,843.8,18.8,98.1,843.5920309999999
273.0,844.7934369999999,19.53,97.5,1513.52,843.3,18.7,98.2,843.1993749999999
274.0,844.279062,19.51,97.5,1520.03,842.8,18.7,98.3,842.685
275.0,843.670156,19.49,97.5,1526.08,842.3,18.7,98.4,842.076094
276.0,843.3060929999999,19.48,97.5,1531.05,841.8,18.7,98.3,841.7120309999999
277.0,842.772656,19.46,97.5,1535.88,841.3,18.7,98.2,841.178594
278.0,842.2186710000001,19.43,97.5,1541.62,840.8,18.6,98.1,840.6246090000001
279.0,841.553906,19.39,97.5,1549.0,840.2,18.6,98.2,839.959844
280.0,841.066562,19.37,97.5,1555.83,839.7,18.6,98.4,839.4725
281.0,840.696171,19.35,97.6,1562.84,839.2,18.6,98.3,839.102109
282.0,840.134062,19.34,97.6,1568.77,838.7,18.6,98.1,838.54
283.0,839.507031,19.31,97.7,1574.76,838.2,18.6,98.1,837.912969
284.0,838.947812,19.3,97.8,1581.0,837.7,18.6,98.5,837.35375
285.0,838.495625,19.27,97.9,1583.6,837.2,18.5,98.8,836.901563
286.0,838.1896869999999,19.24,97.9,1590.15,836.7,18.4,99.1,836.5956249999999
287.0,837.912578,19.23,98.0,1595.09,836.3,18.4,99.2,836.318516
288.0,837.4254679999999,19.2,98.1,1601.9,835.9,18.4,99.3,835.8314059999999
289.0,836.946093,19.18,98.1,1606.31,835.5,18.4,99.3,835.352031
290.0,836.700625,19.15,98.2,1608.76,835.1,18.4,99.2,835.1065629999999
291.0,836.278359,19.13,98.2,1611.66,834.7,18.4,99.0,834.684297
292.0,835.755,19.09,98.3,1615.36,834.3,18.3,99.1,834.160938
293.0,835.140625,19.08,98.3,1619.51,833.9,18.3,99.3,833.546563
294.0,834.8303900000001,19.05,98.4,1620.98,833.4,18.3,99.3,833.2363280000001
295.0,834.477812,19.03,98.6,1623.29,833.0,18.3,99.0,832.88375
296.0,834.10789,19.01,98.8,1628.13,832.6,18.3,98.9,832.513828
297.0,833.617187,18.99,98.9,1634.31,832.2,18.3,99.1,832.0231249999999
298.0,833.246406,18.96,98.9,1637.56,831.7,18.3,99.5,831.652344
299.0,832.733515,18.93,98.9,1641.9,831.2,18.3,99.6,831.139453
300.0,832.115625,18.92,99.0,1646.4,830.7,18.3,99.8,830.521563
301.0,831.565156,18.89,99.2,1652.53,830.2,18.2,99.8,829.971094
302.0,830.903125,18.88,99.2,1658.1,829.7,18.2,99.7,829.309063
303.0,830.4875,18.85,99.3,1661.31,829.2,18.2,99.6,828.893438
304.0,830.088593,18.83,99.3,1665.85,828.7,18.1,99.7,828.4945309999999
305.0,829.612812,18.8,99.4,1669.94,828.2,18.1,99.8,828.01875
306.0,829.316015,18.77,99.4,1674.95,827.8,18.1,100.0,827.721953
307.0,828.796015,18.76,99.6,1681.43,827.3,18.1,100.0,827.201953
308.0,828.401562,18.72,99.7,1684.67,826.9,18.1,100.0,826.8075
309.0,828.074843,18.7,99.8,1689.26,826.5,18.1,100.0,826.480781
310.0,827.678671,18.69,99.9,1694.18,826.1,18.1,100.0,826.084609
311.0,827.1946869999999,18.65,100.0,1695.46,825.7,18.0,100.0,825.6006249999999
312.0,826.8565619999999,18.64,100.0,1700.72,825.3,18.0,100.0,825.2624999999999
313.0,826.514531,18.61,100.0,1706.75,824.9,18.0,100.0,824.920469
314.0,826.137656,18.59,100.0,1712.54,824.5,18.0,100.0,824.543594
316.0,825.011718,18.55,100.0,1726.76,823.6,18.0,100.0,823.417656
317.0,824.620468,18.53,100.0,1731.4,823.2,18.0,100.0,823.026406
318.0,824.1867179999999,18.51,100.0,1734.42,822.7,18.0,100.0,822.5926559999999
319.0,823.5953119999999,18.48,100.0,1739.45,822.2,18.0,100.0,822.0012499999999
320.0,823.270312,18.46,100.0,1744.45,821.7,18.0,100.0,821.67625
321.0,822.621718,18.45,100.0,1750.57,821.2,18.0,100.0,821.027656
322.0,822.096875,18.43,100.0,1752.89,820.7,17.9,100.0,820.502813
323.0,821.572578,18.4,100.0,1755.67,820.2,17.9,100.0,819.978516
324.0,820.912656,18.38,100.0,1760.86,819.7,17.9,100.0,819.318594
325.0,820.4685929999999,18.35,100.0,1765.44,819.1,18.0,100.0,818.8745309999999
326.0,820.127343,18.34,100.0,1769.65,818.6,18.0,99.9,818.533281
327.0,819.453906,18.33,100.0,1775.97,818.1,18.0,99.8,817.859844
328.0,818.807187,18.31,100.0,1783.68,817.6,18.0,100.0,817.213125
329.0,818.390312,18.3,100.0,1787.88,817.0,18.0,100.0,816.79625
330.0,817.897187,18.28,100.0,1791.83,816.5,17.9,99.8,816.303125
331.0,817.39625,18.29,100.0,1796.13,816.0,17.9,99.9,815.802188
332.0,816.9932030000001,18.26,100.0,1801.04,815.5,17.9,100.0,815.3991410000001
333.0,816.512109,18.25,100.0,1806.7,815.1,17.9,100.0,814.918047
334.0,815.8972650000001,18.24,100.0,1812.07,814.6,17.9,100.0,814.303203
335.0,815.558906,18.24,100.0,1816.01,814.1,17.9,100.0,813.964844
336.0,815.006562,18.2,100.0,1821.31,813.6,17.8,100.0,813.4125
337.0,814.5600780000001,18.18,100.0,1826.7,813.2,17.8,100.0,812.9660160000001
338.0,814.158906,18.17,100.0,1831.26,812.7,17.8,100.0,812.564844
339.0,813.793046,18.17,100.0,1835.43,812.3,17.8,100.0,812.198984
340.0,813.3,18.15,100.0,1841.03,811.9,17.7,100.0,811.705938
341.0,812.887343,18.14,100.0,1846.24,811.4,17.7,100.0,811.293281
342.0,812.487343,18.13,100.0,1850.04,811.0,17.7,100.0,810.893281
343.0,812.103125,18.11,100.0,1854.02,810.6,17.7,100.0,810.509063
345.0,811.391875,18.09,100.0,1861.3,809.8,17.7,100.0,809.797813
346.0,810.9629679999999,18.07,100.0,1865.73,809.4,17.6,100.0,809.3689059999999
347.0,810.498281,18.04,100.0,1872.81,809.0,17.6,100.0,808.904219
348.0,810.148671,18.04,100.0,1875.89,808.6,17.6,100.0,808.554609
349.0,809.7153900000001,18.03,100.0,1880.0,808.2,17.6,100.0,808.1213280000001
350.0,809.313593,18.01,100.0,1884.11,807.8,17.6,100.0,807.719531
351.0,808.8475,17.99,100.0,1890.12,807.4,17.6,100.0,807.253438
352.0,808.3563280000001,17.98,100.0,1893.62,806.9,17.6,100.0,806.7622660000001
353.0,807.917343,17.96,100.0,1896.14,806.5,17.6,100.0,806.323281
354.0,807.524218,17.95,100.0,1901.44,806.0,17.5,100.0,805.930156
355.0,807.1135929999999,17.92,100.0,1906.4,805.6,17.5,100.0,805.5195309999999
356.0,806.570468,17.91,100.0,1912.1,805.1,17.5,100.0,804.976406
357.0,806.0341400000001,17.89,100.0,1917.8,804.6,17.5,100.0,804.4400780000001
