time,p_st,t_st,rh_st,z_st,p_vs,t_vs,rh_vs,p_st_adj
152.0,916.16375,9.22,90.0,938.28,917.2,8.1,87.1,917.0624220000001
153.0,915.260781,9.16,90.1,945.36,916.6,8.1,87.5,916.159453
154.0,914.837109,9.12,90.3,952.91,915.9,8.0,88.0,915.7357810000001
155.0,914.079531,9.08,90.3,956.9,915.2,8.0,88.3,914.978203
157.0,912.727187,8.99,90.3,968.68,913.8,7.8,88.8,913.625859
159.0,911.220937,8.88,90.3,981.32,912.4,7.8,88.2,912.1196090000001
160.0,910.250312,8.83,90.3,988.08,911.7,7.7,88.2,911.148984
161.0,909.716875,8.79,90.4,996.1,911.0,7.7,88.3,910.615547
163.0,908.115625,8.66,90.7,1010.53,909.5,7.5,88.6,909.014297
164.0,907.612265,8.62,90.9,1017.34,908.8,7.5,88.9,908.510937
165.0,906.824687,8.56,91.1,1021.6,908.0,7.4,89.1,907.7233590000001
168.0,905.566328,8.45,91.6,1035.17,905.9,7.2,90.1,906.465
169.0,904.838828,8.39,91.8,1040.3,905.2,7.2,90.4,905.7375000000001
169.0,904.162812,8.35,91.9,1045.74,905.2,7.2,90.4,905.0614840000001
170.0,903.579843,8.3,92.1,1050.56,904.5,7.1,90.8,904.478515
171.0,902.808437,8.27,92.2,1055.52,903.9,7.1,90.9,903.7071090000001
172.0,902.156718,8.21,92.4,1061.73,903.2,7.0,91.1,903.05539
173.0,901.565859,8.18,92.4,1067.54,902.5,7.0,91.3,902.4645310000001
174.0,900.899453,8.12,92.5,1073.53,901.9,6.9,91.4,901.798125
175.0,900.132734,8.08,92.7,1080.93,901.2,6.9,91.4,901.0314060000001
176.0,899.4557030000001,8.01,92.8,1087.55,900.5,6.8,91.4,900.3543750000001
177.0,898.888359,7.97,93.0,1092.21,899.9,6.8,91.3,899.7870310000001
178.0,898.2225780000001,7.91,93.2,1098.32,899.2,6.8,91.5,899.1212500000001
179.0,897.52164,7.88,93.3,1104.43,898.5,6.7,92.0,898.4203120000001
180.0,896.749375,7.82,93.5,1111.46,897.9,6.6,92.3,897.648047
181.0,895.992031,7.77,93.7,1119.92,897.2,6.6,92.5,896.890703
182.0,895.419218,7.73,93.9,1127.65,896.5,6.6,92.8,896.31789
183.0,894.8725,7.67,94.1,1134.03,895.9,6.5,93.1,895.771172
184.0,894.125937,7.62,94.4,1140.11,895.2,6.4,93.5,895.024609
185.0,893.444062,7.56,94.6,1145.56,894.5,6.4,93.7,894.3427340000001
186.0,892.93375,7.52,94.8,1150.45,893.8,6.3,93.8,893.8324220000001
187.0,892.320156,7.47,95.0,1155.26,893.2,6.3,94.0,893.218828
188.0,891.673046,7.44,95.2,1160.81,892.5,6.2,94.3,892.571718
189.0,891.08,7.38,95.4,1165.91,891.9,6.2,94.7,891.9786720000001
190.0,890.411875,7.34,95.5,1171.46,891.2,6.1,94.9,891.310547
191.0,889.768593,7.3,95.5,1177.47,890.6,6.1,95.1,890.667265
192.0,888.8871869999999,7.25,95.5,1183.4,890.0,6.1,95.0,889.785859
193.0,888.065468,7.21,95.5,1192.65,889.3,6.1,94.6,888.96414
194.0,887.486406,7.17,95.4,1199.7,888.6,6.1,93.9,888.385078
196.0,886.64164,7.14,95.4,1206.39,887.2,6.1,93.0,887.5403120000001
196.0,885.929218,7.07,95.4,1214.07,887.2,6.1,93.0,886.82789
197.0,885.137968,7.03,95.4,1221.56,886.5,6.0,92.8,886.03664
198.0,884.2235929999999,6.97,95.3,1229.26,885.8,6.0,92.5,885.122265
199.0,883.7542179999999,6.94,95.2,1237.65,885.0,6.0,92.4,884.65289
200.0,883.00375,6.92,95.0,1241.74,884.3,5.9,92.2,883.902422
201.0,882.351718,6.89,94.7,1248.44,883.6,5.9,91.8,883.25039
202.0,881.72375,6.85,94.5,1253.97,882.8,5.9,91.2,882.622422
204.0,881.050781,6.82,94.3,1259.62,881.4,5.9,89.4,881.9494530000001
205.0,879.6371869999999,6.77,93.9,1272.45,880.7,5.9,89.1,880.535859
206.0,879.029375,6.73,93.8,1280.19,880.1,5.9,89.2,879.928047
207.0,878.359687,6.68,93.7,1287.07,879.4,5.9,89.2,879.258359
208.0,877.70664,6.66,93.6,1292.71,878.7,5.8,89.2,878.605312
209.0,876.982421,6.61,93.5,1299.32,878.0,5.8,89.3,877.8810930000001
210.0,876.2614840000001,6.58,93.4,1306.07,877.4,5.7,89.3,877.1601560000001
211.0,875.6504679999999,6.55,93.2,1313.41,876.7,5.7,89.2,876.54914
212.0,875.157343,6.51,93.1,1320.6,876.0,5.6,89.0,876.056015
213.0,874.652734,6.5,93.0,1325.35,875.3,5.6,88.9,875.551406
214.0,873.837656,6.47,93.0,1331.16,874.7,5.6,88.8,874.7363280000001
215.0,873.35125,6.43,92.9,1338.85,874.1,5.5,88.9,874.2499220000001
216.0,872.8226559999999,6.41,92.6,1346.7,873.4,5.5,89.1,873.721328
217.0,872.043359,6.37,92.4,1354.55,872.8,5.4,89.2,872.942031
218.0,871.48,6.34,92.2,1359.17,872.2,5.4,88.8,872.378672
219.0,871.0979679999999,6.32,91.9,1365.4,871.6,5.4,87.9,871.99664
220.0,870.378437,6.3,91.7,1370.36,871.0,5.3,87.3,871.277109
223.0,868.9285150000001,6.21,91.2,1378.89,869.2,5.3,86.1,869.8271870000001
223.0,868.3323429999999,6.19,91.0,1383.82,869.2,5.3,86.1,869.231015
224.0,867.8313280000001,6.16,90.8,1388.71,868.6,5.3,85.6,868.7300000000001
225.0,867.16875,6.15,90.6,1393.61,868.0,5.3,85.4,868.0674220000001
226.0,866.5025,6.13,90.5,1398.0,867.4,5.3,84.9,867.4011720000001
227.0,865.943906,6.09,90.3,1402.09,866.7,5.3,84.4,866.842578
228.0,865.361171,6.08,90.1,1407.29,866.1,5.4,84.1,866.259843
229.0,864.639375,6.06,89.4,1412.1,865.5,5.4,84.1,865.538047
230.0,864.0977340000001,6.04,88.8,1418.27,864.9,5.3,83.7,864.9964060000001
231.0,863.639687,6.05,88.3,1424.29,864.3,5.3,82.4,864.538359
233.0,862.408125,6.03,87.3,1436.17,863.1,5.6,78.5,863.3067970000001
234.0,861.9054679999999,6.02,86.9,1441.17,862.5,5.6,77.6,862.80414
235.0,861.1145309999999,6.03,86.4,1446.17,861.9,5.6,76.9,862.013203
236.0,860.382656,6.04,86.0,1451.62,861.3,5.8,76.1,861.281328
237.0,859.82625,6.04,85.9,1459.04,860.7,5.8,75.4,860.724922
238.0,859.362812,6.05,85.2,1464.15,860.1,5.9,74.8,860.261484
239.0,858.8004679999999,6.06,83.9,1469.46,859.5,6.0,74.1,859.6991399999999
240.0,858.097109,6.08,81.6,1475.33,858.9,6.1,72.9,858.9957810000001
241.0,857.3745309999999,6.11,79.2,1483.24,858.3,6.2,70.0,858.273203
243.0,856.60625,6.13,76.0,1496.94,857.1,6.3,61.1,857.5049220000001
244.0,855.982656,6.14,76.8,1500.52,856.5,6.3,58.0,856.881328
245.0,855.3267179999999,6.18,78.7,1506.88,855.9,6.3,58.2,856.22539
246.0,854.787812,6.18,80.4,1512.27,855.3,6.3,62.6,855.6864840000001
247.0,854.0257809999999,6.21,81.7,1520.95,854.8,6.3,69.4,854.924453
249.0,852.873437,6.22,83.6,1530.85,853.6,6.2,77.9,853.772109
250.0,852.3403119999999,6.23,84.2,1535.93,853.1,6.1,78.4,853.238984
252.0,851.303125,6.23,85.4,1545.89,851.9,6.0,78.6,852.201797
253.0,850.684843,6.26,85.9,1551.58,851.3,5.9,78.7,851.583515
254.0,850.196484,6.24,86.3,1555.51,850.7,5.9,79.1,851.0951560000001
255.0,849.599531,6.24,86.6,1559.85,850.1,5.9,79.7,850.498203
256.0,848.908125,6.23,86.8,1565.04,849.6,5.9,80.1,849.8067970000001
257.0,848.3964840000001,6.22,87.1,1570.73,849.0,5.8,80.4,849.2951560000001
258.0,847.63,6.21,87.3,1575.85,848.5,5.8,80.6,848.528672
259.0,847.094375,6.19,87.4,1583.12,847.9,5.7,80.9,847.993047
260.0,846.388906,6.18,87.6,1589.5,847.3,5.6,81.3,847.287578
261.0,845.64875,6.17,87.7,1597.5,846.7,5.6,81.7,846.547422
262.0,844.953593,6.16,87.8,1604.62,846.0,5.5,82.0,845.852265
264.0,843.9525,6.11,88.0,1617.2,844.7,5.4,82.4,844.851172
266.0,842.4582809999999,6.06,88.2,1629.41,843.4,5.3,82.9,843.356953
268.0,841.266015,6.01,88.5,1639.86,842.2,5.2,83.2,842.1646870000001
269.0,840.493906,5.97,88.7,1646.1,841.5,5.2,83.6,841.3925780000001
270.0,840.092187,5.97,88.9,1650.75,840.9,5.2,83.9,840.990859
271.0,839.335625,5.94,89.0,1657.23,840.3,5.1,83.8,840.2342970000001
272.0,838.736875,5.92,89.0,1663.15,839.6,5.2,83.7,839.6355470000001
273.0,838.1896869999999,5.9,89.0,1668.7,839.0,5.3,83.5,839.088359
274.0,837.441171,5.89,89.0,1673.81,838.4,5.3,82.9,838.3398430000001
275.0,836.685,5.89,89.1,1680.25,837.7,5.4,82.2,837.583672
276.0,836.1249210000001,5.89,89.4,1687.5,837.1,5.4,81.5,837.0235930000001
277.0,835.653125,5.88,89.6,1692.14,836.5,5.5,81.2,836.5517970000001
278.0,834.986171,5.88,89.9,1697.23,835.8,5.6,81.4,835.884843
280.0,834.4290619999999,5.88,90.1,1704.64,834.6,5.6,82.3,835.327734
280.0,833.732421,5.89,90.3,1710.59,834.6,5.6,82.3,834.6310930000001
281.0,833.035,5.88,90.5,1717.84,833.9,5.6,82.4,833.933672
282.0,832.378281,5.87,90.6,1724.65,833.3,5.6,82.9,833.276953
283.0,831.8279679999999,5.87,90.8,1731.8,832.7,5.5,83.5,832.72664
284.0,831.226093,5.88,90.9,1739.18,832.1,5.5,83.7,832.124765
285.0,830.595,5.87,90.9,1745.66,831.4,5.5,83.8,831.4936720000001
286.0,830.061875,5.87,91.0,1752.71,830.8,5.5,83.6,830.960547
288.0,828.6754679999999,5.89,88.1,1766.54,829.5,5.5,82.3,829.5741399999999
289.0,827.973281,5.93,83.9,1772.06,828.9,5.6,79.8,828.8719530000001
290.0,827.222109,6.0,79.2,1779.81,828.3,5.8,73.8,828.1207810000001
291.0,826.676406,6.07,74.7,1787.7,827.6,6.4,63.4,827.5750780000001
292.0,826.2203119999999,6.11,70.7,1792.87,827.0,7.0,51.5,827.118984
293.0,825.40875,6.18,66.9,1797.49,826.4,7.4,42.8,826.3074220000001
294.0,824.671875,6.28,63.6,1805.51,825.7,7.7,37.9,825.570547
295.0,824.248906,6.34,60.8,1811.81,825.1,7.9,35.4,825.1475780000001
296.0,823.694062,6.42,58.5,1816.57,824.4,8.0,33.7,824.5927340000001
297.0,822.919843,6.5,56.5,1822.05,823.8,8.1,32.8,823.818515
298.0,822.112031,6.61,55.3,1829.17,823.2,8.2,32.6,823.010703
299.0,821.494843,6.72,54.1,1837.53,822.5,8.3,32.6,822.393515
300.0,820.937187,6.8,53.3,1843.37,821.9,8.4,32.9,821.835859
301.0,820.1754679999999,6.88,52.7,1849.7,821.2,8.5,33.7,821.0741399999999
302.0,819.379531,6.98,52.3,1856.93,820.5,8.6,34.2,820.2782030000001
303.0,818.933281,7.08,52.1,1864.04,819.9,8.6,34.6,819.831953
304.0,818.259531,7.17,52.1,1867.36,819.2,8.6,35.1,819.1582030000001
305.0,817.452031,7.24,52.1,1873.89,818.6,8.7,35.9,818.3507030000001
306.0,816.805937,7.34,52.6,1879.92,817.9,8.7,36.7,817.704609
307.0,816.35875,7.41,53.2,1887.07,817.2,8.7,37.6,817.257422
308.0,815.631484,7.49,53.7,1892.77,816.6,8.7,38.7,816.530156
309.0,814.9164840000001,7.56,54.2,1898.82,815.9,8.8,40.1,815.8151560000001
311.0,813.58789,7.7,56.8,1914.78,814.6,8.8,42.4,814.486562
312.0,812.984375,7.78,57.8,1924.22,814.0,8.7,43.7,813.883047
313.0,812.490156,7.83,58.9,1928.46,813.3,8.7,45.7,813.388828
315.0,811.215156,7.94,60.9,1942.64,812.1,8.8,49.2,812.113828
316.0,810.8357030000001,7.99,61.7,1947.7,811.4,8.8,49.8,811.7343750000001
317.0,810.211093,8.04,62.7,1952.36,810.8,8.8,50.6,811.109765
318.0,809.5963280000001,8.07,63.7,1958.6,810.2,8.8,51.6,810.4950000000001
319.0,808.898984,8.13,64.5,1964.11,809.7,8.7,52.6,809.7976560000001
320.0,808.333593,8.18,65.1,1971.28,809.1,8.7,53.7,809.232265
321.0,807.718125,8.21,65.6,1977.96,808.5,8.7,54.8,808.616797
323.0,806.319531,8.28,66.3,1990.74,807.3,8.6,55.8,807.218203
324.0,805.763437,8.29,66.5,1997.27,806.6,8.6,56.1,806.662109
325.0,805.093906,8.31,66.6,2003.03,806.0,8.5,56.2,805.992578
326.0,804.292343,8.33,66.6,2009.72,805.4,8.5,56.4,805.191015
327.0,803.6059369999999,8.35,66.6,2017.47,804.7,8.4,56.6,804.504609
329.0,802.575625,8.36,66.9,2027.62,803.4,8.3,56.9,803.474297
330.0,801.928437,8.34,67.0,2033.34,802.8,8.2,57.2,802.8271090000001
331.0,801.405937,8.35,67.1,2040.84,802.2,8.1,57.7,802.304609
332.0,800.7309369999999,8.35,67.1,2047.44,801.5,8.1,58.0,801.629609
333.0,800.04,8.34,67.1,2053.77,800.9,8.1,58.2,800.938672
334.0,799.287968,8.33,67.2,2062.05,800.3,8.0,58.5,800.18664
335.0,798.810234,8.31,67.6,2069.27,799.7,7.9,58.8,799.7089060000001
337.0,798.443906,8.31,68.0,2072.21,798.5,7.8,59.8,799.342578
337.0,797.813437,8.3,68.3,2075.68,798.5,7.8,59.8,798.712109
340.0,796.2882030000001,8.27,68.7,2092.58,796.8,7.7,61.2,797.1868750000001
342.0,795.1375,8.25,69.9,2104.01,795.7,7.6,61.7,796.0361720000001
343.0,794.6621090000001,8.22,70.4,2108.47,795.2,7.6,62.6,795.5607810000001
345.0,793.324296,8.19,71.7,2120.77,794.1,7.6,64.7,794.222968
346.0,792.9577340000001,8.16,72.3,2126.19,793.5,7.6,65.5,793.8564060000001
347.0,792.4829679999999,8.16,73.0,2130.17,793.0,7.5,66.4,793.38164
348.0,791.86125,8.14,73.6,2133.77,792.4,7.5,67.4,792.7599220000001
349.0,791.376093,8.11,74.3,2139.66,791.9,7.5,68.2,792.274765
350.0,790.8882030000001,8.1,74.9,2144.3,791.3,7.5,68.9,791.7868750000001
351.0,790.228125,8.09,75.6,2151.42,790.8,7.4,69.4,791.126797
353.0,788.714218,8.04,76.9,2166.26,789.7,7.4,71.1,789.61289
354.0,788.4182030000001,8.01,77.5,2172.43,789.1,7.4,71.8,789.3168750000001
355.0,787.8423429999999,8.0,78.1,2177.96,788.5,7.4,72.6,788.741015
356.0,787.194375,7.97,78.6,2184.81,787.9,7.3,73.4,788.0930470000001
358.0,786.237656,7.94,79.6,2196.12,786.8,7.3,74.0,787.136328
359.0,785.461718,7.92,80.2,2202.33,786.2,7.2,74.3,786.36039
361.0,784.338671,7.9,81.6,2216.15,785.1,7.2,75.3,785.237343
362.0,783.976406,7.88,82.2,2220.51,784.5,7.3,75.9,784.875078
363.0,783.509687,7.85,82.7,2225.59,783.9,7.3,76.6,784.408359
364.0,782.8225,7.84,83.1,2230.54,783.4,7.3,77.2,783.721172
365.0,782.1791400000001,7.83,83.5,2238.36,782.8,7.4,77.3,783.0778120000001
366.0,781.846875,7.81,83.7,2244.92,782.3,7.3,77.1,782.745547
367.0,781.3164840000001,7.81,83.9,2250.02,781.7,7.3,77.3,782.2151560000001
368.0,780.620937,7.77,84.0,2255.01,781.2,7.3,77.8,781.5196090000001
369.0,780.231093,7.77,84.1,2259.29,780.7,7.2,78.2,781.129765
370.0,779.658125,7.75,84.4,2263.31,780.1,7.1,78.3,780.5567970000001
371.0,779.3071090000001,7.73,84.8,2267.66,779.6,7.1,78.6,780.2057810000001
373.0,778.286875,7.7,86.5,2276.25,778.6,7.0,80.0,779.185547
