Time,Height,P,T,RH,WS,WD
0.2,78.31,1019.648125,16.95,90.5,2.0305555555555554,132.85000000000002
1.2,83.08,1018.6925,16.89,89.7,5.125,61.150000000000006
2.2,81.29,1017.926015,16.83,88.5,7.7555555555555555,319.28999999999996
3.2,80.68,1017.15414,16.79,87.8,2.283333333333333,319.28999999999996
4.2,79.79,1016.401718,16.73,87.4,7.636111111111111,322.62
5.2,76.65,1015.979062,16.69,87.3,7.569444444444445,316.22
6.2,72.51,1015.412265,16.65,87.2,6.102777777777778,246.25
7.2,72.83,1014.732812,16.58,87.1,11.81111111111111,194.15
8.2,67.31,1014.308984,16.54,86.8,4.627777777777778,234.77
9.2,62.65,1013.450859,16.49,86.5,11.272222222222222,312.03
10.2,53.27,1012.679921,16.44,86.6,6.266666666666667,338.99
11.2,61.37,1012.506796,16.4,86.6,3.7972222222222225,354.3
12.2,67.65,1011.695625,16.36,86.3,6.813888888888888,115.39999999999998
13.2,82.44,1011.212031,16.33,86.1,9.966666666666667,168.57
14.2,91.06,1010.519921,16.28,86.1,5.938888888888888,172.99
15.2,92.18,1009.82375,16.25,86.2,1.6694444444444445,172.99
16.2,96.74,1009.240156,16.19,86.2,3.85,122.36000000000001
17.2,103.55,1008.381171,16.15,86.3,5.108333333333333,72.50999999999999
18.2,111.16,1007.923125,16.14,86.3,8.502777777777778,88.18
19.2,109.02,1007.419218,16.08,86.3,4.8,92.35000000000002
20.2,107.01,1006.819531,16.06,86.3,5.605555555555555,119.63999999999999
21.2,93.5,1006.446875,16.03,86.4,6.841666666666667,140.19
22.2,110.26,1005.309218,15.97,86.5,1.3305555555555555,140.19
23.2,121.35,1004.630312,15.93,86.4,4.922222222222222,91.29000000000002
24.2,123.41,1004.36375,15.91,86.3,9.119444444444444,104.82
25.2,115.94,1003.640625,15.84,86.1,11.61111111111111,76.95999999999998
26.2,121.84,1002.919687,15.81,85.9,10.96111111111111,99.81
27.2,138.26,1002.188437,15.79,85.9,4.561111111111112,71.88999999999999
28.2,138.53,1001.738281,15.74,86.1,2.7444444444444445,75.63
29.2,145.49,1000.863125,15.7,85.9,7.916666666666667,124.83999999999997
30.2,148.44,1000.115781,15.66,85.4,7.858333333333333,105.60000000000002
31.2,160.6,999.613203,15.62,85.1,8.716666666666667,86.11000000000001
32.2,155.58,998.970156,15.6,85.1,12.894444444444444,62.22999999999999
33.2,169.24,998.389687,15.57,85.1,8.666666666666666,58.879999999999995
34.2,172.73,998.011015,15.52,85.1,5.7555555555555555,42.47
35.2,165.1,997.178281,15.48,85.1,4.552777777777778,44.18000000000001
36.2,171.02,996.666093,15.45,85.0,5.55,72.82
37.2,176.47,996.066093,15.41,84.8,7.666666666666667,75.07
38.2,179.75,995.392187,15.38,84.6,8.438888888888888,93.10000000000002
39.2,182.96,994.885156,15.34,84.5,7.108333333333333,93.17000000000002
40.2,197.14,994.259921,15.32,84.6,6.563888888888888,94.04000000000002
41.2,211.91,993.589687,15.28,84.7,10.113888888888889,90.69999999999999
42.2,221.83,993.158828,15.24,84.7,13.794444444444444,75.99000000000001
43.2,234.86,992.352812,15.2,84.7,16.494444444444444,81.32
44.2,248.12,991.925156,15.17,84.7,15.847222222222223,83.63999999999999
45.2,243.27,991.125859,15.14,84.8,11.880555555555556,77.20999999999998
46.2,240.52,990.34539,15.08,84.9,7.052777777777778,91.80000000000001
47.2,222.72,989.603437,15.04,85.1,3.888888888888889,75.25999999999999
48.2,217.97,988.883984,14.99,85.3,6.030555555555555,70.16
49.2,211.77,988.307421,14.95,85.4,6.422222222222222,51.139999999999986
50.2,207.76,988.097656,14.91,85.6,8.855555555555556,38.50999999999999
51.5,206.09,987.395625,14.88,85.8,9.533333333333333,37.96000000000001
52.2,214.94,986.697812,14.84,85.9,9.744444444444444,22.22
53.2,210.92,986.100468,14.8,86.0,5.658333333333333,31.78
54.2,209.28,985.437031,14.76,86.3,3.4,40.110000000000014
55.2,203.68,984.715078,14.72,86.4,7.641666666666667,120.85000000000002
56.2,208.1,984.447343,14.67,86.5,6.277777777777778,113.32999999999998
57.2,210.73,983.692187,14.62,86.6,7.975,95.99000000000001
58.2,224.33,983.089218,14.59,86.8,10.047222222222222,84.56
59.2,234.19,982.545156,14.55,86.9,11.613888888888889,77.79000000000002
60.2,245.21,981.867187,14.5,87.0,11.694444444444445,67.25999999999999
61.2,244.35,981.187812,14.47,87.2,10.530555555555557,73.53
62.2,250.43,980.805156,14.43,87.3,6.863888888888889,67.28999999999999
64.2,252.84,979.4225,14.34,87.5,10.772222222222222,94.08999999999997
65.2,265.09,979.018906,14.3,87.7,10.797222222222222,87.51999999999998
66.2,270.47,978.36039,14.26,87.8,10.416666666666666,66.27000000000001
67.2,277.54,977.592968,14.19,87.9,14.158333333333333,79.81
68.2,312.5,977.108437,14.16,88.1,11.433333333333334,70.53
69.2,315.16,976.669375,14.14,88.2,9.522222222222222,49.06
70.2,324.59,975.981875,14.09,88.3,10.91388888888889,53.34
71.2,336.31,975.550312,14.04,88.5,10.825,57.94
72.2,345.25,974.882968,14.0,88.6,11.333333333333334,62.00999999999999
73.2,351.67,974.183984,13.96,88.8,12.969444444444443,73.6
74.2,360.55,973.615312,13.91,88.9,12.58611111111111,78.27999999999997
75.2,375.42,972.822343,13.85,89.1,12.183333333333334,82.97000000000003
76.2,394.57,972.372812,13.81,89.2,12.636111111111111,85.16000000000003
77.2,401.87,971.639062,13.76,89.4,12.283333333333333,76.22000000000003
78.2,409.99,970.966484,13.7,89.6,10.68611111111111,78.04000000000002
79.2,421.06,970.466796,13.65,89.8,10.433333333333334,79.32999999999998
80.2,431.91,969.732343,13.61,90.0,9.81388888888889,81.19
81.2,450.1,968.954453,13.56,90.1,9.636111111111111,85.79000000000002
82.2,479.05,968.488125,13.51,90.3,9.78888888888889,78.83999999999997
83.2,481.75,967.722187,13.45,90.5,7.861111111111112,61.900000000000006
84.2,485.57,967.142812,13.4,90.6,6.177777777777778,62.620000000000005
85.2,469.0,966.416796,13.34,90.8,5.625,53.900000000000006
86.2,469.09,965.792968,13.3,91.1,5.102777777777778,48.91
87.2,478.59,965.015156,13.25,91.4,6.586111111111111,63.44
88.2,485.26,964.167812,13.17,91.7,7.761111111111111,69.78999999999999
93.2,478.36,960.937968,12.93,92.8,7.325,62.59
94.2,486.07,959.878125,12.84,93.0,6.7555555555555555,50.860000000000014
95.2,488.82,959.22,12.79,93.3,5.986111111111112,37.0
96.2,500.24,958.572031,12.74,93.6,4.666666666666667,33.66
97.2,507.97,957.765,12.67,93.9,3.1055555555555556,33.75
98.2,511.88,957.196406,12.63,94.1,1.952777777777778,55.00999999999999
99.2,515.87,956.292656,12.58,94.2,3.05,67.37
100.2,527.01,955.405156,12.52,94.3,4.480555555555555,63.129999999999995
101.2,537.61,954.470312,12.45,94.5,4.105555555555556,35.47
102.2,544.71,953.968437,12.41,94.6,5.497222222222222,26.75999999999999
103.2,546.37,953.241093,12.35,94.8,6.708333333333333,31.78
104.2,553.25,952.538125,12.29,94.9,6.725,44.370000000000005
105.2,556.2,951.794843,12.25,95.1,6.030555555555555,46.25
106.2,565.08,950.837968,12.18,95.3,4.338888888888889,55.91999999999999
107.2,573.88,950.386718,12.14,95.5,2.425,58.56
108.2,580.14,949.456406,12.09,95.6,1.3583333333333334,58.56
109.2,581.79,948.717343,12.03,95.7,2.85,57.099999999999994
110.2,584.14,948.203906,11.97,95.9,4.136111111111111,53.93000000000001
111.2,608.43,947.20625,11.91,96.1,6.027777777777778,44.610000000000014
112.2,621.45,946.664843,11.85,96.3,6.088888888888889,32.53
