Time,Height,P,T,RH,WS,WD
0.4,60.3,1004.982187,27.34,86.8,0.55,107.44999999999999
1.4,60.25,1004.97039,27.33,87.2,0.46388888888888885,107.44999999999999
2.4,59.49,1005.006718,27.35,87.5,0.6722222222222223,114.12
3.4,59.2,1004.788515,27.35,87.5,0.711111111111111,114.12
4.4,58.46,1004.069687,27.36,86.3,0.325,114.12
5.4,57.99,1003.257968,27.35,85.7,0.9694444444444444,350.66999999999996
6.4,57.5,1002.654687,27.34,84.7,4.738888888888889,287.40999999999997
7.4,61.36,1001.8975,27.31,84.1,6.966666666666667,284.85
8.4,63.89,1001.184375,27.31,83.8,4.533333333333333,287.04
9.4,67.55,1000.497968,27.26,83.4,1.5055555555555555,287.04
10.4,71.7,1000.393593,27.24,83.3,4.361111111111112,209.67000000000002
11.4,74.94,999.728125,27.22,83.3,5.791666666666667,196.91
12.4,79.88,999.096406,27.2,83.6,6.127777777777778,215.27
13.4,83.66,998.332656,27.16,82.8,4.902777777777778,244.61
14.4,88.02,997.859531,27.14,82.7,5.480555555555555,293.77
15.4,95.75,997.102968,27.12,83.3,4.911111111111111,324.85
16.4,104.77,996.514375,27.08,83.0,2.033333333333333,317.21000000000004
17.4,111.37,996.053203,27.05,83.2,3.691666666666667,200.4
18.4,117.93,995.381718,27.03,83.5,6.780555555555555,202.27
19.4,123.04,994.961015,26.99,83.4,7.077777777777778,171.41000000000003
20.4,130.05,994.56875,26.96,83.1,5.672222222222222,127.05000000000001
21.4,131.98,993.83875,26.92,82.9,5.775,76.41000000000003
22.4,136.47,993.669375,26.89,83.0,5.205555555555555,66.43
23.4,139.95,993.068593,26.84,83.1,6.0,23.94999999999999
24.4,144.95,992.874687,26.83,83.1,3.9972222222222222,21.909999999999997
25.4,148.96,992.508437,26.79,83.0,4.775,335.18
26.4,153.47,991.739531,26.76,83.3,2.2972222222222225,328.08000000000004
27.4,159.59,990.956953,26.73,83.7,3.944444444444444,262.53
28.4,165.33,990.324843,26.68,84.1,1.7583333333333333,251.68
29.4,169.28,989.765625,26.65,84.3,1.45,222.21
30.4,173.86,989.402187,26.61,84.4,4.177777777777778,91.5
31.4,178.26,988.805859,26.59,84.2,5.633333333333334,83.80000000000001
32.8,180.34,988.226484,26.56,84.2,5.105555555555555,64.43
33.4,184.13,987.708828,26.52,84.3,3.691666666666667,359.57
34.4,189.44,986.828281,26.47,84.4,4.972222222222222,301.77
35.4,195.42,985.970625,26.43,84.4,5.6,279.8
36.4,201.86,985.688828,26.38,84.5,3.930555555555556,276.63
37.4,212.08,984.911718,26.34,84.8,3.063888888888889,205.28
38.4,220.41,984.419453,26.29,85.0,6.15,161.7
39.4,225.46,983.636875,26.26,85.2,5.213888888888889,148.61
40.4,229.26,983.356406,26.22,85.4,5.297222222222222,143.45
41.4,231.83,982.805625,26.18,85.6,5.527777777777778,110.82999999999998
42.4,236.73,982.458125,26.13,85.6,5.511111111111111,100.20999999999998
43.4,240.96,981.961093,26.12,85.5,4.205555555555556,90.02999999999997
44.4,247.69,981.440859,26.08,85.6,3.783333333333333,116.01999999999998
45.4,252.81,980.922812,26.02,85.6,4.038888888888889,142.47000000000003
46.4,256.35,980.386328,25.99,85.9,3.6666666666666665,191.71
47.4,260.77,979.879218,25.94,86.3,5.055555555555555,212.72
48.4,265.81,979.190937,25.91,86.6,4.416666666666667,229.43
49.4,269.69,978.827968,25.88,86.8,2.2083333333333335,240.84
50.4,275.4,978.256875,25.84,87.0,3.091666666666667,346.63
51.4,281.54,977.644921,25.8,87.1,3.3555555555555556,53.41
52.4,287.32,977.150937,25.74,87.1,4.108333333333333,65.16
53.4,292.41,976.576484,25.72,87.0,3.65,100.12
54.4,298.45,975.942187,25.68,87.0,2.425,112.69
55.4,302.7,975.4725,25.64,87.1,3.313888888888889,163.88
56.4,307.22,974.994531,25.6,87.2,2.838888888888889,178.95
57.4,310.61,974.541093,25.56,87.4,3.9222222222222225,215.89
58.4,315.66,973.859843,25.52,87.5,4.033333333333333,258.8
59.2,324.32,972.98328125,25.44,87.9,3.969444444444444,330.98
59.4,320.38,973.373437,25.48,87.6,4.705555555555555,303.28
61.4,328.06,972.259218,25.41,88.0,5.916666666666667,61.53999999999999
62.4,332.5,971.697421,25.37,88.1,6.05,46.75
63.4,338.08,971.425,25.32,88.2,2.711111111111111,46.75
64.2,345.09,969.8534375,25.24,88.0,1.8666666666666667,127.87
