Time,Height,P,T,U,WS,WD,Ascent
0.0,11.0,1019.1,15.8,73.0,1.7,56.0,999.0
0.6,14.0,1018.7,15.8,69.8,1.2,57.1,999.0
1.6,20.0,1018.0,15.7,69.0,1.0,59.7,999.0
2.6,27.0,1017.1,15.7,68.3,1.0,62.6,999.0
3.6,31.0,1016.7,15.7,67.8,1.0,65.4,999.0
4.6,34.0,1016.3,15.6,67.5,1.1,68.2,999.0
5.6,40.0,1015.5,15.6,67.3,1.2,70.9,999.0
6.6,47.0,1014.8,15.5,67.2,1.3,73.8,999.0
7.6,53.0,1014.2,15.5,67.0,1.4,76.7,999.0
8.6,57.0,1013.5,15.4,67.1,1.6,79.5,999.0
9.6,63.0,1012.9,15.4,67.3,1.7,82.2,999.0
10.6,68.0,1012.3,15.3,67.4,1.8,84.7,999.0
11.6,74.0,1011.7,15.3,67.4,2.0,87.1,999.0
12.6,79.0,1011.1,15.3,67.4,2.2,89.2,999.0
13.6,83.0,1010.6,15.2,67.4,2.3,91.2,999.0
14.6,86.0,1010.0,15.2,67.4,2.5,92.9,999.0
15.6,90.0,1009.5,15.2,67.5,2.7,94.4,999.0
16.6,93.0,1008.9,15.1,67.4,2.9,95.7,999.0
17.6,101.0,1008.3,15.0,67.7,3.1,96.8,999.0
18.6,107.0,1007.7,15.0,68.2,3.4,97.8,999.0
19.6,112.0,1007.1,15.0,68.4,3.6,98.7,999.0
20.6,117.0,1006.5,14.9,68.1,3.8,99.4,999.0
21.6,122.0,1005.8,14.8,68.1,4.0,100.0,999.0
22.6,127.0,1005.2,14.7,68.3,4.2,100.5,999.0
23.6,133.0,1004.6,14.7,68.5,4.5,100.9,999.0
24.6,138.0,1004.0,14.6,68.6,4.7,101.2,999.0
25.6,142.0,1003.5,14.6,68.7,4.9,101.4,999.0
26.6,147.0,1002.9,14.5,68.9,5.1,101.6,999.0
27.6,152.0,1002.3,14.5,69.1,5.2,101.7,999.0
28.6,157.0,1001.7,14.4,69.1,5.4,101.7,999.0
29.6,160.0,1001.2,14.4,69.3,5.6,101.7,999.0
30.6,164.0,1000.6,14.3,69.7,5.7,101.7,999.0
31.6,171.0,1000.0,14.3,70.0,5.8,101.7,999.0
32.6,177.0,999.4,14.2,70.3,5.9,101.6,999.0
33.6,183.0,998.8,14.1,70.4,6.0,101.5,999.0
34.6,186.0,998.2,14.1,70.5,6.1,101.4,999.0
35.6,192.0,997.6,14.0,70.6,6.2,101.3,999.0
36.6,196.0,997.0,14.0,70.6,6.2,101.2,999.0
37.6,201.0,996.4,14.0,70.5,6.3,101.0,999.0
38.6,206.0,995.8,14.0,70.7,6.4,100.8,999.0
39.6,211.0,995.3,13.9,71.2,6.4,100.7,999.0
40.6,215.0,994.7,13.9,71.4,6.5,100.5,999.0
41.6,221.0,994.1,13.8,71.5,6.5,100.3,999.0
42.6,226.0,993.5,13.8,71.6,6.6,100.1,999.0
43.6,232.0,992.8,13.7,71.8,6.6,99.8,999.0
44.6,237.0,992.2,13.7,72.1,6.6,99.6,999.0
45.6,242.0,991.6,13.6,72.2,6.6,99.3,999.0
46.6,247.0,991.0,13.6,72.5,6.6,99.0,999.0
47.6,254.0,990.3,13.5,73.0,6.7,98.8,999.0
48.6,259.0,989.7,13.4,73.3,6.7,98.5,999.0
49.6,264.0,989.1,13.4,73.3,6.7,98.2,999.0
50.6,270.0,988.4,13.3,73.5,6.7,97.9,999.0
51.6,275.0,987.8,13.3,73.6,6.7,97.6,999.0
52.6,280.0,987.2,13.2,73.7,6.8,97.2,999.0
53.6,285.0,986.6,13.2,73.8,6.8,96.8,999.0
54.6,290.0,986.0,13.1,74.0,6.8,96.4,999.0
55.6,296.0,985.3,13.1,74.3,6.9,96.0,999.0
56.6,301.0,984.7,13.0,74.6,6.9,95.5,999.0
57.6,306.0,984.1,13.0,74.6,6.9,95.1,999.0
58.6,311.0,983.5,13.0,74.8,7.0,94.6,999.0
59.6,318.0,982.8,12.9,75.2,7.0,94.1,999.0
60.6,323.0,982.2,12.8,75.3,7.1,93.6,999.0
61.6,327.0,981.6,12.8,75.3,7.1,93.1,999.0
62.6,333.0,980.9,12.7,75.6,7.1,92.5,999.0
63.6,340.0,980.3,12.7,75.9,7.2,91.9,999.0
64.6,344.0,979.7,12.6,75.8,7.2,91.4,999.0
65.6,349.0,979.1,12.6,75.8,7.3,90.8,999.0
66.6,354.0,978.5,12.6,76.1,7.3,90.2,999.0
67.6,359.0,977.9,12.5,76.2,7.4,89.7,999.0
68.6,364.0,977.3,12.5,76.2,7.4,89.1,999.0
69.6,369.0,976.7,12.4,76.4,7.5,88.6,999.0
70.6,374.0,976.1,12.4,76.7,7.5,88.0,999.0
71.6,380.0,975.4,12.3,77.0,7.5,87.5,999.0
72.6,385.0,974.7,12.3,77.2,7.6,87.0,999.0
73.6,392.0,974.1,12.2,77.3,7.6,86.5,999.0
74.6,399.0,973.4,12.2,77.5,7.6,86.0,999.0
75.6,404.0,972.6,12.1,77.5,7.7,85.5,999.0
76.6,412.0,971.9,12.1,77.6,7.7,85.0,999.0
77.6,417.0,971.2,12.0,78.0,7.7,84.5,999.0
78.6,422.0,970.6,12.0,78.2,7.8,84.1,999.0
79.6,428.0,969.9,11.9,78.5,7.8,83.6,999.0
80.6,434.0,969.1,11.9,79.0,7.8,83.2,999.0
81.6,441.0,968.4,11.8,79.4,7.9,82.8,999.0
82.6,447.0,967.7,11.7,79.8,7.9,82.3,999.0
83.6,454.0,967.0,11.7,80.0,7.9,81.9,999.0
