Time,Height,P,T,U,WS,WD,Ascent
0.0,11.0,999.7,26.4,96.0,0.3,296.0,0.0
1.0,16.0,999.1,26.9,95.3,0.4,38.4,277.0
2.0,21.0,998.5,27.0,94.8,0.5,44.0,309.0
3.0,26.0,998.0,27.0,93.9,0.5,45.2,313.0
4.0,29.0,997.7,27.1,92.7,0.6,45.5,162.0
5.0,35.0,996.9,27.0,92.0,0.6,46.2,388.0
6.0,40.0,996.4,27.0,91.7,0.6,47.6,284.0
7.0,45.0,995.9,26.9,91.2,0.6,49.9,314.0
8.0,50.0,995.3,26.9,90.4,0.6,52.8,265.0
9.0,54.0,994.8,26.9,90.0,0.7,56.1,241.0
10.1,60.0,994.3,26.9,90.1,0.7,59.7,369.0
11.1,64.0,993.8,26.8,90.2,0.7,63.4,218.0
12.1,68.0,993.2,26.8,90.4,0.8,67.0,250.0
13.1,72.0,992.7,26.7,90.4,0.8,70.5,275.0
14.1,78.0,992.1,26.7,90.2,0.9,73.8,343.0
15.1,83.0,991.6,26.7,89.7,0.9,76.7,282.0
16.1,89.0,991.0,26.7,89.2,1.0,79.3,353.0
17.1,93.0,990.5,26.7,89.1,1.1,81.5,235.0
18.1,100.0,989.9,26.6,89.2,1.2,83.3,422.0
19.1,105.0,989.4,26.6,89.3,1.3,84.8,309.0
20.1,108.0,988.9,26.6,89.5,1.4,86.0,213.0
21.1,110.0,988.4,26.6,89.7,1.5,86.9,122.0
22.1,117.0,988.0,26.5,89.8,1.6,87.5,370.0
23.1,119.0,987.5,26.5,89.5,1.8,88.0,141.0
24.1,125.0,987.1,26.5,89.2,1.9,88.3,358.0
25.1,128.0,986.6,26.4,88.7,2.0,88.6,162.0
26.1,130.0,986.1,26.4,88.0,2.2,88.7,114.0
27.1,137.0,985.7,26.4,88.0,2.3,88.8,442.0
28.1,143.0,985.2,26.4,88.4,2.4,88.9,393.0
29.1,143.0,984.8,26.3,88.6,2.6,88.9,-2.0
30.1,148.0,984.4,26.3,89.0,2.7,89.0,262.0
31.1,153.0,984.0,26.3,89.4,2.8,89.1,333.0
32.1,156.0,983.5,26.3,88.8,2.9,89.3,129.0
33.1,159.0,983.1,26.3,87.8,3.0,89.5,212.0
34.1,161.0,982.7,26.3,87.4,3.1,89.8,131.0
35.1,165.0,982.3,26.3,87.7,3.3,90.1,244.0
36.1,172.0,981.8,26.2,88.1,3.4,90.5,369.0
37.1,175.0,981.3,26.2,88.3,3.5,91.0,210.0
38.1,179.0,980.9,26.1,88.4,3.6,91.5,217.0
39.1,184.0,980.4,26.1,88.4,3.8,92.1,332.0
40.1,189.0,979.9,26.1,87.9,3.9,92.7,300.0
41.1,194.0,979.4,26.2,87.1,4.0,93.3,265.0
42.1,198.0,979.0,26.2,86.6,4.1,94.0,244.0
43.1,201.0,978.5,26.2,86.4,4.2,94.8,221.0
44.1,205.0,978.1,26.2,86.4,4.3,95.5,206.0
45.1,208.0,977.7,26.2,86.4,4.4,96.3,168.0
46.1,212.0,977.2,26.2,86.3,4.5,97.1,271.0
47.1,217.0,976.8,26.2,86.3,4.5,97.9,278.0
48.1,221.0,976.4,26.2,86.2,4.6,98.7,249.0
49.1,225.0,976.0,26.2,86.1,4.7,99.4,249.0
50.1,229.0,975.6,26.2,85.9,4.8,100.0,216.0
51.1,232.0,975.2,26.1,85.9,4.9,100.6,194.0
52.1,234.0,974.8,26.1,86.2,5.0,101.1,150.0
53.1,237.0,974.4,26.1,86.5,5.1,101.5,147.0
54.1,240.0,974.0,26.1,86.4,5.2,101.9,165.0
55.1,244.0,973.6,26.0,86.1,5.3,102.2,231.0
56.1,248.0,973.2,26.1,85.6,5.4,102.5,295.0
57.1,253.0,972.7,26.1,85.2,5.5,102.7,293.0
58.1,257.0,972.3,26.1,84.8,5.6,102.8,220.0
59.1,263.0,971.8,26.1,84.8,5.7,102.8,336.0
60.1,267.0,971.3,26.0,84.9,5.8,102.8,243.0
61.1,271.0,970.8,26.0,84.8,5.9,102.7,259.0
62.1,275.0,970.4,26.0,84.7,6.0,102.5,261.0
63.1,280.0,969.9,26.0,84.9,6.1,102.3,304.0
64.1,283.0,969.4,26.0,85.1,6.2,102.1,179.0
65.1,287.0,969.0,25.9,85.1,6.3,101.8,189.0
66.1,291.0,968.6,25.9,85.1,6.4,101.5,282.0
67.1,296.0,968.1,25.9,85.0,6.5,101.2,303.0
68.1,300.0,967.7,25.9,84.9,6.6,100.9,229.0
69.1,302.0,967.2,25.9,84.9,6.7,100.6,124.0
70.1,307.0,966.8,25.9,84.9,6.8,100.3,285.0
71.1,311.0,966.3,25.8,84.8,6.8,100.0,230.0
72.1,316.0,965.9,25.8,84.7,6.9,99.7,314.0
73.1,322.0,965.4,25.8,84.6,7.0,99.4,354.0
74.1,325.0,964.9,25.8,84.5,7.1,99.1,177.0
75.1,329.0,964.5,25.8,84.5,7.1,98.9,212.0
76.1,333.0,964.0,25.8,84.8,7.2,98.6,242.0
77.1,337.0,963.6,25.8,85.3,7.2,98.4,261.0
78.1,342.0,963.1,25.7,85.8,7.3,98.2,300.0
79.1,346.0,962.6,25.7,86.4,7.3,98.0,262.0
80.1,350.0,962.1,25.7,86.7,7.4,97.8,213.0
81.1,354.0,961.7,25.7,86.7,7.4,97.6,234.0
