Time,Height,P,T,U,WS,WD,Ascent
84.5,398.0,955.0,25.1,91.7,1.8,291.5,311.0
85.5,403.0,954.4,25.0,91.8,1.8,292.4,307.0
86.5,408.0,953.9,25.0,91.9,1.8,293.1,304.0
87.5,415.0,953.3,25.0,92.0,1.9,293.8,370.0
88.5,419.0,952.7,24.9,92.2,1.9,294.4,263.0
89.5,424.0,952.2,24.9,92.2,1.9,294.9,283.0
90.5,430.0,951.6,24.9,92.2,1.9,295.3,353.0
91.5,436.0,951.0,24.8,91.9,2.0,295.6,375.0
92.5,441.0,950.4,24.8,91.2,2.0,295.8,307.0
93.5,447.0,949.8,24.9,90.3,2.1,295.8,357.0
94.5,452.0,949.3,25.0,89.7,2.1,295.7,329.0
95.5,456.0,948.7,25.0,89.5,2.2,295.5,223.0
96.5,461.0,948.1,25.0,89.6,2.2,295.3,316.0
97.5,468.0,947.5,24.9,89.9,2.3,294.9,370.0
98.5,472.0,947.0,24.9,90.1,2.3,294.5,295.0
99.5,478.0,946.4,24.8,90.3,2.4,294.0,354.0
100.5,484.0,945.8,24.8,90.6,2.4,293.6,322.0
101.5,490.0,945.2,24.7,90.8,2.5,293.1,385.0
102.5,495.0,944.6,24.7,90.9,2.5,292.7,305.0
103.5,500.0,944.0,24.6,91.1,2.6,292.3,271.0
104.5,504.0,943.4,24.6,91.6,2.7,291.9,275.0
105.5,510.0,942.8,24.6,92.3,2.7,291.5,355.0
106.5,518.0,942.2,24.5,92.9,2.8,291.1,454.0
107.5,524.0,941.7,24.4,93.0,2.8,290.8,355.0
108.5,529.0,941.1,24.4,92.9,2.8,290.6,288.0
109.5,535.0,940.5,24.4,92.7,2.9,290.4,361.0
110.5,539.0,939.9,24.3,92.8,2.9,290.3,239.0
111.5,544.0,939.4,24.3,93.1,2.9,290.2,295.0
112.5,549.0,938.9,24.2,93.4,2.9,290.2,321.0
113.5,553.0,938.3,24.2,93.4,3.0,290.2,234.0
114.5,559.0,937.8,24.2,93.6,3.0,290.3,364.0
115.5,563.0,937.2,24.1,93.8,3.0,290.5,272.0
116.5,568.0,936.7,24.1,94.0,3.0,290.6,288.0
117.5,575.0,936.1,24.0,94.3,3.0,290.7,394.0
118.5,580.0,935.6,24.0,94.5,2.9,290.9,331.0
119.5,584.0,935.0,24.0,94.8,2.9,291.1,234.0
120.5,590.0,934.5,23.9,95.1,2.9,291.3,334.0
121.5,595.0,934.0,23.9,95.4,2.9,291.5,324.0
122.5,599.0,933.4,23.8,95.5,2.9,291.7,236.0
123.5,605.0,932.9,23.8,95.7,2.9,291.9,326.0
124.5,610.0,932.3,23.7,95.8,2.8,292.0,294.0
125.5,614.0,931.8,23.7,95.8,2.8,292.1,285.0
126.5,620.0,931.2,23.6,95.9,2.8,292.2,360.0
127.5,626.0,930.6,23.6,96.0,2.8,292.3,357.0
128.5,632.0,930.0,23.6,96.1,2.8,292.2,361.0
129.5,638.0,929.5,23.5,96.2,2.8,292.2,336.0
130.5,643.0,928.9,23.5,96.4,2.8,292.1,277.0
131.5,648.0,928.3,23.4,96.8,2.8,292.0,341.0
132.5,653.0,927.7,23.4,97.2,2.8,291.9,311.0
133.5,658.0,927.2,23.3,97.6,2.8,291.7,286.0
134.5,665.0,926.6,23.3,97.9,2.8,291.6,396.0
135.5,671.0,926.0,23.2,98.0,2.8,291.4,351.0
136.5,676.0,925.5,23.2,98.0,2.8,291.3,330.0
137.5,680.0,924.9,23.2,98.1,2.8,291.1,244.0
138.5,685.0,924.4,23.1,98.2,2.8,291.0,293.0
139.5,690.0,923.9,23.1,98.4,2.8,291.0,276.0
140.5,696.0,923.3,23.0,98.7,2.9,291.0,364.0
141.5,700.0,922.8,23.0,98.7,2.9,291.0,269.0
142.5,706.0,922.3,23.0,98.8,2.9,291.1,329.0
143.5,711.0,921.7,22.9,99.1,2.9,291.3,292.0
144.5,715.0,921.2,22.9,99.2,2.9,291.6,269.0
145.5,721.0,920.7,22.8,99.3,2.9,291.9,327.0
146.5,725.0,920.2,22.8,99.2,3.0,292.3,278.0
147.5,730.0,919.7,22.8,99.2,3.0,292.8,271.0
148.5,735.0,919.2,22.7,99.3,3.0,293.3,317.0
149.5,739.0,918.7,22.7,99.5,3.0,293.9,260.0
150.5,743.0,918.2,22.7,99.7,3.0,294.5,234.0
151.5,750.0,917.7,22.6,99.8,3.0,295.2,372.0
152.5,754.0,917.2,22.6,99.9,3.0,296.1,267.0
153.5,759.0,916.7,22.6,100.0,3.0,296.9,305.0
154.5,763.0,916.2,22.5,100.0,3.0,297.9,244.0
155.5,768.0,915.7,22.5,99.9,3.0,298.8,286.0
156.5,773.0,915.2,22.5,99.8,3.0,299.8,334.0
157.5,778.0,914.6,22.4,99.7,3.0,300.8,276.0
158.5,783.0,914.1,22.4,99.5,3.0,301.7,265.0
159.5,787.0,913.6,22.4,99.3,3.0,302.7,293.0
160.5,793.0,913.0,22.4,99.0,2.9,303.7,329.0
161.5,799.0,912.5,22.4,98.8,2.9,304.6,343.0
162.5,803.0,911.9,22.4,98.5,2.9,305.6,284.0
163.5,809.0,911.4,22.4,98.4,2.9,306.5,327.0
164.5,815.0,910.8,22.4,98.4,2.9,307.3,387.0
165.5,822.0,910.2,22.3,98.4,2.9,308.0,398.0
166.5,827.0,909.6,22.3,98.4,2.9,308.7,297.0
167.5,832.0,909.0,22.2,98.3,3.0,309.2,290.0
168.5,837.0,908.5,22.2,98.0,3.0,309.7,307.0
169.5,842.0,907.9,22.2,97.5,3.0,310.0,319.0
170.5,849.0,907.3,22.2,96.9,3.0,310.3,409.0
171.5,853.0,906.8,22.2,96.7,3.0,310.4,231.0
172.5,859.0,906.2,22.2,96.9,3.1,310.5,377.0
173.5,866.0,905.6,22.2,97.1,3.1,310.5,393.0
174.5,871.0,905.1,22.2,97.0,3.1,310.3,331.0
175.5,876.0,904.5,22.1,96.8,3.2,310.1,305.0
176.5,881.0,904.0,22.1,96.8,3.2,309.8,257.0
177.5,885.0,903.5,22.1,97.1,3.3,309.5,268.0
178.5,890.0,902.9,22.0,97.6,3.3,309.1,301.0
179.5,896.0,902.4,22.0,98.0,3.4,308.7,350.0
180.5,901.0,901.9,22.0,98.1,3.5,308.3,280.0
181.5,906.0,901.3,21.9,98.0,3.5,307.9,344.0
182.5,911.0,900.8,21.9,97.9,3.6,307.5,294.0
183.5,917.0,900.3,21.9,97.8,3.7,307.2,350.0
184.5,921.0,899.7,21.8,97.6,3.8,306.8,226.0
185.5,926.0,899.2,21.8,97.5,3.9,306.5,330.0
186.5,932.0,898.6,21.8,97.6,3.9,306.2,338.0
187.5,937.0,898.1,21.7,97.8,4.0,306.0,276.0
188.5,943.0,897.5,21.7,98.0,4.1,305.8,374.0
189.5,950.0,896.9,21.6,98.0,4.2,305.7,399.0
190.5,956.0,896.3,21.6,97.6,4.2,305.7,364.0
191.5,961.0,895.8,21.6,96.7,4.3,305.7,339.0
192.5,966.0,895.2,21.6,96.0,4.4,305.8,271.0
193.5,972.0,894.7,21.6,95.7,4.4,306.0,350.0
194.5,977.0,894.1,21.6,95.7,4.5,306.2,310.0
195.5,981.0,893.6,21.6,95.8,4.5,306.4,250.0
196.5,987.0,893.1,21.6,95.9,4.5,306.7,337.0
197.5,991.0,892.6,21.5,95.9,4.6,307.0,269.0
198.5,996.0,892.1,21.5,95.9,4.6,307.4,264.0
199.5,1002.0,891.5,21.5,96.0,4.6,307.8,361.0
200.5,1007.0,891.0,21.4,96.1,4.6,308.3,299.0
201.5,1012.0,890.5,21.4,96.3,4.6,308.8,347.0
202.5,1016.0,889.9,21.3,96.5,4.5,309.4,238.0
203.5,1022.0,889.4,21.3,96.7,4.5,310.0,360.0
204.5,1028.0,888.8,21.3,96.8,4.5,310.6,348.0
205.5,1035.0,888.2,21.2,96.8,4.4,311.2,396.0
206.5,1040.0,887.7,21.2,96.8,4.4,311.8,303.0
207.5,1045.0,887.1,21.2,96.9,4.3,312.5,311.0
208.5,1051.0,886.5,21.1,96.9,4.3,313.2,341.0
209.5,1056.0,886.0,21.1,96.7,4.2,313.9,342.0
210.5,1062.0,885.4,21.1,96.5,4.1,314.6,341.0
211.5,1067.0,884.9,21.0,96.5,4.1,315.3,290.0
212.5,1072.0,884.3,21.0,96.6,4.0,316.0,317.0
213.5,1077.0,883.8,21.0,96.8,3.9,316.7,284.0
214.5,1082.0,883.2,21.0,96.9,3.8,317.4,305.0
215.5,1089.0,882.7,20.9,97.1,3.8,318.1,390.0
216.5,1095.0,882.2,20.9,97.5,3.7,318.7,373.0
217.5,1100.0,881.6,20.9,97.7,3.6,319.4,320.0
218.5,1104.0,881.1,20.9,97.5,3.5,320.0,257.0
219.5,1108.0,880.6,20.9,97.4,3.5,320.6,217.0
220.5,1113.0,880.1,20.9,97.4,3.4,321.1,314.0
221.5,1117.0,879.6,20.9,97.5,3.3,321.7,245.0
222.5,1125.0,879.0,20.9,97.5,3.3,322.2,430.0
223.5,1130.0,878.5,20.8,97.3,3.2,322.7,348.0
224.5,1135.0,878.0,20.8,96.9,3.1,323.2,284.0
225.5,1140.0,877.4,20.8,96.8,3.1,323.6,301.0
226.5,1146.0,876.9,20.8,96.8,3.0,324.1,380.0
227.5,1151.0,876.4,20.8,96.9,3.0,324.5,277.0
228.5,1156.0,875.9,20.7,96.9,3.0,325.0,283.0
229.5,1161.0,875.4,20.8,96.7,2.9,325.4,307.0
230.5,1166.0,874.9,20.7,96.6,2.9,325.9,329.0
231.5,1170.0,874.4,20.7,96.5,2.8,326.4,222.0
232.5,1175.0,873.9,20.7,96.3,2.8,327.0,301.0
233.5,1180.0,873.4,20.7,96.3,2.8,327.5,278.0
234.5,1185.0,872.8,20.7,96.4,2.7,328.1,332.0
235.5,1190.0,872.3,20.7,96.5,2.7,328.7,302.0
236.5,1197.0,871.8,20.6,96.8,2.7,329.4,401.0
237.5,1203.0,871.3,20.6,96.9,2.6,330.0,357.0
238.5,1208.0,870.7,20.6,96.7,2.6,330.8,318.0
239.5,1213.0,870.2,20.5,96.5,2.6,331.5,252.0
240.5,1216.0,869.7,20.5,96.5,2.6,332.3,232.0
241.5,1220.0,869.2,20.5,96.7,2.5,333.0,218.0
242.5,1226.0,868.7,20.5,97.2,2.5,333.8,355.0
243.5,1232.0,868.2,20.4,97.4,2.5,334.6,378.0
244.5,1236.0,867.7,20.4,97.0,2.5,335.4,206.0
245.5,1242.0,867.1,20.5,96.2,2.4,336.2,380.0
246.5,1248.0,866.5,20.5,95.4,2.4,336.9,365.0
247.5,1256.0,865.9,20.5,94.8,2.4,337.6,461.0
248.5,1262.0,865.3,20.5,94.3,2.4,338.2,376.0
249.5,1268.0,864.7,20.5,94.2,2.4,338.7,340.0
250.5,1273.0,864.2,20.4,94.2,2.4,339.1,292.0
251.5,1278.0,863.6,20.4,94.4,2.4,339.4,306.0
252.5,1284.0,863.0,20.4,94.9,2.3,339.6,375.0
253.5,1290.0,862.4,20.3,95.3,2.3,339.7,343.0
254.5,1296.0,861.9,20.3,95.5,2.3,339.7,344.0
255.5,1302.0,861.3,20.2,95.7,2.4,339.6,365.0
256.5,1309.0,860.7,20.2,95.8,2.4,339.4,439.0
257.5,1314.0,860.1,20.1,95.8,2.4,339.1,331.0
258.5,1319.0,859.6,20.1,95.9,2.4,338.7,249.0
259.5,1324.0,859.1,20.0,96.2,2.4,338.2,342.0
260.5,1329.0,858.5,20.0,96.5,2.4,337.6,287.0
261.5,1335.0,858.0,20.0,96.5,2.5,336.9,348.0
262.5,1341.0,857.5,20.0,96.3,2.5,336.2,346.0
263.5,1345.0,857.0,19.9,96.0,2.5,335.5,244.0
264.5,1350.0,856.5,19.9,95.7,2.6,334.8,292.0
265.5,1355.0,856.0,19.9,95.5,2.6,334.2,305.0
266.5,1359.0,855.6,19.9,95.5,2.6,333.5,259.0
267.5,1365.0,855.1,19.9,95.4,2.6,332.9,354.0
268.5,1369.0,854.6,19.9,95.2,2.7,332.2,242.0
269.5,1374.0,854.2,19.9,95.0,2.7,331.7,295.0
270.5,1378.0,853.7,19.9,94.8,2.7,331.1,226.0
271.5,1383.0,853.2,19.9,94.5,2.8,330.6,322.0
272.5,1388.0,852.7,19.9,94.0,2.8,330.2,275.0
273.5,1393.0,852.3,19.9,93.7,2.8,329.7,326.0
274.5,1398.0,851.8,19.9,93.6,2.8,329.4,305.0
275.5,1402.0,851.3,19.9,93.6,2.8,329.0,234.0
276.5,1407.0,850.7,19.9,93.8,2.8,328.7,264.0
277.5,1413.0,850.2,19.8,94.1,2.8,328.5,398.0
278.5,1420.0,849.7,19.8,94.4,2.8,328.2,409.0
279.5,1425.0,849.1,19.7,94.5,2.7,328.0,276.0
280.5,1431.0,848.6,19.7,94.4,2.7,327.7,378.0
281.5,1438.0,848.1,19.6,94.5,2.6,327.4,423.0
282.5,1442.0,847.6,19.6,94.5,2.6,327.2,248.0
283.5,1447.0,847.1,19.5,94.6,2.5,326.9,294.0
284.5,1450.0,846.6,19.5,94.8,2.5,326.5,179.0
285.5,1453.0,846.2,19.5,95.3,2.4,326.1,197.0
286.5,1458.0,845.7,19.4,95.7,2.4,325.7,297.0
287.5,1464.0,845.3,19.4,96.2,2.3,325.2,343.0
288.5,1470.0,844.8,19.3,96.6,2.2,324.7,344.0
289.5,1475.0,844.3,19.3,96.7,2.2,324.0,284.0
290.5,1478.0,843.8,19.2,96.8,2.1,323.3,196.0
291.5,1482.0,843.3,19.2,97.2,2.0,322.6,266.0
292.5,1489.0,842.7,19.2,97.8,2.0,321.7,430.0
293.5,1496.0,842.1,19.1,98.0,1.9,320.8,419.0
294.5,1502.0,841.5,19.1,97.9,1.9,319.7,305.0
295.5,1508.0,840.9,19.1,97.8,1.8,318.7,384.0
296.5,1517.0,840.3,19.0,97.8,1.8,317.5,522.0
297.5,1521.0,839.7,19.0,97.8,1.7,316.3,291.0
298.5,1528.0,839.1,19.0,98.0,1.7,315.2,371.0
299.5,1535.0,838.5,18.9,98.2,1.7,314.0,453.0
300.5,1542.0,837.9,18.9,98.0,1.6,312.9,391.0
301.5,1546.0,837.3,18.9,97.7,1.6,311.9,277.0
302.5,1552.0,836.8,18.9,97.4,1.6,311.0,324.0
303.5,1557.0,836.2,18.9,97.1,1.6,310.2,338.0
304.5,1563.0,835.7,18.9,97.0,1.6,309.5,362.0
305.5,1568.0,835.1,18.9,96.9,1.6,308.9,277.0
306.5,1574.0,834.6,18.9,96.9,1.5,308.5,332.0
307.5,1579.0,834.1,18.8,97.1,1.5,308.2,347.0
308.5,1585.0,833.5,18.8,97.2,1.5,308.1,352.0
309.5,1591.0,833.0,18.8,97.4,1.5,308.1,316.0
310.5,1594.0,832.5,18.8,97.7,1.5,308.3,226.0
311.5,1601.0,831.9,18.7,98.1,1.4,308.7,400.0
312.5,1607.0,831.4,18.7,98.3,1.4,309.3,373.0
313.5,1614.0,830.9,18.6,98.3,1.4,310.0,380.0
314.5,1619.0,830.3,18.6,98.1,1.3,311.0,349.0
315.5,1625.0,829.8,18.5,97.8,1.3,312.0,306.0
316.5,1629.0,829.3,18.5,97.5,1.3,313.3,248.0
317.5,1634.0,828.8,18.5,97.3,1.2,314.7,300.0
318.5,1639.0,828.4,18.5,97.1,1.2,316.3,324.0
319.5,1644.0,827.9,18.5,97.2,1.1,318.0,262.0
320.5,1649.0,827.4,18.5,97.4,1.1,320.0,307.0
321.5,1653.0,826.9,18.4,97.4,1.0,322.2,259.0
322.5,1658.0,826.4,18.4,97.2,1.0,324.6,328.0
323.5,1664.0,825.9,18.4,97.1,0.9,327.1,339.0
324.5,1669.0,825.4,18.3,97.2,0.9,329.6,269.0
325.5,1675.0,824.9,18.3,97.5,0.8,332.2,377.0
326.5,1680.0,824.5,18.3,97.8,0.8,334.6,317.0
327.5,1684.0,824.0,18.2,97.9,0.8,336.8,239.0
328.5,1690.0,823.5,18.2,98.0,0.7,338.7,322.0
329.5,1694.0,823.0,18.2,98.2,0.7,340.3,293.0
330.5,1699.0,822.5,18.2,98.4,0.7,341.3,300.0
331.5,1705.0,822.0,18.1,98.6,0.6,341.7,331.0
332.5,1709.0,821.4,18.1,98.8,0.6,341.3,262.0
333.5,1715.0,820.9,18.1,99.0,0.6,340.0,325.0
334.5,1722.0,820.3,18.0,99.1,0.6,337.7,432.0
335.5,1730.0,819.7,18.0,99.1,0.6,334.5,463.0
336.5,1736.0,819.1,17.9,98.9,0.6,330.4,409.0
337.5,1743.0,818.5,17.9,98.5,0.6,325.8,415.0
338.5,1749.0,818.0,17.9,98.0,0.6,321.0,360.0
339.5,1755.0,817.4,18.0,97.9,0.7,316.3,316.0
340.5,1759.0,816.9,18.0,98.0,0.7,311.9,240.0
341.5,1763.0,816.4,17.9,98.3,0.8,308.0,258.0
342.5,1769.0,816.0,17.9,98.6,0.9,304.6,365.0
343.5,1773.0,815.5,17.9,98.7,0.9,301.6,259.0
344.5,1777.0,815.0,17.9,98.7,1.0,299.1,231.0
345.5,1783.0,814.5,17.8,98.7,1.1,297.1,372.0
346.5,1790.0,814.1,17.8,99.0,1.2,295.4,372.0
347.5,1794.0,813.6,17.7,99.2,1.3,294.1,267.0
348.5,1799.0,813.1,17.7,99.3,1.4,293.1,263.0
349.5,1803.0,812.6,17.7,99.3,1.5,292.5,280.0
350.5,1809.0,812.2,17.7,99.3,1.6,292.0,331.0
351.5,1812.0,811.7,17.7,99.3,1.7,291.8,221.0
352.5,1818.0,811.2,17.6,99.6,1.8,291.8,317.0
353.5,1823.0,810.7,17.6,100.0,1.9,291.9,337.0
354.5,1829.0,810.3,17.6,100.0,2.0,292.0,358.0
355.5,1836.0,809.8,17.6,100.0,2.1,292.2,388.0
356.5,1840.0,809.3,17.5,100.0,2.2,292.5,240.0
357.5,1843.0,808.8,17.5,100.0,2.2,292.9,208.0
358.5,1848.0,808.4,17.5,100.0,2.3,293.3,286.0
359.5,1853.0,807.9,17.4,100.0,2.3,293.9,296.0
360.5,1859.0,807.4,17.4,99.6,2.4,294.5,331.0
361.5,1864.0,806.9,17.4,99.0,2.4,295.2,332.0
362.5,1869.0,806.4,17.4,98.5,2.5,295.9,322.0
363.5,1875.0,805.9,17.4,98.4,2.5,296.7,348.0
364.5,1882.0,805.3,17.4,98.5,2.5,297.5,389.0
365.5,1887.0,804.8,17.3,98.6,2.5,298.4,306.0
366.5,1892.0,804.3,17.3,98.6,2.5,299.2,283.0
367.5,1898.0,803.7,17.3,98.7,2.5,300.1,364.0
368.5,1905.0,803.2,17.3,98.7,2.5,301.1,412.0
369.5,1909.0,802.6,17.2,98.5,2.5,302.1,259.0
370.5,1916.0,802.1,17.3,98.1,2.5,303.1,443.0
371.5,1923.0,801.6,17.3,97.6,2.4,304.2,419.0
372.5,1927.0,801.1,17.3,97.4,2.4,305.3,234.0
373.5,1932.0,800.5,17.3,97.5,2.4,306.4,306.0
374.5,1937.0,800.0,17.2,97.7,2.4,307.5,308.0
375.5,1944.0,799.5,17.2,97.6,2.4,308.5,368.0
376.5,1948.0,799.1,17.1,97.2,2.3,309.6,292.0
377.5,1954.0,798.6,17.1,96.8,2.3,310.7,319.0
378.5,1959.0,798.1,17.1,96.7,2.3,311.8,299.0
379.5,1964.0,797.6,17.0,96.4,2.2,312.9,307.0
380.5,1968.0,797.1,17.0,95.8,2.2,314.0,250.0
381.5,1974.0,796.6,17.0,95.3,2.2,315.1,351.0
382.5,1981.0,796.1,17.0,95.0,2.2,316.2,400.0
383.5,1986.0,795.7,17.0,94.8,2.2,317.3,316.0
384.5,1989.0,795.2,17.0,94.7,2.2,318.2,212.0
385.5,1994.0,794.7,16.9,94.7,2.1,319.1,289.0
386.5,2000.0,794.2,16.9,94.9,2.1,320.0,358.0
387.5,2005.0,793.7,16.9,95.4,2.1,320.8,297.0
388.5,2012.0,793.3,16.9,95.9,2.1,321.6,402.0
389.5,2016.0,792.8,16.8,95.9,2.1,322.4,248.0
390.5,2021.0,792.3,16.8,95.6,2.1,323.1,304.0
391.5,2026.0,791.9,16.7,95.4,2.1,323.8,278.0
392.5,2031.0,791.4,16.7,95.6,2.1,324.4,295.0
393.5,2036.0,791.0,16.7,95.7,2.1,324.8,324.0
394.5,2041.0,790.5,16.6,95.8,2.1,325.2,275.0
395.5,2045.0,790.1,16.6,95.8,2.1,325.5,259.0
396.5,2049.0,789.7,16.5,95.9,2.1,325.8,231.0
397.5,2054.0,789.2,16.5,96.2,2.1,325.9,287.0
398.5,2059.0,788.8,16.4,96.5,2.1,326.0,345.0
399.5,2063.0,788.3,16.4,96.6,2.1,326.0,243.0
400.5,2067.0,787.9,16.4,96.4,2.1,326.1,237.0
401.5,2073.0,787.4,16.4,96.3,2.1,326.0,355.0
402.5,2078.0,787.0,16.4,96.4,2.2,326.0,301.0
403.5,2084.0,786.5,16.3,96.5,2.2,325.9,323.0
404.5,2090.0,786.0,16.3,96.7,2.2,325.8,376.0
405.5,2095.0,785.5,16.3,96.8,2.2,325.6,319.0
406.5,2100.0,785.0,16.2,96.9,2.2,325.5,259.0
407.5,2105.0,784.6,16.2,97.0,2.2,325.4,330.0
408.5,2110.0,784.1,16.1,97.2,2.2,325.3,297.0
409.5,2114.0,783.7,16.1,97.3,2.2,325.2,235.0
410.5,2120.0,783.2,16.0,97.4,2.1,325.2,332.0
411.5,2125.0,782.8,16.0,97.7,2.1,325.3,303.0
412.5,2129.0,782.3,16.0,97.8,2.1,325.5,259.0
413.5,2134.0,781.9,15.9,98.1,2.1,325.8,274.0
414.5,2139.0,781.4,15.9,98.4,2.1,326.3,333.0
415.5,2145.0,780.9,15.8,98.7,2.0,326.8,337.0
416.5,2150.0,780.4,15.8,98.8,2.0,327.5,313.0
417.5,2156.0,780.0,15.7,98.8,2.0,328.4,358.0
418.5,2160.0,779.5,15.7,98.7,2.0,329.3,270.0
419.5,2165.0,779.0,15.7,98.7,1.9,330.4,264.0
420.5,2171.0,778.6,15.7,98.7,1.9,331.6,339.0
421.5,2175.0,778.1,15.6,98.8,1.9,332.9,286.0
422.5,2180.0,777.7,15.6,98.9,1.8,334.3,294.0
423.5,2185.0,777.2,15.6,99.0,1.8,335.8,304.0
424.5,2190.0,776.7,15.5,99.2,1.8,337.3,268.0
425.5,2193.0,776.2,15.5,99.5,1.8,338.9,216.0
426.5,2200.0,775.7,15.5,100.0,1.8,340.4,381.0
