Time,Height,P,T,U,WS,WD,Ascent
0.0,11.0,1014.9,19.2,96.0,0.6,257.0,999.0
1.0,16.0,1014.3,19.1,94.4,0.6,0.6,999.0
2.0,23.0,1013.5,19.0,94.4,1.0,13.2,999.0
3.0,30.0,1012.6,19.0,94.1,1.1,14.1,999.0
4.0,35.0,1012.1,19.0,93.3,1.2,12.2,999.0
5.0,39.0,1011.6,19.0,92.5,1.3,9.4,999.0
6.0,45.0,1010.9,18.8,92.2,1.3,6.7,999.0
7.0,51.0,1010.1,18.8,91.8,1.4,4.1,999.0
8.0,58.0,1009.4,18.8,91.1,1.5,1.7,999.0
9.0,65.0,1008.7,18.8,90.6,1.5,359.4,999.0
10.0,71.0,1008.0,18.7,90.6,1.6,357.0,999.0
11.0,74.0,1007.3,18.7,91.0,1.7,354.6,999.0
12.0,79.0,1006.6,18.6,91.7,1.7,352.2,999.0
13.0,87.0,1005.9,18.5,92.0,1.8,349.8,999.0
14.0,93.0,1005.2,18.5,91.7,1.8,347.5,999.0
15.0,99.0,1004.5,18.4,91.6,1.9,345.2,999.0
16.0,106.0,1003.8,18.4,92.0,2.0,343.1,999.0
17.0,113.0,1003.1,18.3,92.3,2.0,341.0,999.0
18.0,119.0,1002.4,18.3,92.5,2.1,339.0,999.0
19.0,123.0,1001.7,18.2,92.6,2.1,337.2,999.0
20.0,128.0,1001.1,18.2,92.9,2.2,335.5,999.0
21.0,134.0,1000.4,18.1,93.1,2.2,333.9,999.0
22.0,141.0,999.7,18.1,93.2,2.3,332.5,999.0
23.0,145.0,999.1,18.0,93.5,2.4,331.3,999.0
24.0,152.0,998.4,18.0,93.8,2.4,330.3,999.0
25.0,158.0,997.7,17.9,94.1,2.5,329.4,999.0
26.0,163.0,997.0,17.8,94.1,2.5,328.7,999.0
27.0,169.0,996.4,17.8,94.1,2.6,328.1,999.0
28.0,176.0,995.7,17.8,94.4,2.6,327.7,999.0
29.0,180.0,995.1,17.7,94.3,2.6,327.5,999.0
30.0,186.0,994.4,17.7,94.3,2.7,327.4,999.0
31.0,192.0,993.7,17.6,94.5,2.7,327.5,999.0
32.0,198.0,993.0,17.6,94.9,2.8,327.7,999.0
33.0,203.0,992.4,17.5,95.2,2.8,328.0,999.0
34.0,209.0,991.7,17.5,95.4,2.9,328.4,999.0
35.0,215.0,991.0,17.4,95.6,2.9,328.9,999.0
36.0,222.0,990.3,17.4,95.8,3.0,329.5,999.0
37.0,229.0,989.5,17.3,96.2,3.0,330.1,999.0
38.0,235.0,988.8,17.2,96.8,3.0,330.8,999.0
39.0,241.0,988.1,17.2,97.1,3.1,331.6,999.0
40.0,247.0,987.4,17.1,96.8,3.1,332.3,999.0
41.0,254.0,986.8,17.2,96.1,3.2,333.1,999.0
42.0,258.0,986.1,17.2,95.5,3.2,333.9,999.0
43.0,263.0,985.4,17.2,95.5,3.3,334.7,999.0
44.0,269.0,984.8,17.1,95.9,3.3,335.5,999.0
45.0,275.0,984.1,17.1,96.2,3.4,336.2,999.0
46.0,281.0,983.4,17.0,96.6,3.4,336.9,999.0
47.0,287.0,982.7,17.0,97.0,3.4,337.7,999.0
48.0,292.0,982.0,16.9,96.8,3.5,338.4,999.0
49.0,300.0,981.3,17.0,96.7,3.5,339.0,999.0
50.0,305.0,980.6,16.9,96.7,3.6,339.6,999.0
51.0,312.0,979.9,16.9,96.7,3.6,340.2,999.0
52.0,319.0,979.1,16.9,96.1,3.6,340.7,999.0
53.0,326.0,978.4,16.9,95.5,3.6,341.2,999.0
54.0,332.0,977.6,16.9,95.2,3.7,341.7,999.0
55.0,338.0,976.9,16.8,95.3,3.7,342.2,999.0
56.0,345.0,976.2,16.8,95.5,3.7,342.6,999.0
57.0,351.0,975.5,16.7,95.6,3.8,343.0,999.0
58.0,357.0,974.8,16.7,95.8,3.8,343.4,999.0
59.0,364.0,974.1,16.7,96.2,3.8,343.8,999.0
60.0,369.0,973.3,16.6,96.4,3.8,344.1,999.0
61.0,376.0,972.6,16.6,96.6,3.8,344.4,999.0
62.0,382.0,971.9,16.5,97.0,3.9,344.7,999.0
63.0,387.0,971.2,16.4,97.6,3.9,345.0,999.0
64.0,395.0,970.5,16.3,98.4,3.9,345.2,999.0
65.0,402.0,969.8,16.2,98.9,3.9,345.5,999.0
66.0,407.0,969.0,16.2,98.9,3.9,345.7,999.0
67.0,413.0,968.3,16.2,98.9,4.0,346.0,999.0
68.0,420.0,967.6,16.1,98.8,4.0,346.2,999.0
69.0,426.0,966.9,16.1,98.6,4.0,346.4,999.0
