Time,Height,P,T,U,WS,WD,Ascent
254.9,1351.0,868.4,14.6,100.0,11.2,256.3,999.0
255.9,1356.0,867.9,14.5,99.7,11.2,256.0,999.0
256.9,1361.0,867.3,14.5,99.5,11.2,255.7,999.0
257.9,1366.0,866.8,14.5,99.5,11.2,255.4,999.0
258.9,1371.0,866.3,14.5,99.2,11.2,255.1,999.0
259.9,1375.0,865.8,14.5,98.5,11.2,254.9,999.0
260.9,1381.0,865.3,14.6,97.6,11.1,254.7,999.0
261.9,1386.0,864.8,14.7,97.1,11.1,254.6,999.0
262.9,1390.0,864.2,14.7,97.0,11.1,254.5,999.0
263.9,1396.0,863.7,14.7,97.3,11.1,254.4,999.0
264.9,1403.0,863.2,14.6,97.7,11.1,254.3,999.0
265.9,1407.0,862.7,14.6,97.8,11.1,254.3,999.0
266.9,1410.0,862.3,14.6,97.7,11.0,254.3,999.0
267.9,1415.0,861.8,14.6,97.9,11.0,254.2,999.0
268.9,1419.0,861.3,14.5,98.5,11.0,254.2,999.0
269.9,1424.0,860.8,14.5,98.9,11.0,254.2,999.0
270.9,1431.0,860.3,14.5,98.9,11.0,254.1,999.0
271.9,1434.0,859.9,14.4,98.7,11.0,254.0,999.0
272.9,1438.0,859.4,14.4,98.6,11.0,253.9,999.0
273.9,1442.0,858.9,14.4,98.8,11.0,253.8,999.0
274.9,1449.0,858.4,14.3,98.9,11.0,253.6,999.0
275.9,1454.0,857.9,14.3,98.9,11.0,253.4,999.0
276.9,1459.0,857.3,14.3,98.9,11.0,253.1,999.0
277.9,1465.0,856.8,14.2,99.0,11.1,252.8,999.0
278.9,1470.0,856.3,14.2,99.2,11.1,252.4,999.0
279.9,1474.0,855.8,14.2,99.6,11.1,252.0,999.0
280.9,1477.0,855.3,14.1,100.0,11.2,251.6,999.0
281.9,1483.0,854.7,14.1,100.0,11.2,251.1,999.0
282.9,1489.0,854.2,14.1,100.0,11.3,250.7,999.0
283.9,1496.0,853.6,14.1,100.0,11.3,250.2,999.0
284.9,1502.0,853.1,14.1,99.9,11.4,249.7,999.0
285.9,1509.0,852.5,14.0,99.6,11.5,249.2,999.0
286.9,1514.0,852.0,14.0,99.3,11.5,248.8,999.0
287.9,1517.0,851.4,14.0,99.3,11.6,248.3,999.0
288.9,1522.0,850.8,14.0,99.7,11.7,247.9,999.0
289.9,1527.0,850.3,14.0,99.9,11.8,247.5,999.0
290.9,1534.0,849.7,13.9,99.8,11.8,247.1,999.0
291.9,1542.0,849.0,13.9,99.8,11.9,246.7,999.0
292.9,1548.0,848.4,13.8,99.8,12.0,246.5,999.0
293.9,1554.0,847.7,13.8,99.7,12.1,246.2,999.0
294.9,1560.0,847.1,13.8,99.8,12.2,246.0,999.0
295.9,1567.0,846.4,13.8,100.0,12.2,245.8,999.0
296.9,1575.0,845.7,13.7,100.0,12.3,245.7,999.0
297.9,1582.0,845.0,13.7,100.0,12.4,245.6,999.0
298.9,1590.0,844.3,13.7,100.0,12.4,245.5,999.0
299.9,1596.0,843.6,13.6,99.9,12.5,245.5,999.0
300.9,1602.0,843.0,13.6,99.8,12.5,245.5,999.0
301.9,1609.0,842.3,13.6,100.0,12.5,245.5,999.0
302.9,1615.0,841.7,13.6,100.0,12.6,245.5,999.0
303.9,1622.0,841.1,13.5,100.0,12.6,245.5,999.0
304.9,1628.0,840.4,13.5,100.0,12.6,245.6,999.0
305.9,1635.0,839.9,13.5,100.0,12.6,245.6,999.0
306.9,1641.0,839.3,13.4,100.0,12.6,245.7,999.0
307.9,1645.0,838.8,13.4,100.0,12.6,245.7,999.0
308.9,1650.0,838.2,13.4,100.0,12.6,245.8,999.0
309.9,1656.0,837.7,13.3,100.0,12.5,245.9,999.0
310.9,1661.0,837.3,13.3,100.0,12.5,246.0,999.0
311.9,1664.0,836.8,13.3,100.0,12.5,246.1,999.0
312.9,1668.0,836.4,13.3,100.0,12.5,246.2,999.0
313.9,1672.0,836.0,13.3,100.0,12.5,246.4,999.0
314.9,1677.0,835.6,13.2,100.0,12.5,246.6,999.0
315.9,1682.0,835.2,13.2,100.0,12.4,246.8,999.0
316.9,1685.0,834.8,13.2,100.0,12.4,247.0,999.0
317.9,1689.0,834.4,13.2,100.0,12.4,247.3,999.0
318.9,1692.0,834.0,13.2,100.0,12.4,247.6,999.0
319.9,1695.0,833.6,13.1,100.0,12.5,247.9,999.0
320.9,1700.0,833.1,13.1,100.0,12.5,248.3,999.0
321.9,1705.0,832.7,13.1,100.0,12.5,248.6,999.0
322.9,1710.0,832.2,13.1,100.0,12.6,249.1,999.0
323.9,1714.0,831.8,13.0,100.0,12.6,249.5,999.0
324.9,1718.0,831.2,13.0,99.8,12.7,249.9,999.0
325.9,1723.0,830.7,12.9,100.0,12.8,250.4,999.0
326.9,1729.0,830.1,12.9,100.0,12.9,250.8,999.0
327.9,1739.0,829.6,12.9,100.0,13.0,251.3,999.0
328.9,1745.0,829.0,12.9,99.7,13.1,251.7,999.0
329.9,1749.0,828.4,12.9,99.5,13.2,252.1,999.0
330.9,1755.0,827.8,12.8,99.9,13.3,252.4,999.0
331.9,1762.0,827.3,12.8,100.0,13.4,252.7,999.0
332.9,1767.0,826.7,12.8,100.0,13.5,252.9,999.0
333.9,1772.0,826.2,12.7,100.0,13.6,253.1,999.0
334.9,1778.0,825.6,12.7,100.0,13.7,253.2,999.0
335.9,1784.0,825.1,12.7,100.0,13.8,253.2,999.0
336.9,1789.0,824.6,12.6,100.0,14.0,253.1,999.0
337.9,1795.0,824.0,12.6,100.0,14.1,253.0,999.0
338.9,1799.0,823.5,12.5,100.0,14.2,252.8,999.0
339.9,1803.0,823.0,12.5,100.0,14.3,252.5,999.0
340.9,1808.0,822.5,12.5,100.0,14.4,252.2,999.0
341.9,1813.0,822.0,12.5,100.0,14.5,251.7,999.0
342.9,1820.0,821.4,12.4,100.0,14.6,251.2,999.0
343.9,1827.0,820.8,12.4,100.0,14.7,250.7,999.0
344.9,1833.0,820.2,12.4,100.0,14.8,250.1,999.0
345.9,1838.0,819.6,12.4,100.0,14.9,249.5,999.0
346.9,1845.0,818.9,12.4,100.0,15.0,248.8,999.0
347.9,1852.0,818.3,12.4,100.0,15.1,248.2,999.0
348.9,1859.0,817.6,12.4,100.0,15.2,247.5,999.0
349.9,1868.0,816.9,12.3,100.0,15.3,246.8,999.0
350.9,1874.0,816.2,12.3,100.0,15.4,246.2,999.0
351.9,1882.0,815.6,12.2,100.0,15.5,245.5,999.0
352.9,1888.0,814.9,12.1,100.0,15.7,244.9,999.0
353.9,1894.0,814.2,12.2,100.0,15.8,244.3,999.0
354.9,1900.0,813.6,12.2,100.0,15.9,243.7,999.0
355.9,1908.0,812.9,12.1,100.0,16.0,243.2,999.0
356.9,1916.0,812.2,12.1,100.0,16.2,242.7,999.0
357.9,1922.0,811.6,12.1,100.0,16.3,242.3,999.0
358.9,1930.0,810.9,12.0,100.0,16.4,241.9,999.0
359.9,1937.0,810.3,12.0,100.0,16.6,241.6,999.0
360.9,1942.0,809.6,12.0,100.0,16.7,241.3,999.0
361.9,1949.0,809.0,11.9,100.0,16.8,241.1,999.0
362.9,1955.0,808.4,11.9,100.0,16.9,241.0,999.0
363.9,1961.0,807.8,11.9,100.0,17.0,240.8,999.0
364.9,1967.0,807.2,11.9,99.8,17.1,240.8,999.0
365.9,1974.0,806.5,11.8,99.8,17.1,240.7,999.0
366.9,1980.0,805.9,11.7,99.9,17.2,240.8,999.0
367.9,1987.0,805.3,11.6,100.0,17.3,240.8,999.0
368.9,1994.0,804.6,11.5,100.0,17.3,240.9,999.0
369.9,2000.0,804.0,11.5,100.0,17.3,241.0,999.0
370.9,2008.0,803.3,11.5,100.0,17.3,241.2,999.0
371.9,2014.0,802.6,11.4,100.0,17.3,241.4,999.0
372.9,2022.0,801.9,11.3,100.0,17.3,241.6,999.0
373.9,2030.0,801.2,11.2,100.0,17.3,241.9,999.0
374.9,2036.0,800.5,11.2,100.0,17.2,242.2,999.0
375.9,2043.0,799.8,11.2,100.0,17.2,242.5,999.0
376.9,2053.0,799.0,11.2,100.0,17.1,242.8,999.0
377.9,2062.0,798.3,11.2,100.0,17.1,243.2,999.0
378.9,2069.0,797.5,11.1,100.0,17.0,243.6,999.0
379.9,2076.0,796.8,11.1,100.0,16.9,244.0,999.0
380.9,2084.0,796.1,11.1,100.0,16.9,244.4,999.0
381.9,2091.0,795.4,11.1,100.0,16.8,244.8,999.0
382.9,2098.0,794.7,11.1,100.0,16.7,245.2,999.0
383.9,2106.0,794.1,11.1,100.0,16.7,245.6,999.0
384.9,2113.0,793.4,11.1,100.0,16.6,246.0,999.0
385.9,2119.0,792.8,11.1,100.0,16.6,246.4,999.0
386.9,2125.0,792.3,11.0,100.0,16.5,246.8,999.0
387.9,2130.0,791.7,11.0,100.0,16.5,247.2,999.0
388.9,2136.0,791.2,11.0,100.0,16.5,247.6,999.0
389.9,2142.0,790.7,11.0,100.0,16.5,247.9,999.0
390.9,2146.0,790.2,10.9,100.0,16.5,248.2,999.0
391.9,2151.0,789.7,10.9,100.0,16.5,248.5,999.0
392.9,2156.0,789.2,10.8,100.0,16.5,248.7,999.0
393.9,2161.0,788.7,10.6,100.0,16.6,248.9,999.0
394.9,2166.0,788.2,10.6,100.0,16.6,249.1,999.0
395.9,2171.0,787.7,10.6,100.0,16.7,249.2,999.0
396.9,2176.0,787.2,10.6,100.0,16.8,249.3,999.0
397.9,2183.0,786.7,10.6,100.0,16.9,249.4,999.0
398.9,2187.0,786.2,10.6,100.0,17.0,249.4,999.0
399.9,2192.0,785.6,10.5,100.0,17.1,249.4,999.0
400.9,2199.0,785.0,10.6,100.0,17.2,249.3,999.0
401.9,2207.0,784.5,10.5,100.0,17.3,249.3,999.0
402.9,2214.0,783.9,10.5,100.0,17.4,249.2,999.0
403.9,2220.0,783.3,10.4,100.0,17.6,249.1,999.0
404.9,2226.0,782.7,10.4,100.0,17.7,248.9,999.0
405.9,2232.0,782.1,10.2,100.0,17.8,248.8,999.0
406.9,2238.0,781.6,10.1,100.0,17.9,248.6,999.0
407.9,2244.0,781.0,10.1,100.0,18.0,248.5,999.0
408.9,2250.0,780.5,10.2,100.0,18.0,248.3,999.0
409.9,2255.0,780.0,10.1,100.0,18.1,248.1,999.0
410.9,2259.0,779.4,10.1,100.0,18.2,247.9,999.0
411.9,2265.0,778.9,10.1,100.0,18.2,247.7,999.0
412.9,2272.0,778.3,10.0,100.0,18.3,247.5,999.0
413.9,2278.0,777.8,10.0,100.0,18.3,247.4,999.0
414.9,2285.0,777.2,9.9,100.0,18.3,247.3,999.0
415.9,2292.0,776.7,9.9,100.0,18.3,247.1,999.0
416.9,2297.0,776.1,9.9,100.0,18.3,246.9,999.0
417.9,2302.0,775.6,9.9,100.0,18.3,246.8,999.0
418.9,2306.0,775.1,9.8,100.0,18.3,246.6,999.0
419.9,2312.0,774.7,9.8,100.0,18.3,246.4,999.0
420.9,2317.0,774.2,9.8,100.0,18.2,246.2,999.0
421.9,2321.0,773.7,9.8,100.0,18.2,246.0,999.0
422.9,2327.0,773.3,9.8,100.0,18.1,245.9,999.0
423.9,2332.0,772.8,9.8,100.0,18.1,245.7,999.0
424.9,2336.0,772.3,9.8,100.0,18.0,245.5,999.0
425.9,2340.0,771.9,9.7,100.0,18.0,245.4,999.0
