Time,Height,P,T,U,WS,WD,Ascent
0.0,11.0,1003.6,29.7,72.0,0.9,261.0,999.0
1.1,17.0,1002.9,29.9,68.2,0.6,279.0,999.0
2.1,20.0,1002.5,29.6,68.0,0.6,288.7,999.0
3.1,27.0,1001.8,29.4,68.5,0.6,291.9,999.0
4.1,34.0,1001.0,29.4,68.7,0.6,291.5,999.0
5.1,41.0,1000.2,29.3,68.7,0.6,290.5,999.0
6.1,47.0,999.6,29.0,69.1,0.6,289.9,999.0
7.1,52.0,999.0,28.7,70.1,0.6,290.0,999.0
8.1,58.0,998.4,28.6,71.0,0.6,290.6,999.0
9.1,63.0,997.7,28.5,71.0,0.6,291.3,999.0
10.1,69.0,997.1,28.5,70.5,0.6,292.4,999.0
11.1,74.0,996.6,28.5,70.4,0.6,293.6,999.0
12.1,81.0,996.0,28.4,70.1,0.6,295.2,999.0
13.1,85.0,995.4,28.4,69.9,0.6,297.1,999.0
14.1,88.0,994.9,28.4,70.0,0.6,299.4,999.0
15.1,92.0,994.4,28.3,70.4,0.6,301.9,999.0
16.1,99.0,993.9,28.2,70.9,0.6,304.6,999.0
17.1,103.0,993.5,28.2,70.8,0.6,307.5,999.0
18.1,105.0,993.0,28.2,70.1,0.6,310.3,999.0
19.1,109.0,992.5,28.2,69.8,0.7,313.1,999.0
20.1,113.0,992.1,28.1,69.9,0.7,315.7,999.0
21.1,119.0,991.6,28.1,70.2,0.7,318.0,999.0
22.1,123.0,991.1,28.0,70.6,0.7,319.9,999.0
23.1,127.0,990.6,28.0,71.0,0.7,321.4,999.0
24.1,130.0,990.1,27.9,71.2,0.8,322.6,999.0
25.1,135.0,989.6,27.9,71.4,0.8,323.3,999.0
26.1,139.0,989.1,27.9,71.8,0.8,323.7,999.0
27.1,146.0,988.6,27.8,72.5,0.8,323.7,999.0
28.1,150.0,988.0,27.8,72.6,0.8,323.3,999.0
29.1,155.0,987.5,27.8,71.9,0.9,322.6,999.0
30.1,159.0,986.9,27.7,71.0,0.9,321.6,999.0
31.1,165.0,986.3,27.7,70.9,0.9,320.3,999.0
32.1,171.0,985.7,27.6,71.5,0.9,318.7,999.0
33.1,176.0,985.1,27.5,72.0,0.9,317.0,999.0
34.1,183.0,984.5,27.5,72.4,0.9,315.0,999.0
35.1,189.0,983.8,27.4,72.8,0.9,312.9,999.0
36.1,194.0,983.2,27.4,73.2,0.9,310.6,999.0
37.1,199.0,982.6,27.3,73.4,0.9,308.1,999.0
38.1,205.0,982.0,27.3,73.6,0.9,305.5,999.0
39.1,211.0,981.4,27.2,73.8,0.9,302.8,999.0
40.1,216.0,980.8,27.2,74.2,0.9,299.9,999.0
41.1,221.0,980.2,27.1,74.6,0.9,297.0,999.0
42.1,228.0,979.6,27.0,74.8,0.9,294.0,999.0
43.1,233.0,979.1,27.0,74.8,0.9,290.9,999.0
44.1,236.0,978.5,26.9,74.7,0.8,287.8,999.0
45.1,240.0,978.0,26.9,74.7,0.8,284.8,999.0
46.1,246.0,977.5,26.9,75.0,0.8,282.0,999.0
47.1,249.0,977.1,26.8,75.9,0.8,279.3,999.0
48.1,254.0,976.6,26.7,76.9,0.8,276.6,999.0
49.1,258.0,976.1,26.7,77.4,0.7,273.9,999.0
50.1,262.0,975.6,26.6,77.6,0.7,271.3,999.0
51.1,268.0,975.0,26.6,77.9,0.7,268.8,999.0
52.1,273.0,974.5,26.5,78.1,0.7,266.5,999.0
53.1,277.0,974.0,26.5,78.3,0.7,264.5,999.0
54.1,281.0,973.4,26.4,78.4,0.6,262.8,999.0
55.1,286.0,972.9,26.4,78.7,0.6,261.3,999.0
56.1,292.0,972.3,26.3,78.8,0.6,260.0,999.0
57.1,299.0,971.7,26.3,79.0,0.6,258.8,999.0
58.1,305.0,971.1,26.2,79.1,0.6,257.8,999.0
59.1,309.0,970.5,26.2,79.2,0.5,257.0,999.0
60.1,315.0,969.9,26.1,79.5,0.5,256.6,999.0
61.1,321.0,969.4,26.0,79.7,0.5,256.4,999.0
62.1,324.0,968.8,26.0,79.8,0.5,256.5,999.0
63.1,329.0,968.2,26.0,80.0,0.5,256.8,999.0
64.1,335.0,967.7,25.9,80.1,0.5,257.1,999.0
65.1,341.0,967.1,25.9,80.1,0.4,257.7,999.0
