Time,Height,P,T,RH,WS,WD
0.0,11.0,1015.8,18.9,99.0,1.0,223.0
0.9,15.0,1015.3,18.9,99.0,1.4,180.8
1.9,19.0,1014.8,18.7,99.4,1.7,172.7
2.9,25.0,1014.1,18.7,99.4,1.9,171.7
3.9,32.0,1013.3,18.6,99.0,2.0,173.3
4.9,37.0,1012.7,18.6,98.5,2.0,175.4
5.9,39.0,1012.4,18.5,98.1,2.1,177.3
6.9,42.0,1011.9,18.5,97.7,2.2,179.0
7.9,47.0,1011.4,18.5,97.5,2.3,180.4
8.9,52.0,1010.9,18.4,97.4,2.4,181.9
9.9,58.0,1010.4,18.3,97.2,2.5,183.2
10.9,61.0,1009.8,18.3,97.1,2.6,184.6
11.9,66.0,1009.3,18.3,97.0,2.7,185.9
12.9,71.0,1008.8,18.2,97.1,2.8,187.2
13.9,75.0,1008.2,18.2,97.3,2.9,188.6
14.9,80.0,1007.7,18.2,97.5,3.0,189.8
15.9,84.0,1007.2,18.1,97.5,3.0,191.1
16.9,89.0,1006.6,18.1,97.4,3.1,192.3
17.9,94.0,1006.1,18.1,97.1,3.2,193.5
18.9,98.0,1005.6,18.1,96.7,3.2,194.6
19.9,102.0,1005.0,18.1,96.7,3.3,195.7
20.9,106.0,1004.5,18.0,97.0,3.3,196.7
21.9,111.0,1003.9,18.0,97.2,3.4,197.7
22.9,117.0,1003.4,18.0,97.4,3.4,198.6
23.9,121.0,1002.9,17.9,97.5,3.4,199.5
24.9,126.0,1002.3,17.9,97.6,3.4,200.3
25.9,130.0,1001.8,17.8,97.9,3.5,201.0
26.9,135.0,1001.2,17.8,98.1,3.5,201.7
27.9,140.0,1000.6,17.8,98.4,3.5,202.3
28.9,144.0,1000.1,17.8,98.6,3.5,202.8
29.9,149.0,999.5,17.8,98.9,3.4,203.3
30.9,155.0,998.9,17.7,99.2,3.4,203.7
31.9,161.0,998.3,17.7,99.2,3.4,204.0
32.9,166.0,997.7,17.7,99.0,3.4,204.3
33.9,171.0,997.1,17.7,98.6,3.3,204.6
34.9,175.0,996.5,17.7,98.3,3.3,204.8
35.9,180.0,995.9,17.7,98.4,3.2,205.0
36.9,185.0,995.4,17.8,98.1,3.1,205.2
37.9,190.0,994.8,17.9,97.6,3.1,205.4
38.9,196.0,994.2,17.9,97.3,3.0,205.6
39.9,200.0,993.6,17.9,97.0,2.9,205.8
40.9,205.0,993.0,17.9,97.1,2.9,206.0
41.9,211.0,992.5,17.9,97.2,2.8,206.2
42.9,216.0,991.9,18.0,97.1,2.7,206.6
43.9,221.0,991.3,18.0,96.9,2.6,207.1
44.9,225.0,990.7,17.9,96.7,2.5,207.7
