Time,Height,P,T,RH,WS,WD
0.0,11.0,998.1,27.8,85.0,1.2,58.0
1.5,17.0,997.4,27.7,83.8,0.5,124.6
2.5,24.0,996.6,27.6,83.7,0.6,139.0
3.5,28.0,996.2,27.6,83.5,0.6,139.5
4.5,34.0,995.5,27.5,83.3,0.6,136.0
5.5,39.0,994.9,27.5,83.0,0.7,132.7
6.5,47.0,994.2,27.4,82.9,0.7,130.4
7.5,52.0,993.5,27.4,82.9,0.8,128.8
8.5,57.0,992.9,27.3,82.9,0.8,127.3
9.5,63.0,992.3,27.2,82.9,0.9,125.8
10.5,68.0,991.7,27.2,82.9,1.0,124.5
11.5,75.0,991.0,27.1,83.1,1.1,123.4
12.5,80.0,990.5,27.1,83.3,1.2,122.4
13.5,86.0,989.9,27.0,83.5,1.3,121.6
14.5,91.0,989.4,27.0,83.7,1.4,120.9
15.5,95.0,988.8,26.9,83.9,1.6,120.3
16.5,98.0,988.3,26.8,84.0,1.7,119.9
17.5,101.0,987.8,26.8,84.4,1.8,119.5
18.5,106.0,987.3,26.8,84.6,2.0,119.2
19.5,112.0,986.8,26.8,84.7,2.1,119.0
20.5,118.0,986.3,26.7,84.7,2.3,118.9
21.5,121.0,985.7,26.6,84.8,2.4,118.9
22.5,126.0,985.2,26.5,85.2,2.5,119.0
23.5,131.0,984.7,26.5,85.6,2.7,119.0
24.5,136.0,984.2,26.4,85.9,2.8,119.2
25.5,141.0,983.7,26.3,86.0,2.9,119.3
26.5,145.0,983.3,26.3,86.0,3.0,119.5
27.5,148.0,982.9,26.3,86.1,3.1,119.8
28.5,152.0,982.5,26.2,86.1,3.2,120.1
29.5,155.0,982.1,26.2,86.2,3.3,120.4
30.5,158.0,981.8,26.2,86.5,3.3,120.7
31.5,160.0,981.4,26.2,86.9,3.4,121.1
32.5,163.0,981.0,26.1,87.1,3.4,121.5
33.5,167.0,980.7,26.1,87.3,3.4,122.0
34.5,170.0,980.3,26.0,87.5,3.4,122.5
35.5,174.0,979.9,26.0,87.5,3.4,123.1
36.5,178.0,979.4,26.0,87.3,3.3,123.7
37.5,182.0,979.0,26.0,86.9,3.3,124.4
38.5,187.0,978.6,26.1,86.4,3.2,125.2
39.5,190.0,978.2,26.1,86.1,3.1,126.0
40.5,193.0,977.7,26.1,85.9,3.1,127.0
41.5,197.0,977.3,26.2,85.8,3.0,128.0
42.5,202.0,976.8,26.1,85.8,2.9,129.1
43.5,206.0,976.4,26.1,85.9,2.7,130.5
44.5,210.0,975.9,26.1,86.1,2.6,132.0
45.5,214.0,975.3,26.0,86.5,2.5,133.7
46.5,218.0,974.8,25.9,86.9,2.4,135.7
47.5,225.0,974.2,25.8,87.3,2.3,137.9
48.5,231.0,973.6,25.8,87.6,2.1,140.4
49.5,236.0,972.9,25.7,87.8,2.0,143.3
50.5,244.0,972.3,25.7,87.7,1.9,146.5
51.5,250.0,971.6,25.8,87.4,1.8,150.1
52.5,256.0,971.0,25.7,87.0,1.7,154.1
53.5,262.0,970.3,25.8,86.3,1.7,158.5
54.5,267.0,969.7,25.9,85.5,1.6,163.2
55.5,273.0,969.1,26.1,84.5,1.6,168.1
56.5,278.0,968.5,26.3,83.4,1.5,173.1
57.5,283.0,967.9,26.5,82.8,1.5,178.2
58.5,289.0,967.3,26.5,83.1,1.5,183.1
59.5,295.0,966.7,26.4,83.9,1.5,188.0
60.5,301.0,966.2,26.4,84.7,1.5,192.7
61.5,305.0,965.6,26.3,85.2,1.6,197.2
62.5,308.0,965.1,26.3,85.2,1.6,201.4
63.5,315.0,964.6,26.3,85.3,1.7,205.3
64.5,318.0,964.0,26.2,85.3,1.7,208.9
65.5,323.0,963.5,26.2,85.3,1.8,212.2
66.5,329.0,962.9,26.1,85.4,1.8,215.2
67.5,335.0,962.3,26.1,85.6,1.9,218.2
68.5,339.0,961.8,26.0,85.7,2.0,221.0
69.5,345.0,961.2,26.0,86.0,2.0,223.7
70.5,351.0,960.6,26.0,86.3,2.1,226.3
71.5,354.0,960.0,25.9,86.7,2.2,228.8
72.5,361.0,959.4,25.9,87.1,2.2,231.2
73.5,367.0,958.8,25.8,87.3,2.3,233.5
74.5,372.0,958.2,25.8,87.6,2.4,235.6
75.5,378.0,957.5,25.7,87.9,2.4,237.7
76.5,386.0,956.9,25.7,88.1,2.5,239.7
77.5,390.0,956.2,25.6,88.1,2.6,241.6
78.5,397.0,955.6,25.6,88.2,2.6,243.5
79.5,403.0,954.9,25.5,88.4,2.7,245.2
80.5,409.0,954.3,25.5,88.6,2.8,246.8
81.5,416.0,953.6,25.4,88.8,2.8,248.2
82.5,420.0,953.0,25.4,88.9,2.9,249.6
83.5,428.0,952.3,25.3,89.1,3.0,250.8
84.5,432.0,951.7,25.3,89.2,3.0,251.9
85.5,438.0,951.0,25.2,89.5,3.1,253.0
86.5,445.0,950.4,25.2,89.7,3.1,253.8
87.5,452.0,949.7,25.2,89.9,3.2,254.6
88.5,458.0,949.0,25.1,90.2,3.2,255.3
89.5,463.0,948.4,25.0,90.6,3.3,255.8
90.5,470.0,947.7,25.0,90.8,3.3,256.2
91.5,476.0,947.0,24.9,90.9,3.4,256.6
92.5,482.0,946.4,24.9,90.9,3.4,256.8
93.5,489.0,945.7,24.9,91.0,3.4,256.9
94.5,495.0,945.0,24.8,91.3,3.5,256.9
95.5,502.0,944.3,24.8,91.6,3.5,256.8
96.5,507.0,943.6,24.7,91.9,3.5,256.7
97.5,514.0,942.9,24.7,92.1,3.6,256.4
98.5,520.0,942.2,24.6,92.5,3.6,256.1
99.5,528.0,941.5,24.5,92.8,3.6,255.7
100.5,537.0,940.8,24.5,92.9,3.7,255.2
101.5,543.0,940.1,24.4,92.8,3.7,254.8
102.5,549.0,939.4,24.4,92.9,3.7,254.3
103.5,555.0,938.7,24.3,93.1,3.8,253.8
104.5,561.0,938.1,24.3,93.3,3.8,253.3
105.5,566.0,937.5,24.2,93.4,3.9,252.8
106.5,573.0,936.9,24.2,93.5,3.9,252.4
107.5,577.0,936.3,24.1,93.5,4.0,251.9
108.5,582.0,935.7,24.1,93.7,4.0,251.4
109.5,587.0,935.2,24.0,94.2,4.1,251.0
110.5,591.0,934.6,24.0,94.8,4.2,250.6
111.5,598.0,934.1,23.9,95.4,4.2,250.3
112.5,604.0,933.5,23.8,95.8,4.3,250.0
113.5,609.0,932.9,23.8,95.7,4.3,249.8
114.5,612.0,932.3,23.8,95.7,4.4,249.6
115.5,618.0,931.8,23.8,95.9,4.5,249.5
116.5,625.0,931.2,23.7,95.9,4.5,249.5
117.5,633.0,930.6,23.7,95.8,4.6,249.5
118.5,637.0,930.0,23.6,95.8,4.7,249.6
119.5,641.0,929.4,23.6,96.1,4.7,249.7
120.5,646.0,928.9,23.5,96.5,4.8,249.8
121.5,652.0,928.3,23.5,96.8,4.9,250.0
122.5,657.0,927.7,23.4,97.0,4.9,250.3
123.5,663.0,927.1,23.4,97.1,5.0,250.5
124.5,670.0,926.5,23.3,97.2,5.1,250.8
125.5,677.0,925.9,23.3,96.8,5.1,251.1
126.5,681.0,925.3,23.3,96.2,5.2,251.3
127.5,686.0,924.6,23.3,96.2,5.2,251.6
128.5,693.0,924.0,23.3,96.7,5.3,251.9
129.5,697.0,923.4,23.2,97.1,5.3,252.1
130.5,703.0,922.8,23.1,97.6,5.4,252.3
131.5,712.0,922.1,23.1,98.1,5.4,252.6
132.5,718.0,921.5,23.0,98.4,5.5,252.8
133.5,723.0,920.8,22.9,98.5,5.5,252.9
134.5,728.0,920.2,22.9,98.7,5.5,253.1
135.5,735.0,919.5,22.8,99.2,5.6,253.1
136.5,742.0,918.9,22.8,99.7,5.6,253.2
137.5,749.0,918.3,22.7,100.0,5.6,253.2
138.5,753.0,917.6,22.7,100.0,5.6,253.1
139.5,760.0,917.0,22.6,100.0,5.6,253.0
140.5,766.0,916.3,22.6,100.0,5.6,252.8
141.5,771.0,915.7,22.5,100.0,5.7,252.6
142.5,777.0,915.0,22.5,100.0,5.7,252.3
143.5,785.0,914.3,22.5,100.0,5.7,252.0
144.5,793.0,913.6,22.5,100.0,5.7,251.6
145.5,799.0,912.8,22.4,100.0,5.7,251.1
146.5,805.0,912.1,22.4,100.0,5.7,250.6
147.5,813.0,911.4,22.4,100.0,5.7,250.0
148.5,820.0,910.6,22.3,100.0,5.7,249.4
149.5,827.0,909.8,22.3,100.0,5.7,248.7
150.5,836.0,909.1,22.3,100.0,5.7,247.9
151.5,843.0,908.3,22.3,100.0,5.6,247.1
152.5,851.0,907.5,22.2,100.0,5.6,246.3
153.5,859.0,906.7,22.2,100.0,5.6,245.4
154.5,866.0,906.0,22.2,100.0,5.6,244.4
155.5,873.0,905.2,22.1,100.0,5.6,243.5
156.5,881.0,904.5,22.1,100.0,5.6,242.5
157.5,888.0,903.8,22.1,100.0,5.6,241.5
158.5,893.0,903.0,22.1,100.0,5.6,240.5
159.5,900.0,902.3,22.0,100.0,5.6,239.5
160.5,908.0,901.6,22.0,100.0,5.6,238.5
161.5,915.0,900.8,22.0,100.0,5.7,237.5
162.5,922.0,900.1,21.9,100.0,5.7,236.6
163.5,929.0,899.3,21.9,100.0,5.7,235.8
164.5,938.0,898.6,21.8,100.0,5.7,235.1
165.5,946.0,897.9,21.8,100.0,5.7,234.4
166.5,952.0,897.2,21.8,100.0,5.7,233.8
167.5,959.0,896.5,21.8,100.0,5.7,233.4
168.5,963.0,895.9,21.8,100.0,5.7,233.1
169.5,970.0,895.3,21.8,100.0,5.7,232.9
170.5,976.0,894.7,21.7,100.0,5.7,232.9
171.5,979.0,894.2,21.7,100.0,5.7,233.1
172.5,986.0,893.7,21.6,100.0,5.7,233.4
173.5,990.0,893.1,21.6,100.0,5.7,233.8
174.5,995.0,892.6,21.6,100.0,5.7,234.4
175.5,1001.0,892.1,21.6,100.0,5.8,235.2
176.5,1005.0,891.7,21.5,100.0,5.8,236.0
177.5,1009.0,891.2,21.5,100.0,5.8,237.0
178.5,1015.0,890.7,21.5,100.0,5.9,238.0
179.5,1016.0,890.2,21.4,100.0,5.9,239.1
180.5,1022.0,889.7,21.4,100.0,6.0,240.3
181.5,1028.0,889.2,21.4,100.0,6.0,241.4
182.5,1034.0,888.7,21.4,100.0,6.1,242.6
183.5,1039.0,888.2,21.4,100.0,6.2,243.7
184.5,1045.0,887.7,21.4,100.0,6.3,244.7
185.5,1050.0,887.3,21.3,100.0,6.4,245.7
186.5,1052.0,886.8,21.3,100.0,6.5,246.5
187.5,1055.0,886.4,21.4,100.0,6.5,247.2
188.5,1058.0,886.0,21.4,99.9,6.6,247.7
189.5,1063.0,885.6,21.3,100.0,6.7,248.1
190.5,1068.0,885.2,21.3,100.0,6.8,248.4
191.5,1071.0,884.8,21.3,100.0,6.9,248.6
192.5,1076.0,884.3,21.3,100.0,6.9,248.6
193.5,1080.0,883.9,21.3,100.0,7.0,248.4
194.5,1085.0,883.4,21.1,100.0,7.1,248.1
195.5,1092.0,882.9,21.1,100.0,7.1,247.7
196.5,1096.0,882.4,21.1,100.0,7.1,247.2
197.5,1100.0,881.9,21.1,100.0,7.2,246.6
198.5,1105.0,881.4,21.1,100.0,7.2,245.8
199.5,1109.0,880.9,21.2,100.0,7.3,245.0
200.5,1115.0,880.4,21.1,100.0,7.3,244.1
201.5,1120.0,879.8,21.0,100.0,7.3,243.2
202.5,1126.0,879.3,21.0,100.0,7.4,242.3
203.5,1133.0,878.7,21.0,100.0,7.4,241.4
204.5,1137.0,878.1,20.9,100.0,7.4,240.5
205.5,1144.0,877.5,20.9,100.0,7.5,239.6
206.5,1150.0,876.9,20.9,100.0,7.6,238.8
207.5,1156.0,876.3,20.9,100.0,7.6,238.0
208.5,1162.0,875.7,20.9,100.0,7.7,237.3
209.5,1168.0,875.1,20.8,100.0,7.8,236.7
210.5,1173.0,874.5,20.8,99.9,7.9,236.2
211.5,1179.0,874.0,20.8,99.8,8.0,235.8
212.5,1185.0,873.4,20.7,99.8,8.1,235.5
213.5,1190.0,872.8,20.6,99.9,8.2,235.3
214.5,1196.0,872.3,20.5,100.0,8.4,235.2
215.5,1202.0,871.7,20.4,100.0,8.5,235.2
216.5,1208.0,871.2,20.4,100.0,8.7,235.2
217.5,1212.0,870.7,20.4,100.0,8.8,235.3
218.5,1217.0,870.2,20.4,100.0,9.0,235.4
