Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2020/03/13 19:02:23.483000,1600,2,20.66,91.0,1015.97125,1.4451612903225808,-56.0,24.99783,121.44219,75.1,9.920468095917164,4,9,0.26,0.0,0.4337326430050936
2020/03/13 19:02:24.483000,1600,3,20.65,91.1,1016.000156,1.4451612903225808,-57.0,24.99783,121.44219,74.42,9.920468095917164,4,10,0.35,0.0,0.4298055180763224
2020/03/13 19:02:25.477000,1600,4,20.64,91.2,1016.029218,1.4408602150537635,-57.0,24.99783,121.44219,73.64,9.920468095917164,4,9,0.13,0.0,0.42530086980494675
2020/03/13 19:02:26.479000,1600,5,20.61,91.3,1015.964843,1.4344086021505378,-56.0,24.99783,121.44219,72.43,9.920468095917164,4,10,0.18,0.0,0.41831287940974776
2020/03/13 19:02:27.478000,1600,6,20.61,91.4,1016.002421,1.4387096774193548,-57.0,24.99783,121.44219,71.79,9.920468095917164,4,9,0.15,0.0,0.41461674721326186
2020/03/13 19:02:28.481000,1600,7,20.61,91.5,1015.9879679999999,1.4387096774193548,-57.0,24.99783,121.44219,71.14,9.920468095917164,4,10,0.39,0.0,0.4108628594191503
2020/03/13 19:02:29.478000,1600,8,20.58,91.6,1016.021406,1.4430107526881721,-56.0,24.99783,121.44219,70.96,9.920468095917164,4,10,0.14,0.0,0.4098233206357506
2020/03/13 19:02:30.478000,1600,9,20.57,91.7,1016.013671,1.4387096774193548,-57.0,24.99783,121.44219,70.8,9.920468095917164,4,9,0.13,0.0,0.4088992859350828
2020/03/13 19:02:31.478000,1600,10,20.56,91.8,1016.041562,1.4387096774193548,-57.0,24.99783,121.44219,70.57,9.920468095917164,4,9,0.07,0.0,0.40757098568034
2020/03/13 19:02:32.478000,1600,11,20.56,91.8,1016.00039,1.4473118279569892,-57.0,24.99783,121.44219,70.13,9.920468095917164,4,9,0.27,0.0,0.40502988832128406
2020/03/13 19:02:33.478000,1600,12,20.54,91.9,1016.02625,1.4516129032258065,-57.0,24.99783,121.4422,69.43,9.919477832448353,4,10,0.26,0.0,0.4010272594806353
