Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2020/03/14 07:11:06.164000,1607,1,19.51,77.6,1019.881171,1.5118279569892472,-55.0,24.99769,121.44217,67.71,9.925442034780211,5,9,0.43,0.0,0.3908578618281628
2020/03/14 07:11:07.165000,1607,2,19.48,77.7,1019.882812,1.5032258064516129,-55.0,24.9977,121.44219,66.98,9.923247453198286,5,9,0.15,0.0,0.38672955100513395
2020/03/14 07:11:08.164000,1607,3,19.44,77.9,1019.84875,1.5096774193548388,-54.0,24.9977,121.44219,66.71,9.923247453198286,5,9,0.68,0.0,0.3851706703458005
2020/03/14 07:11:09.161000,1607,4,19.42,78.0,1019.874687,1.5053763440860215,-54.0,24.9977,121.4422,66.65,9.922257466067952,5,9,0.03,0.0,0.38486264679198856
2020/03/14 07:11:10.163000,1607,5,19.36,78.2,1019.860781,1.5053763440860215,-54.0,24.99771,121.44221,65.71,9.921052921729569,5,9,0.15,0.0,0.3794809532869127
2020/03/14 07:11:11.163000,1607,6,19.34,78.3,1019.8675780000001,1.5032258064516129,-54.0,24.99772,121.44222,65.2,9.919848458808136,5,9,0.12,0.0,0.37658146161489114
2020/03/14 07:11:12.163000,1607,7,19.31,78.5,1019.880468,1.5032258064516129,-55.0,24.99772,121.44223,64.07,9.918858440417704,5,9,0.2,0.0,0.3700919376232175
2020/03/14 07:11:13.163000,1607,8,19.24,78.7,1019.854765,1.5032258064516129,-55.0,24.99773,121.44224,63.41,9.917654041412991,5,9,0.33,0.0,0.36632411849563074
2020/03/14 07:11:14.161000,1607,9,19.2,78.9,1019.851093,1.5032258064516129,-54.0,24.99773,121.44224,63.24,9.917654041412991,5,9,0.03,0.0,0.3653420429575342
2020/03/14 07:11:15.163000,1607,10,19.17,79.1,1019.891562,1.5032258064516129,-55.0,24.99773,121.44224,62.76,9.917654041412991,5,9,0.53,0.0,0.36256912263424124
2020/03/14 07:11:16.161000,1607,11,19.13,79.3,1019.881406,1.4989247311827958,-54.0,24.99773,121.44224,62.77,9.917654041412991,5,9,0.94,0.0,0.3626268918250121
2020/03/14 07:11:17.162000,1607,12,19.08,79.5,1019.884375,1.5053763440860215,-54.0,24.99773,121.44224,62.7,9.917654041412991,5,9,1.52,0.0,0.36222250747414014
2020/03/14 07:11:18.165000,1607,13,19.06,79.6,1019.882421,1.5075268817204301,-54.0,24.99773,121.44224,62.53,9.917654041412991,5,10,1.19,0.0,0.36124043104328973
2020/03/14 07:11:19.163000,1607,14,19.03,79.8,1019.899062,1.5010752688172042,-55.0,24.99773,121.44224,62.74,9.917654041412991,5,10,0.86,0.0,0.3624535842504884
