Time,channel,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2018/08/27 09:58:37.133000,2,72,32.29,70.3,1005.914531,1.4129032258064518,-42.0,24.9978,121.44227,51.89,9.91318618794172,4,9,1.53,0.0,0.29990870639489053
2018/08/27 09:58:38.134000,1,73,32.32,70.1,1005.882968,1.4129032258064518,-95.0,24.9978,121.44229,48.94,9.911205852146797,4,9,2.11,0.0,0.28291538908038677
2018/08/27 09:58:39.133000,1,74,32.37,69.3,1005.909531,1.4086021505376345,-95.0,24.99781,121.44231,45.78,9.909011961039056,4,9,1.45,0.0,0.26470672699132547
2018/08/27 09:58:40.134000,1,75,32.41,69.5,1005.90375,1.4086021505376345,-95.0,24.99781,121.44232,43.44,9.908021785066344,4,9,1.2,0.0,0.25120178059411236
2018/08/27 09:58:41.133000,1,76,32.47,69.9,1005.912812,1.4086021505376345,-95.0,24.9978,121.44234,41.83,9.90625507859625,4,9,2.93,84.14,0.24193483750524178
2018/08/27 09:58:42.134000,1,77,32.52,70.2,1005.9346869999999,1.4107526881720431,-95.0,24.9978,121.44235,39.48,9.905264935196895,4,9,2.19,84.14,0.22836596614423504
2018/08/27 09:58:43.133000,1,78,32.55,70.3,1005.917343,1.4086021505376345,-94.0,24.9978,121.44236,37.7,9.904274795573459,4,9,1.25,84.14,0.21809173311703095
2018/08/27 09:58:44.136000,2,79,32.61,70.4,1005.912031,1.4064516129032258,-43.0,24.9978,121.44237,38.16,9.903284659722031,4,9,1.4,84.14,0.2207748439458869
2018/08/27 09:58:45.133000,1,80,32.66,70.6,1005.908281,1.4064516129032258,-95.0,24.9978,121.44238,35.71,9.902294527648777,4,9,1.49,84.14,0.20662114333867646
2018/08/27 09:58:46.134000,2,81,32.73,70.4,1005.879687,1.4064516129032258,-42.0,24.9978,121.44239,34.14,9.901304399349797,4,9,1.83,84.14,0.19755681492625057
2018/08/27 09:58:47.133000,1,82,32.76,69.1,1005.883281,1.4064516129032258,-95.0,24.9978,121.4424,32.8,9.900314274831262,4,9,2.76,86.53,0.18982172081394066
2018/08/27 09:58:48.133000,2,83,32.8,68.1,1005.8925,1.4086021505376345,-41.0,24.9978,121.44241,32.43,9.899324154091786,4,9,3.13,87.78,0.18769922609318349
2018/08/27 09:58:49.140000,2,84,32.84,68.0,1005.880468,1.4107526881720431,-41.0,24.9978,121.44241,33.31,9.899324154091786,4,10,3.46,86.59,0.19279247582049008
2018/08/27 09:58:50.133000,1,85,32.88,66.2,1005.862656,1.4064516129032258,-94.0,24.9978,121.44241,33.62,9.899324154091786,4,9,2.16,86.59,0.19458668807101154
2018/08/27 09:58:51.133000,1,86,32.92,65.4,1005.909921,1.4150537634408602,-95.0,24.9978,121.44241,33.36,9.899324154091786,4,9,2.0,86.59,0.19308186491882187
2018/08/27 09:58:52.135000,2,87,32.93,65.3,1005.857812,1.4064516129032258,-41.0,24.9978,121.44241,32.78,9.899324154091786,4,10,2.12,86.59,0.18972495077632945
2018/08/27 09:58:53.133000,1,88,32.98,65.7,1005.87125,1.4086021505376345,-94.0,24.9978,121.44242,32.34,9.898334037129981,4,9,2.64,87.33,0.18719704844573534
2018/08/27 09:58:54.133000,1,89,33.03,66.0,1005.873437,1.4193548387096775,-95.0,24.9978,121.44242,32.23,9.898334037129981,4,9,1.49,87.33,0.18656032829925542
2018/08/27 09:58:55.133000,2,90,33.07,66.2,1005.855156,1.4064516129032258,-41.0,24.9978,121.44243,30.94,9.897343923952025,4,9,0.7,87.33,0.17911125016456744
2018/08/27 09:58:56.133000,2,91,33.11,66.4,1005.872031,1.4086021505376345,-42.0,24.9978,121.44243,30.68,9.897343923952025,4,9,0.69,87.33,0.17760612329113473
2018/08/27 09:58:57.133000,1,92,33.15,66.9,1005.907343,1.4172043010752688,-94.0,24.9978,121.44243,30.12,9.897343923952025,4,9,1.3,87.33,0.17436431073389488
2018/08/27 09:58:58.133000,2,93,33.22,67.1,1005.881328,1.4193548387096775,-42.0,24.9978,121.44243,30.31,9.897343923952025,4,9,2.62,86.7,0.1754642115491291
2018/08/27 09:58:59.133000,1,94,33.24,67.4,1005.8424210000001,1.4064516129032258,-95.0,24.9978,121.44243,30.71,9.897343923952025,4,9,2.49,90.47,0.1777797917890804
