date,time,lon,lat,P,H,T,RH,U,V
NaN/NaN/NaN, NaN:NaN:NaN,121.44169,24.99764,1020,79.72,17.03,90.5,-0.378714764,0.282079696
NaN/NaN/NaN, NaN:NaN:NaN,121.44167,24.99764,1020,80.51,17.01,90.5,-0.23391206,0.174225694
NaN/NaN/NaN, NaN:NaN:NaN,121.44168,24.99764,1020,77.92,17.0,90.5,-0.109158961,0.0813053241
NaN/NaN/NaN, NaN:NaN:NaN,121.44167,24.99765,1020,78.31,16.95,90.5,-1.48867472,1.38094295
2020/03/13 , 23:19:55   ,121.44169,24.99762,1019,83.08,16.89,89.7,-4.48891543,-2.47290584
2020/03/13 , 23:19:56   ,121.44176999999999,24.99757,1018,81.29,16.83,88.5,5.05841153,-5.87887019
2020/03/13 , 23:19:57   ,121.44179,24.99754,1017,80.68,16.79,87.8,1.48926013,-1.7308134999999998
2020/03/13 , 23:19:58   ,121.44185,24.997510000000002,1016,79.79,16.73,87.4,4.635871599999999,-6.067856900000001
2020/03/13 , 23:19:59   ,121.44197,24.99746,1016,76.65,16.69,87.3,5.23723192,-5.46515242
2020/03/13 , 23:19:59   ,121.44202,24.99747,1015,72.51,16.65,87.2,5.58594255,2.45787355
2020/03/13 , 23:20:01   ,121.44206000000001,24.99757,1015,72.83,16.58,87.1,2.88735948,11.4527508
2020/03/13 , 23:20:01   ,121.44216000000002,24.99761,1014,67.31,16.54,86.8,3.78016773,2.66958032
2020/03/13 , 23:20:03   ,121.44227,24.99757,1013,62.65,16.49,86.5,8.37294318,-7.54697399
2020/03/13 , 23:20:04   ,121.44231,24.997529999999998,1013,53.27,16.44,86.6,2.24679354,-5.85004529
2020/03/13 , 23:20:04   ,121.44221,24.99748,1013,61.37,16.4,86.6,0.377139161,-3.77844712
2020/03/13 , 23:20:06   ,121.44216999999999,24.997510000000002,1012,67.65,16.36,86.3,-6.15522631,2.92271634
2020/03/13 , 23:20:06   ,121.44208,24.99756,1011,82.44,16.33,86.1,-1.97510013,9.76900322
2020/03/13 , 23:20:08   ,121.44207,24.99762,1011,91.06,16.28,86.1,-0.7247972840000001,5.8944949
2020/03/13 , 23:20:09   ,121.44205,24.99766,1010,92.18,16.25,86.2,-0.20374329600000002,1.65696512
2020/03/13 , 23:20:10   ,121.44203,24.99765,1009,96.74,16.19,86.2,-3.25210192,2.06066327
2020/03/13 , 23:20:11   ,121.44200000000001,24.99762,1008,103.55,16.15,86.3,-4.87217212,-1.53525513
2020/03/13 , 23:20:12   ,121.44193,24.9976,1008,111.16,16.14,86.3,-8.49848842,-0.270045253
2020/03/13 , 23:20:13   ,121.44191000000001,24.99762,1007,109.02,16.08,86.3,-4.79596317,0.19681794600000002
2020/03/13 , 23:20:13   ,121.44183999999998,24.99767,1007,107.01,16.06,86.3,-4.87206794,2.77222059
2020/03/13 , 23:20:14   ,121.44176999999999,24.99778,1006,93.5,16.03,86.4,-4.38033453,5.25557534
2020/03/13 , 23:20:16   ,121.44162,24.997770000000003,1005,110.26,15.97,86.5,-0.851879919,1.02209525
2020/03/13 , 23:20:17   ,121.44153,24.997770000000003,1005,121.35,15.93,86.4,-4.9209747,0.11081322699999999
2020/03/13 , 23:20:17   ,121.44143999999999,24.9978,1004,123.41,15.91,86.3,-8.81607849,2.33260093
2020/03/13 , 23:20:19   ,121.44136,24.99781,1004,115.94,15.84,86.1,-11.3116929,-2.61982938
2020/03/13 , 23:20:20   ,121.44121000000001,24.99782,1003,121.84,15.81,85.9,-10.8008397,1.86757036
2020/03/13 , 23:20:21   ,121.44108999999999,24.9978,1002,138.26,15.79,85.9,-4.33516048,-1.41778636
2020/03/13 , 23:20:21   ,121.44111000000001,24.99781,1002,138.53,15.74,86.1,-2.65857968,-0.681123644
2020/03/13 , 23:20:23   ,121.44103999999999,24.99783,1001,145.49,15.7,85.9,-6.49760873,4.52268637
2020/03/13 , 23:20:24   ,121.44098000000001,24.99786,1000,148.44,15.66,85.4,-7.568852499999999,2.11326159
2020/03/13 , 23:20:25   ,121.4409,24.99786,1000,160.6,15.62,85.1,-8.69658464,-0.591348786
2020/03/13 , 23:20:26   ,121.44084,24.99785,999,155.58,15.6,85.1,-11.4093275,-6.00782354
2020/03/13 , 23:20:27   ,121.44068999999999,24.99779,998,169.24,15.57,85.1,-7.41941831,-4.47921232
2020/03/13 , 23:20:27   ,121.44065,24.997770000000003,998,172.73,15.52,85.1,-3.88617458,-4.24547605
2020/03/13 , 23:20:29   ,121.4407,24.99776,997,165.1,15.48,85.1,-3.17289827,-3.26504243
2020/03/13 , 23:20:29   ,121.44065,24.99774,997,171.02,15.45,85.0,-5.30236747,-1.6393289
2020/03/13 , 23:20:31   ,121.44056,24.99772,996,176.47,15.41,84.8,-7.40785006,-1.97523043
2020/03/13 , 23:20:32   ,121.44043,24.99774,995,179.75,15.38,84.6,-8.42654001,0.45636509399999997
2020/03/13 , 23:20:33   ,121.44032,24.99775,995,182.96,15.34,84.5,-7.09745656,0.393081699
2020/03/13 , 23:20:34   ,121.44018999999999,24.99774,994,197.14,15.32,84.6,-6.54757833,0.462444927
2020/03/13 , 23:20:35   ,121.44001000000002,24.99774,994,211.91,15.28,84.7,-10.1131341,0.12356138900000001
2020/03/13 , 23:20:35   ,121.43983,24.99774,993,221.83,15.24,84.7,-13.3841078,-3.33951417
2020/03/13 , 23:20:37   ,121.43955,24.997729999999997,992,234.86,15.2,84.7,-16.3055274,-2.48927165
2020/03/13 , 23:20:37   ,121.43936000000001,24.99772,992,248.12,15.17,84.7,-15.7496904,-1.75547801
2020/03/13 , 23:20:39   ,121.43936000000001,24.99771,991,243.27,15.14,84.8,-11.585775300000002,-2.63009718
2020/03/13 , 23:20:40   ,121.43938999999999,24.99771,990,240.52,15.08,84.9,-7.04929766,0.22153310399999998
2020/03/13 , 23:20:41   ,121.4396,24.9977,990,222.72,15.04,85.1,-3.76090696,-0.9894622999999999
2020/03/13 , 23:20:42   ,121.43961999999999,24.9977,989,217.97,14.99,85.3,-5.67260624,-2.04673857
2020/03/13 , 23:20:43   ,121.43966,24.99767,988,211.77,14.95,85.4,-5.00086473,-4.02942802
2020/03/13 , 23:20:43   ,121.43968000000001,24.99762,988,207.76,14.91,85.6,-5.51392245,-6.92946776
2020/03/13 , 23:20:45   ,121.43964,24.99757,987,206.09,14.88,85.8,-5.86406001,-7.516464900000001
2020/03/13 , 23:20:46   ,121.43956000000001,24.99749,987,214.94,14.84,85.9,-3.68499764,-9.02080872
2020/03/13 , 23:20:47   ,121.43956999999999,24.99745,986,210.92,14.8,86.0,-2.98001271,-4.81001667
2020/03/13 , 23:20:48   ,121.43956999999999,24.99744,985,209.28,14.76,86.3,-2.19047422,-2.60035049
2020/03/13 , 23:20:49   ,121.43952,24.99748,985,203.68,14.72,86.4,-6.5604681,3.91858747
2020/03/13 , 23:20:49   ,121.43943,24.9975,984,208.1,14.67,86.5,-5.76450132,2.48616539
2020/03/13 , 23:20:51   ,121.43935,24.997510000000002,984,210.73,14.62,86.6,-7.93145749,0.832230207
2020/03/13 , 23:20:52   ,121.43918000000001,24.99749,983,224.33,14.59,86.8,-10.001969800000001,-0.9525100609999999
2020/03/13 , 23:20:52   ,121.43901000000001,24.99746,983,234.19,14.55,86.9,-11.3511711,-2.4562839
2020/03/13 , 23:20:54   ,121.43883999999998,24.99742,982,245.21,14.5,87.0,-10.7854172,-4.52048752
2020/03/13 , 23:20:55   ,121.43874,24.997410000000002,981,244.35,14.47,87.2,-10.098469099999999,-2.98555223
2020/03/13 , 23:20:55   ,121.43869,24.99737,981,250.43,14.43,87.3,-6.33173654,-2.64992133
2020/03/13 , 23:20:58   ,121.43846,24.99738,979,252.84,14.34,87.5,-10.744788,0.768311051
2020/03/13 , 23:20:58   ,121.43823,24.99739,979,265.09,14.3,87.7,-10.7871094,-0.467202836
2020/03/13 , 23:20:59   ,121.43815,24.99738,978,270.47,14.26,87.8,-9.53595842,-4.1919496
2020/03/13 , 23:21:01   ,121.43768999999999,24.997410000000002,978,277.54,14.19,87.9,-13.935006900000001,-2.5047927000000003
2020/03/13 , 23:21:01   ,121.43739,24.99736,977,312.5,14.16,88.1,-10.7795312,-3.81088146
2020/03/13 , 23:21:02   ,121.43738,24.997329999999998,977,315.16,14.14,88.2,-7.19305038,-6.23961074
2020/03/13 , 23:21:03   ,121.43731000000001,24.99727,976,324.59,14.09,88.3,-8.75504167,-6.51630387
2020/03/13 , 23:21:04   ,121.43721000000001,24.99721,976,336.31,14.04,88.5,-9.17410849,-5.74598629
2020/03/13 , 23:21:05   ,121.43711,24.99716,975,345.25,14.0,88.6,-10.0076679,-5.31893113
2020/03/13 , 23:21:07   ,121.43700000000001,24.99713,974,351.67,13.96,88.8,-12.4417693,-3.66181184
2020/03/13 , 23:21:07   ,121.43685,24.9971,974,360.55,13.91,88.9,-12.323715400000001,-2.55660538
2020/03/13 , 23:21:09   ,121.4367,24.99707,973,375.42,13.85,89.1,-12.0917415,-1.49110626
2020/03/13 , 23:21:10   ,121.43651000000001,24.99704,972,394.57,13.81,89.2,-12.5910532,-1.0661530000000001
2020/03/13 , 23:21:11   ,121.43637,24.99704,972,401.87,13.76,89.4,-11.9297881,-2.92582187
2020/03/13 , 23:21:12   ,121.43625,24.997020000000003,971,409.99,13.7,89.6,-10.4541425,-2.2144696
2020/03/13 , 23:21:13   ,121.4361,24.997,970,421.06,13.65,89.8,-10.252939699999999,-1.93175353
2020/03/13 , 23:21:14   ,121.43581999999999,24.99701,970,431.91,13.61,90.0,-9.69810134,-1.50307866
2020/03/13 , 23:21:15   ,121.43558999999999,24.99699,969,450.1,13.56,90.1,-9.610109800000002,-0.7074086959999999
2020/03/13 , 23:21:16   ,121.43523,24.99699,968,479.05,13.51,90.3,-9.60378607,-1.89463424
2020/03/13 , 23:21:17   ,121.43523,24.99697,968,481.75,13.45,90.5,-6.93449731,-3.70267673
2020/03/13 , 23:21:18   ,121.43526999999999,24.99695,967,485.57,13.4,90.6,-5.48571822,-2.8410973
2020/03/13 , 23:21:19   ,121.43548,24.99694,966,469.0,13.34,90.8,-4.544943099999999,-3.31422951
2020/03/13 , 23:21:20   ,121.43548,24.996920000000003,966,469.09,13.3,91.1,-3.84585193,-3.35376862
2020/03/13 , 23:21:21   ,121.4354,24.99689,965,478.59,13.25,91.4,-5.8910565,-2.94487909
2020/03/13 , 23:21:22   ,121.43525,24.99689,964,485.26,13.17,91.7,-7.28328079,-2.6811689
2020/03/13 , 23:21:26   ,121.43538000000001,24.9967,961,478.36,12.93,92.8,-6.50265925,-3.3720983999999996
2020/03/13 , 23:21:28   ,121.43542,24.99662,960,486.07,12.84,93.0,-5.2396489,-4.26422446
2020/03/13 , 23:21:29   ,121.43552,24.99654,959,488.82,12.79,93.3,-3.6025316,-4.7807209
2020/03/13 , 23:21:30   ,121.43553999999999,24.996470000000002,959,500.24,12.74,93.6,-2.5865629,-3.88425928
2020/03/13 , 23:21:31   ,121.43563999999999,24.99641,958,507.97,12.67,93.9,-1.72535422,-2.58217507
2020/03/13 , 23:21:32   ,121.43576999999999,24.99636,957,511.88,12.63,94.1,-1.59981737,-1.11978812
2020/03/13 , 23:21:33   ,121.43588999999999,24.99631,956,515.87,12.58,94.2,-2.81517707,-1.17357492
2020/03/13 , 23:21:34   ,121.43593999999999,24.99626,955,527.01,12.52,94.3,-3.99680925,-2.0250664
