date,time,lon,lat,P,H,T,RH,U,V
NaN/NaN/NaN, NaN:NaN:NaN,121.44283999999999,24.99788,1017,1.08,20.57,93.9,1.2759034,0.182496825
2020/03/12 , 23:22:58   ,121.44255,24.997770000000003,1015,1.46,20.22,96.1,3.47218647,-0.0157563906
2020/03/12 , 23:22:59   ,121.44256999999999,24.9978,1015,10.08,20.18,95.9,5.64839188,4.08274724
2020/03/12 , 23:23:00   ,121.44254,24.99786,1014,22.61,20.12,95.9,-0.392136926,8.66891318
2020/03/12 , 23:23:01   ,121.44248,24.997889999999998,1014,29.15,20.08,96.0,-1.48279796,4.07174262
2020/03/12 , 23:23:01   ,121.44238999999999,24.9979,1014,36.74,20.02,96.0,-5.21225398,-0.527603325
2020/03/12 , 23:23:02   ,121.4424,24.99788,1013,37.38,19.96,96.2,-2.91431255,-0.524367592
2020/03/12 , 23:23:03   ,121.44233999999999,24.997870000000002,1012,49.08,19.92,96.3,-2.35660171,-0.424019573
2020/03/12 , 23:23:04   ,121.44233,24.99792,1012,55.49,19.86,96.5,3.87285573,6.83133277
2020/03/12 , 23:23:05   ,121.44232,24.998,1012,62.32,19.79,96.6,3.03506547,8.07038373
2020/03/12 , 23:23:06   ,121.44238999999999,24.99805,1011,63.54,19.76,96.8,1.41675642,3.86519672
2020/03/12 , 23:23:08   ,121.44242,24.99805,1010,62.79,19.7,96.7,0.511447154,1.3953308
2020/03/12 , 23:23:08   ,121.44243,24.99805,1010,63.73,19.65,96.8,-0.9439100309999999,1.48679057
2020/03/12 , 23:23:09   ,121.44235,24.998079999999998,1009,77.71,19.6,97.0,-1.24638948,5.45953416
2020/03/12 , 23:23:11   ,121.44233999999999,24.99814,1009,83.74,19.53,97.2,1.39027882,7.97415548
2020/03/12 , 23:23:11   ,121.44236000000001,24.9982,1008,90.77,19.49,97.4,4.46806568,6.32216671
2020/03/12 , 23:23:13   ,121.44243999999999,24.99824,1008,90.26,19.45,97.6,4.74806873,3.57662733
2020/03/12 , 23:23:14   ,121.4425,24.998260000000002,1007,93.17,19.38,97.6,3.05778013,2.18996289
2020/03/12 , 23:23:15   ,121.44245,24.99827,1006,101.76,19.36,97.7,-0.100386512,3.02611315
2020/03/12 , 23:23:16   ,121.4423,24.998260000000002,1006,122.13,19.31,97.8,-1.22085092,3.44566531
2020/03/12 , 23:23:17   ,121.44231,24.99829,1005,126.15,19.27,97.9,-0.47466524200000004,3.51532053
2020/03/12 , 23:23:18   ,121.44226,24.99832,1005,139.9,19.22,98.0,1.73984418,4.05349768
2020/03/12 , 23:23:18   ,121.44232,24.99835,1005,142.07,19.18,98.2,4.27230215,3.74802776
2020/03/12 , 23:23:20   ,121.44237,24.99836,1004,146.08,19.15,98.4,3.03456619,2.06306339
2020/03/12 , 23:23:20   ,121.44236000000001,24.99837,1003,153.06,19.1,98.5,1.30449842,2.53392657
